Name,IF,IFDenseRank,IFMinRank
algorithm,390365.71759030456,1.0,1.0
comput,377261.6474935641,2.0,2.0
point,364379.7395750247,3.0,3.0
matric,357124.3273731596,4.0,4.0
bifurc,328385.91391081136,5.0,5.0
determin,324167.0031957012,6.0,6.0
evalu,317563.6351813285,7.0,7.0
polynomi,317285.71584466007,8.0,8.0
numer,314357.1048482647,9.0,9.0
condit,298605.5196590815,10.0,10.0
method,296586.34515899,11.0,11.0
hopf,295373.05620453105,12.0,12.0
eigenvalu,289794.8856018101,13.0,13.0
analysi,286742.7956830859,14.0,14.0
bifurc-point,276692.9034782262,15.0,15.0
gener,268769.0282728745,16.0,16.0
develop,259061.32242929903,17.0,17.0
dynam-system,255905.68177812727,18.0,18.0
part,253140.5817194609,19.0,19.0
problem,252646.77306443825,20.0,20.0
comput-hopf-bifurc,252042.1389233171,21.0,21.0
siam-journal,251726.8608796971,22.0,22.0
numer-detect-hopf,251726.8608796971,22.0,22.0
journal-comput-appli,251726.8608796971,22.0,22.0
intern-seri-numer,251726.8608796971,22.0,22.0
mathemat-comput,251726.8608796971,22.0,22.0
calcul,248706.11057896406,23.0,27.0
small,245704.74134712806,24.0,28.0
requir,241208.72942248505,25.0,29.0
direct-method,239069.48590834407,26.0,30.0
root,238187.7928634951,27.0,31.0
paramet,237223.8056404016,28.0,32.0
degener,235316.35188879492,29.0,33.0
result,230681.4587979675,30.0,34.0
matrix,229017.46428962433,31.0,35.0
exist,226327.3636027557,32.0,36.0
perform,224094.37381833524,33.0,37.0
jacobian,221809.1944906591,34.0,38.0
equat,221649.23672241936,35.0,39.0
procedur,220841.28546023657,36.0,40.0
notic,220559.69113953938,37.0,41.0
solut,220491.9342356828,38.0,42.0
pivot,217973.04594909583,39.0,43.0
cornel-univers,211407.8782933929,40.0,44.0
applic,210589.49418275175,41.0,45.0
linear,210233.10775932577,42.0,46.0
invers,209943.02539444223,43.0,47.0
studi,208258.62684843256,44.0,48.0
calcul-hopf,203884.62774031982,45.0,49.0
control-theori,201785.61674951654,46.0,50.0
matrix-characterist,201785.61674951654,46.0,50.0
famili,201658.45998706995,47.0,52.0
estim,200233.51999339144,48.0,53.0
journal,198126.8702159746,49.0,54.0
effici,196957.19078812803,50.0,55.0
product,196317.24590395822,51.0,56.0
automat-differenti,195471.0735108958,52.0,57.0
algebra,195172.0887475398,53.0,58.0
neg-real,195044.6242929894,54.0,59.0
paramet-famili,194540.45977308162,55.0,60.0
partial-support,194149.86147162196,56.0,61.0
grant,194149.86147162196,56.0,61.0
algorithm-determin,193536.40415239576,57.0,63.0
dstool,191213.15673114226,58.0,64.0
form,190559.3345274651,59.0,65.0
statist,189305.48251652854,60.0,66.0
unfold,189305.48251652854,60.0,66.0
lufactor,189305.48251652854,60.0,66.0
assist,189305.48251652854,60.0,66.0
russian,189305.48251652854,60.0,66.0
prepar,189305.48251652854,60.0,66.0
multirespons,189305.48251652854,60.0,66.0
explor,189305.48251652854,60.0,66.0
tion,189305.48251652854,60.0,66.0
matrix-comput,189305.48251652854,60.0,66.0
method-variat-paramet,189305.48251652854,60.0,66.0
mathemat,189305.48251652854,60.0,66.0
gaussnewton,189305.48251652854,60.0,66.0
classif,189305.48251652854,60.0,66.0
soviet-mathemat,189305.48251652854,60.0,66.0
david,189305.48251652854,60.0,66.0
bernd,189305.48251652854,60.0,66.0
fellowship,189305.48251652854,60.0,66.0
bifurca,189305.48251652854,60.0,66.0
scientif,189305.48251652854,60.0,66.0
differenti-equat,189305.48251652854,60.0,66.0
lucil,189305.48251652854,60.0,66.0
versal,189305.48251652854,60.0,66.0
sturmfel,189305.48251652854,60.0,66.0
packard,189305.48251652854,60.0,66.0
lectur,189305.48251652854,60.0,66.0
survey,189305.48251652854,60.0,66.0
dimens,188406.0353875713,61.0,93.0
softwar,187548.97613338256,62.0,94.0
theori,184543.03603403288,63.0,95.0
neurophysiolog,184543.03603403288,63.0,95.0
exampl,184543.03603403288,63.0,95.0
approach,184360.1779012293,64.0,98.0
compar,182028.97999170062,65.0,99.0
nonlinear,180612.40852920568,66.0,100.0
ordinari-differenti-equat,170942.82680592002,67.0,101.0
hopf-bifurc-point,166586.4034634781,68.0,102.0
