Name,IF,IFDenseRank,IFMinRank
method,900499.7827692953,1.0,1.0
imag,898700.6281146656,2.0,2.0
line-integr-convolut,898365.5797435108,3.0,3.0
textur,889727.2148882217,4.0,4.0
data,881337.6803033055,5.0,5.0
simul,873196.9867160514,6.0,6.0
techniqu,872990.2718292185,7.0,7.0
visual,872053.0667101257,8.0,8.0
path,870677.0207642097,9.0,9.0
parallel,870549.8421345969,10.0,10.0
streamlin,870337.981634718,11.0,11.0
unsteadi-flow-line,857274.248910946,12.0,12.0
inform,857006.3187824595,13.0,13.0
seed,856516.6558493207,14.0,14.0
visual-data,855027.5252521395,15.0,15.0
david-kao,854989.1375298315,16.0,16.0
hanwei-shen,854989.1375298315,16.0,16.0
surfac,852743.2731682404,17.0,18.0
spatial-tempor,852687.4290912256,18.0,19.0
vector-field-visual,852430.4722072543,19.0,20.0
graphic,852125.7871325774,20.0,21.0
proceed,851803.0816849507,21.0,22.0
nois,851231.7178820984,22.0,23.0
variabl,850573.7009662122,23.0,24.0
visual-timedepend,849995.7789621445,24.0,25.0
visual-flow,849527.7726027085,25.0,26.0
textur-advect,849334.2063001735,26.0,27.0
threedimension,849211.603901719,27.0,28.0
visual-vector-field,846525.3088463431,28.0,29.0
algorithm-unsteadi-flow,845331.3026674929,29.0,30.0
octob-san,843871.5792454507,30.0,31.0
februari,843871.5792454507,30.0,31.0
australasia,843871.5792454507,30.0,31.0
gordon-erlebach-thoma,843871.5792454507,30.0,31.0
interact,843871.5792454507,30.0,31.0
transact-graphic,843871.5792454507,30.0,31.0
asia,843871.5792454507,30.0,31.0
zhanp-liu-robert,843871.5792454507,30.0,31.0
claudio,843871.5792454507,30.0,31.0
wagner,843871.5792454507,30.0,31.0
diego,843871.5792454507,30.0,31.0
transact-visual-comput,843871.5792454507,30.0,31.0
canada,843871.5792454507,30.0,31.0
decemb,843871.5792454507,30.0,31.0
barcelona,843871.5792454507,30.0,31.0
larame,843871.5792454507,30.0,31.0
australia,843871.5792454507,30.0,31.0
jame,843871.5792454507,30.0,31.0
terascal,843871.5792454507,30.0,31.0
rubi,843871.5792454507,30.0,31.0
baptista,843871.5792454507,30.0,31.0
daniel-weiskopf,843871.5792454507,30.0,31.0
observatori,843871.5792454507,30.0,31.0
comput-graphic-juli,843871.5792454507,30.0,31.0
huang,843871.5792454507,30.0,31.0
comput-graphic-interact,843871.5792454507,30.0,31.0
pencil,843871.5792454507,30.0,31.0
visualis,843871.5792454507,30.0,31.0
comput-graphic-novemb,843871.5792454507,30.0,31.0
coastal,843871.5792454507,30.0,31.0
render,843871.5792454507,30.0,31.0
erlebach-yousuff-hussaini,843871.5792454507,30.0,31.0
unit-state,843871.5792454507,30.0,31.0
robert,843871.5792454507,30.0,31.0
pointbas,843871.5792454507,30.0,31.0
ieee-visual-visual,843871.5792454507,30.0,31.0
supercomput,843871.5792454507,30.0,31.0
schafhitzel,843871.5792454507,30.0,31.0
ibfv,843871.5792454507,30.0,31.0
spacebas,843871.5792454507,30.0,31.0
pipelin,843871.5792454507,30.0,31.0
confer,843871.5792454507,30.0,31.0
correa,843871.5792454507,30.0,31.0
leung,843871.5792454507,30.0,31.0
tobia,843871.5792454507,30.0,31.0
novemb,843871.5792454507,30.0,31.0
salt,843871.5792454507,30.0,31.0
thoma-ertl,843871.5792454507,30.0,31.0
bruno-jobard-gordon,843871.5792454507,30.0,31.0
chameleon,843871.5792454507,30.0,31.0
oyvind,843871.5792454507,30.0,31.0
surfac-proceed,843871.5792454507,30.0,31.0
octob,843871.5792454507,30.0,31.0
draw,843871.5792454507,30.0,31.0
helgeland,843871.5792454507,30.0,31.0
curv,843871.5792454507,30.0,31.0
kwanliu,843871.5792454507,30.0,31.0
interfac,843871.5792454507,30.0,31.0
guoshi,843871.5792454507,30.0,31.0
imag-base-flow,843871.5792454507,30.0,31.0
andreassen,843871.5792454507,30.0,31.0
proceed-confer-visual,843871.5792454507,30.0,31.0
bordoloi,843871.5792454507,30.0,31.0
ertl,843871.5792454507,30.0,31.0
chung,843871.5792454507,30.0,31.0
texturebas,843871.5792454507,30.0,31.0
zhiong,843871.5792454507,30.0,31.0
year,843871.5792454507,30.0,31.0
bruno-jobard-helwig,843871.5792454507,30.0,31.0
visual-visual-celebr,843871.5792454507,30.0,31.0
unsteadi-flow-visual,843871.5792454507,30.0,31.0
walter,843871.5792454507,30.0,31.0
juli,843871.5792454507,30.0,31.0
lake,843871.5792454507,30.0,31.0
california,843871.5792454507,30.0,31.0
tejada,843871.5792454507,30.0,31.0
plic,843871.5792454507,30.0,31.0
utah,843871.5792454507,30.0,31.0
vivek,843871.5792454507,30.0,31.0
melbourn,843871.5792454507,30.0,31.0
thoma,843871.5792454507,30.0,31.0
fusion,843871.5792454507,30.0,31.0
eduardo,843871.5792454507,30.0,31.0
proceed-ieee-visual,843871.5792454507,30.0,31.0
harlan,843871.5792454507,30.0,31.0
visual-octob,843871.5792454507,30.0,31.0
earthquak,843871.5792454507,30.0,31.0
francisco,843871.5792454507,30.0,31.0
hardwareacceler,843871.5792454507,30.0,31.0
vector-field-proceed,843871.5792454507,30.0,31.0
intern,843871.5792454507,30.0,31.0
proceed-confer-ieee,843871.5792454507,30.0,31.0
joel,843871.5792454507,30.0,31.0
wong,843871.5792454507,30.0,31.0
acceler,843871.5792454507,30.0,31.0
well,843871.5792454507,30.0,31.0
citi,843871.5792454507,30.0,31.0
spacetimecoher,843871.5792454507,30.0,31.0
south,843871.5792454507,30.0,31.0
hauser,843871.5792454507,30.0,31.0
integr-convolut-ieee,843871.5792454507,30.0,31.0
stream-surfac,843871.5792454507,30.0,31.0
bridg,843871.5792454507,30.0,31.0
ander,843871.5792454507,30.0,31.0
symposium,843871.5792454507,30.0,31.0
spain,843871.5792454507,30.0,31.0
east,843871.5792454507,30.0,31.0
auflic,843871.5792454507,30.0,31.0
volum,843871.5792454507,30.0,31.0
march,843871.5792454507,30.0,31.0
multivari,843871.5792454507,30.0,31.0
verma,843871.5792454507,30.0,31.0
pang,843871.5792454507,30.0,31.0
moorhead,843871.5792454507,30.0,31.0
jimenez,843871.5792454507,30.0,31.0
featurebas,843871.5792454507,30.0,31.0
acmiee,843871.5792454507,30.0,31.0
jark-van-wijk,843871.5792454507,30.0,31.0
hongfeng,843871.5792454507,30.0,31.0
framework,843871.5792454507,30.0,31.0
foot,843871.5792454507,30.0,31.0
ieee-transact-visual,843871.5792454507,30.0,31.0
alex,843871.5792454507,30.0,31.0
udeepta,843871.5792454507,30.0,31.0
silva,843871.5792454507,30.0,31.0
lagrangianeulerian-advect,843871.5792454507,30.0,31.0
montreal,843871.5792454507,30.0,31.0
enhanc-spot-nois,843831.0430015827,31.0,158.0
field,215156.62494049157,32.0,159.0
flow,197301.6186682617,33.0,160.0
time,195751.90121140462,34.0,161.0
effect,175608.07267097026,35.0,162.0
result,162925.3330825915,36.0,163.0
convolut,162052.88286030342,37.0,164.0
algorithm,159640.0734674884,38.0,165.0
comput,155152.4576077704,39.0,166.0
pixel,151969.9407348322,40.0,167.0
direct,151081.58143284617,41.0,168.0
anim,142472.65611078768,42.0,169.0
propos,141498.2828825733,43.0,170.0
origin,138651.41037593782,44.0,171.0
model,131926.66591605384,45.0,172.0
timeaccur-scatter-scheme,130366.41176415273,46.0,173.0
pathlin,129779.77545323805,47.0,174.0
particl,129751.92596319305,48.0,175.0
scheme,124180.04382768342,49.0,176.0
produc,122232.85588171959,50.0,177.0
addit,121004.68235648324,51.0,178.0
problem,120255.46291462753,52.0,179.0
input,120024.73404283969,53.0,180.0
unsteadi-flow-field,113659.90246914908,54.0,181.0
global,112607.97228166764,55.0,182.0
step,109356.34668914226,56.0,183.0
region,109325.31076927372,57.0,184.0
provid,109128.75320229071,58.0,185.0
filter,108827.49400957132,59.0,186.0
scatter,108491.0502626088,60.0,187.0
contrast,107622.97681142346,61.0,188.0
global-flow,105871.6903028222,62.0,189.0
enhanc,105199.79937449384,63.0,190.0
physic-time,102995.27066572482,64.0,191.0
section,102588.6647614002,65.0,192.0
implement,100983.6709265659,66.0,193.0
gener,99552.40303379734,67.0,194.0
process,98508.86740540148,68.0,195.0
integr,98483.79761151754,69.0,196.0
comput-fluid-dynam,97615.15618833817,70.0,197.0
illustr,97596.2667225318,71.0,198.0
perform,97151.11530623533,72.0,199.0
assum,95182.64457830346,73.0,200.0
output,94500.00591580386,74.0,201.0
propos-convolut,94001.5617205253,75.0,202.0
visual-unsteadi-flow,93184.19885508085,76.0,203.0
creat,92768.8622023817,77.0,204.0
trace,91136.06311891518,78.0,205.0
motion,90470.89583309129,79.0,206.0
pattern,89689.07411792567,80.0,207.0
motion-map,89686.82296043406,81.0,208.0
local,88755.57359063064,82.0,209.0
devis,88625.01738189605,83.0,210.0
underli,85756.71039272955,84.0,211.0
structur,85717.14534608174,85.0,212.0
tempor-coher,85619.99405407337,86.0,213.0
take,85249.54851293168,87.0,214.0
base,85208.63089325705,88.0,215.0
textur-output,85060.13865137343,89.0,216.0
shown,84635.47658684988,90.0,217.0
coher,83863.81826832323,91.0,218.0
continu,82760.41780976084,92.0,219.0
processor,82460.35026054234,93.0,220.0
recent,82318.40724961869,94.0,221.0
issu,81187.45766102796,95.0,222.0
encod,79897.80261921207,96.0,223.0
flow-field-produc,79897.80261921207,96.0,223.0
lefer,79897.80261921207,96.0,223.0
jobard,79897.80261921207,96.0,223.0
similar,79897.80261921207,96.0,223.0
synthes,79658.94728954419,97.0,228.0
dens,79658.94728954419,97.0,228.0
evolut,79543.6699099104,98.0,230.0
timestamp,79429.65725318134,99.0,231.0
experi,78895.83796635548,100.0,232.0
veloc-magnitud,78753.56023756979,101.0,233.0
advect,78684.81458242834,102.0,234.0
highlight-flow,78571.30235495447,103.0,235.0
textur-synthesi-techniqu,78361.02847308508,104.0,236.0
veloc,77888.69854068864,105.0,237.0
phenomena,77583.39838234431,106.0,238.0
start,77331.61672226505,107.0,239.0
display,77268.2000058145,108.0,240.0
intens,76956.0010355887,109.0,241.0
propos-cabral-leedom,76191.83955010181,110.0,242.0
flow-textur-resembl,76191.83955010181,110.0,242.0
windtunnel,76191.83955010181,110.0,242.0
valu,76064.69405852114,111.0,245.0
unsteadi-flow-data,75968.31456256504,112.0,246.0
challeng,75620.11489437314,113.0,247.0
requir,75358.40721319093,114.0,248.0
type,74536.25311428691,115.0,249.0
algorithm-call-uflic,74073.56711250558,116.0,250.0
regular-line-integr,73935.27267563633,117.0,251.0
achiev,73415.96497374991,118.0,252.0
refer,72827.1224054478,119.0,253.0
bank,72495.39277481037,120.0,254.0
multifrequ,72495.39277481037,120.0,254.0
represent,71885.4858888298,121.0,256.0
excel,71885.4858888298,121.0,256.0
distribut,71809.22455956963,122.0,258.0
numer,71664.51448422644,123.0,259.0
memori,71439.75776986545,124.0,260.0
convolut-nois,70691.52570842612,125.0,261.0
emerg-timedepend,70661.50827524651,126.0,262.0
gather-pixel-valu,70554.788455471,127.0,263.0
parallel-algorithm,70217.57524977988,128.0,264.0
spatial-coher,69861.42610365315,129.0,265.0
discuss,69609.66106114545,130.0,266.0
distanc,69069.27238242171,131.0,267.0
convolut-kernel,68609.77569524106,132.0,268.0
success-feedforward-process,68254.07479392953,133.0,269.0
instanc,68241.75142175621,134.0,270.0
featur,67859.75449545268,135.0,271.0
present,67056.7207924349,136.0,272.0
mention,67035.05188544473,137.0,273.0
posit,66989.5053209563,138.0,274.0
approach,66963.48387997798,139.0,275.0
white-nois-imag,66461.29033443407,140.0,276.0
defin,65662.79888728514,141.0,277.0
appli,65621.65911196535,142.0,278.0
work,64956.301756369096,143.0,279.0
uflic,64427.67684881841,144.0,280.0
posit-neg,64277.00538915583,145.0,281.0
particl-trace,63966.153106145845,146.0,282.0
forssel-cohen,63945.53070537545,147.0,283.0
numer-simul,63817.528473703154,148.0,284.0
flow-trace,63728.31020352479,149.0,285.0
extend,62779.18108222251,150.0,286.0
solut,62597.890260737135,151.0,287.0
ubiquit,62424.38609430881,152.0,288.0
extens,62374.538050622235,153.0,289.0
explain,62286.90038902124,154.0,290.0
flow-phenomena,61954.60186183058,155.0,291.0
averag,61691.07006892499,156.0,292.0
success,61077.21240924528,157.0,293.0
pass-filter,60978.03477515373,158.0,294.0
devis-convolut-algorithm,60900.935084987475,159.0,295.0
unsteadi-flow-advect,60628.83088792999,160.0,296.0
integr-convolut-accur,60628.83088792999,160.0,296.0
pixel-scatter-convolut,60304.12122265823,161.0,298.0
give,60099.44083211418,162.0,299.0
theta,59465.84179596306,163.0,300.0
twodimension,59391.542523526354,164.0,301.0
current-comput-time,59352.82323543151,165.0,302.0
unsteadi,59045.1632639893,166.0,303.0
scatter-convolut,58882.212238199165,167.0,304.0
establish,58757.01689337012,168.0,305.0
normal,58608.533976746854,169.0,306.0
curvilinear-grid,58378.59692982653,170.0,307.0
perform-convolut,57900.45461340569,171.0,308.0
paper-present,57624.62088873039,172.0,309.0
convolut-result-pixel,57406.59404938128,173.0,310.0
