,Old_WScore,Position_Weight,SCScore,Words
236,20609.57192982456,1.0341597796143251,21313.59036489295,gener-high-level
66,32005.75708502025,0.5110820873892624,16357.569139485824,descript
12,41817.22000948317,0.28038861455942693,11725.072383185732,level-descript
70,31628.973684210527,0.36943203256535845,11684.75603611413,gate
7,48459.128123338654,0.1789720520954954,8672.829602992453,number-latch
78,30655.52216066482,0.2202335363033992,6751.374052670434,implement
6,48561.81175912755,0.11914481982880872,5785.888312601776,gener
3,51231.923897581786,0.10507089249069106,5382.983967934082,function
84,29966.19136657433,0.14848952544755717,4449.665535493307,state
227,20880.21237303785,0.20155552877548197,4208.522245792005,finit-state-machin
2,53457.79374110954,0.07521793402729668,4020.9848028636106,latch
383,17557.547368421052,0.22857142857142854,4013.1536842105256,tradeoff
22,39021.58479532164,0.09746431392911835,3803.21199050294,explor
0,57532.95021337128,0.060416858686158106,3475.9601228390225,algorithm
151,24926.225146198827,0.13276047663389923,3309.2175310932407,size-logic
1,56977.55049786628,0.051984583511877215,2961.954232158531,result
82,30050.51218323587,0.08884081776782035,2669.712076700523,initi-implement
162,24269.340080971666,0.09092879256965944,2206.7817900251944,explicit-state-assign
26,38384.535087719305,0.053079993050200516,2037.4508556913186,good
10,43492.63632053106,0.046640969484615685,2028.538723431377,larg
113,27318.649661434287,0.06852085797595478,1871.897313546004,techniqu
95,28571.671052631584,0.06469002778512156,1848.3021942620906,encod
108,28130.33702677747,0.06566958926244743,1847.307678362693,optim
143,25360.94736842105,0.0724003877247979,1836.1424225418768,high-level-languag
68,31924.608187134498,0.05699624449624449,1819.5827736807264,latchlog
31,37253.22779605263,0.04798293633981907,1787.519257790772,tradeoo
273,19272.85864661654,0.09006472396373,1735.8046939995056,output
4,50907.04678362573,0.03277183065426462,1668.3171163017091,initi
71,31586.183303085298,0.05205500048844002,1644.2187872700613,subsequ
47,34548.99595141701,0.04718172988450129,1630.081394760486,larg-design
248,20196.271548436307,0.07763975155279502,1568.0335053133776,typic
5,48739.0,0.031599699650320376,1540.1377612569647,remov
83,30023.122499230532,0.04770200230049573,1432.1630585263601,logic
61,32640.65071770335,0.04031729235081146,1315.9826575063698,reduc-number-latch
156,24452.045244690667,0.05354959548203207,1309.3971315615313,state-assign
23,38930.929824561405,0.031321452488402166,1219.373268829319,exampl
148,25053.06440443213,0.0461930396337384,1157.2771969805342,level
8,44266.39592223803,0.024856899917224094,1100.3253731352875,comput
17,40588.972972972966,0.026309395266545944,1067.8713334090962,transform
41,35715.60728744939,0.029262781638432055,1045.138017136624,choos
39,35871.246963562764,0.026584958425070058,953.6356091817366,produc
138,25639.780240073866,0.03615160264439609,926.919147128789,control
123,26478.013311788243,0.033605951408459955,889.8188287485116,design
75,30878.479532163747,0.027772143806088098,857.5615740805995,industri
48,34548.37320574163,0.024784008388931997,856.247171355054,minim
35,36455.62162162162,0.023136617311884235,843.459766326312,remov-latch
9,44221.30604288498,0.018627276805413477,823.7225083577222,condit
267,19568.852570021547,0.042047764227642274,822.8264990697576,effici
106,28140.318840579712,0.026480919943274443,745.1815303956089,nite
24,38860.52631578948,0.018706965776092425,726.9625358304129,graph
38,35890.1356092935,0.01912210787906806,686.2950449152925,combin-logic
124,26330.00757575758,0.025965274042197117,683.6658622376717,state-machin
25,38608.59117490697,0.01770667672849204,683.6298428765883,appli
535,12270.449561403513,0.05555555555555555,681.6916423001951,translat
14,41674.77241715399,0.015884573062846945,661.9859673378012,logic-optim
213,21385.929824561397,0.03075693720297499,657.7657006412649,demonstr
266,19568.852570021547,0.03263386308809446,638.6072555611886,specif
257,19801.065908013283,0.03182188645936144,630.1072710991313,logic-size
132,25824.46666666667,0.024364799356541837,629.2079488230362,state-encod
110,27967.143736534315,0.02246828837253419,628.3738504285664,circuit
72,31398.04196301565,0.019765223124637524,620.5893050757363,determin
147,25209.92595459236,0.02415397133206509,608.9198287907075,minimum-latch
28,38202.159356725155,0.01573522905812284,601.119727992981,heurist
165,24170.400584795316,0.023637385684336452,571.3250807677182,logic-synthesi
534,12270.449561403513,0.045454545454545456,557.7477073365234,lightli
91,28774.824561403504,0.019269530418779518,554.4773571810089,subsequ-logic
116,26877.578947368424,0.02057366965219318,552.9704303139001,target
288,18497.596153846152,0.029025327265091785,536.8987819828877,statement
86,29755.2037037037,0.017826090325148352,530.4189488654109,step
237,20565.484892787525,0.024390243902439025,501.59719250701283,introduct
53,34146.71052631579,0.014190753207315797,484.5675419205998,start
87,29484.88541666667,0.01642661332779888,484.3368117540396,size-combin-logic
93,28752.470526315785,0.016750254184600834,481.6111897510331,explicit-state-transit
390,17313.170278637772,0.027777777777777776,480.921396628827,efficaci
11,43370.526315789466,0.011015802196504861,477.7611390530455,time
33,36870.28622482131,0.012667137602329086,467.0409890470702,symbol
42,35693.642930856564,0.012970908157674585,462.9789642689712,success
99,28317.035087719298,0.016185813231838955,458.33424120925497,latchlog-tradeoo
81,30070.330725462303,0.015043725796303222,452.3698100380066,singl-latch-remov
198,22432.88242536165,0.01942937468846395,435.8568779846094,approach
37,36013.980085348514,0.011940502487131672,430.02501878061446,cost
212,21504.228531855955,0.019698734171280777,423.60608140750196,exploit
21,39123.86666666667,0.010819975385576767,423.3192743219207,note
101,28270.470760233915,0.014375301885783705,406.3965516315837,perform
56,33096.614684860295,0.012196369381945177,403.65853798846723,travers
67,32001.473684210527,0.012578824647782809,402.5409259443203,section
51,34384.265432098764,0.01149555337117154,395.26615840322,redund-latch
15,41538.059542796385,0.009463806165948883,393.1081440226683,case
16,41533.747493734336,0.00942921317922011,391.63055925032,esterel
50,34481.75438596492,0.011136658794122357,384.0115332192234,remain
135,25740.395074224023,0.014722848579868565,378.97193906379493,speci-cation
144,25348.059941520467,0.014927755143137518,378.3896321605903,primarili
92,28771.732943469786,0.013149585381857868,378.33635892416874,work
32,37056.426809210534,0.01013581703036538,375.5971619372844,import
45,34883.10016977929,0.01074961489015839,374.9798929999461,complet
46,34628.266499582285,0.01076325061244348,372.71271060948504,dioeerent
43,35416.837092731825,0.01034163065078623,366.2678480320981,choic
27,38287.95969653864,0.00953059034825786,364.9068591383171,figur
164,24259.881578947367,0.014854293337276897,360.3633973012844,program
58,32819.01260964912,0.010949858399904512,359.36354090033853,expens
94,28678.92180451128,0.012158361215572103,348.68869057239505,cation
65,32090.939144736847,0.010837986440409854,347.80116331067575,iter
36,36441.14035087719,0.009421927727765648,343.3457907033294,dioecult
157,24400.89689135118,0.013998409307350638,341.57374215159365,variabl
18,39952.78708133971,0.008173477992050255,326.55322593039983,exact
205,21889.594385964912,0.014670909548774065,321.1402592958438,current
140,25555.21929824561,0.012513859222514979,319.7944166987436,small
269,19535.225614035087,0.016240533675189326,317.2624894371579,begin
289,18497.596153846152,0.016871363930187462,312.0796765451743,delay
233,20672.996842105258,0.014934847178307942,308.74804855448474,process
34,36838.51821862348,0.008344221058489155,307.3887394833745,point
169,24063.126705653016,0.012443999433164396,299.44153508530917,result-logic
145,25341.145614035093,0.011738358852833348,297.4634609594478,technolog
139,25585.816842105265,0.01133136181301789,289.9221479195016,fpga
19,39910.167140825026,0.007141438889322475,285.0160196988478,circuit-gener-high
90,28903.728557504877,0.009858076481199634,284.93516671171705,goal
168,24080.767159125884,0.01182599653574499,284.7790690019044,regist
102,28262.98635477583,0.00975653844569204,275.7489129604399,extract
52,34296.0625,0.007999657129819315,274.35674090285386,improv
270,19533.303443794674,0.013975424022152993,272.98619818041186,assign
73,31045.023026315797,0.00875889657512576,271.9201458598978,reduc
64,32192.93944538766,0.008423634402012315,271.18155221406676,reachabl-state-set
69,31916.913875598086,0.00839844408206434,268.05241645627393,minimum
103,28225.40540540541,0.009167324588033597,258.7514529801894,requir
13,41781.8038277512,0.006099949044252029,254.8668743262167,strategi
20,39639.526315789466,0.006302748596298794,249.83796884479116,size
77,30691.272681704264,0.008137380426695736,249.74656159048183,term
49,34507.63679468943,0.007032557035534364,242.67692392015763,addit
114,27037.480701754386,0.00895968034904231,242.24718453111947,natur
59,32715.42300194931,0.007396753103796016,241.98790663166815,control-size
29,37957.262061403504,0.0063508324766935725,241.0602126259302,reason
60,32683.546704599335,0.007360457150047498,240.5658450307795,select
210,21550.96075715605,0.011002754776547708,237.1199364099909,retim
456,14368.126315789475,0.01639344262295082,235.54305435720454,background
393,17029.225708502032,0.013599788447735257,231.59386706436217,sophist
55,33201.38888888888,0.0069393829259149185,230.3971511722168,obtain
40,35750.355855855865,0.0064280821805255085,229.80622542447284,inria-latch-optim
141,25493.057710064637,0.008661664762947684,220.81231966705863,veri-cation
30,37930.13063063064,0.005806554636201375,220.24337586501213,base
155,24516.55555555556,0.00890384374892682,218.29157992855045,decod
109,28113.55263157895,0.007568150044210235,212.767584591591,eoecient
104,28171.904761904767,0.007535249586016422,212.28233369443697,simpli
111,27964.973684210527,0.007572515200161082,211.76518829578887,replac
455,14368.126315789475,0.014705882352941176,211.29597523219817,higher
130,25889.545321637423,0.008078614474528276,209.15165557433588,easili
57,33040.73888888889,0.0063110944347495816,208.52322332168075,found
133,25811.778752436647,0.008001887056240865,206.5429382976758,redund-regist
211,21544.665317139003,0.009531243745246387,205.3474565474079,wors
54,33916.230263157886,0.0059024293149821105,200.18815175894653,number
120,26642.103366524418,0.007347145067010052,195.7433983241318,impli
286,18619.30747922437,0.01033299968016361,192.39329822769335,berri
473,13755.111578947368,0.013888888888888888,191.04321637426898,date
127,25975.398199445983,0.007335720664774697,190.54826534742733,experi
105,28152.4893314367,0.006688531376474674,188.2988082191829,merg
79,30600.043859649122,0.0061199711616003035,187.2713859647571,amount
430,15457.281798245613,0.012068623453029614,186.54811363039477,hot-encod
161,24288.21929824561,0.007477837989561145,181.62336896721317,increment
171,23953.00309597523,0.007519352757767982,180.11107988654635,huge
63,32430.27138157895,0.00543808381439105,176.35853389647377,observ
121,26635.60651629072,0.006585308306707416,175.40368084591947,directli
85,29840.11996904025,0.005844519358236147,174.40115881114474,liter
177,23681.841797476143,0.006941202285660137,164.38045441328316,structur
158,24397.534376481748,0.006733740336148683,164.28666133348926,oper
97,28345.277290448346,0.005780741847787006,163.85673062002144,compar
474,13755.111578947368,0.011904761904761904,163.751328320802,dbsv
487,13387.456521739128,0.01220697600273344,163.42036049850682,constant
439,14948.320531057376,0.010782160774971223,161.17519528166383,code
