,Old_WScore,Position_Weight,SCScore,Words
561,23522.526837324527,1.0,23522.526837324527,cross-languag-queri
8,71089.77360308284,0.29561633300724616,21015.298186858672,translat-resourc
76,51876.04641532223,0.37540739875785595,19474.651642617915,degrad
384,35094.71098265897,0.5019197620436019,17614.728985405174,expans-techniqu
0,81766.48901734104,0.1716367965338305,14034.13823875505,perform
13,69548.0148390993,0.14363223168846342,9989.336580842202,resourc
18,66571.43566688076,0.14638417220667582,9745.004502706313,import
129,46195.56607534383,0.20527932082670314,9482.99442915167,qualiti-translat-resourc
75,51939.6668782786,0.1479827275117048,7686.173570697021,translat
115,47273.74092017776,0.15811964274197282,7474.90702537509,cross-languag-inform
15,68940.57803468207,0.10637421643427895,7333.499968965568,retriev-system
16,68852.2530300205,0.08568805370011907,5899.815555010582,investig
393,34202.15501839201,0.16666666666666666,5700.359169732002,arguabl
19,65735.86844727925,0.07996963734348389,5256.873560187887,explor
6,71972.13081837543,0.0617588112490293,4444.913242402493,examin
95,49201.236526445915,0.0896225174914028,4409.538681190045,effect
415,32089.10326511483,0.1254430660168365,4025.3554993068833,factor
21,65588.37546372185,0.058103806338616074,3810.9342660085326,queri
91,49760.945404123086,0.07285492304024167,3625.329847827055,retriev
135,45792.169601389964,0.0757482897016048,3468.6785290311077,techniqu
85,50341.650897474894,0.06674920365233258,3360.265107950183,error
4,75088.25150406982,0.04271583567712572,3207.4574125305344,collect
475,28513.142683297843,0.11223723723723723,3200.236359724495,affect
111,47650.494694159264,0.06691705993943611,3188.631009592838,result
250,38857.459537572264,0.0708263144318517,2752.1306472310475,queri-expans-techniqu
107,48087.998663503626,0.05569667438965365,2678.3416036112612,languag
81,50618.61425373384,0.051831408610366544,2623.634078675803,expans
3,76096.70583061068,0.033500517165186317,2549.278999892507,term
74,52147.55415272284,0.048196983568707226,2513.354810647053,paper
48,57563.48524490417,0.04308280223695209,2479.9962508759163,present
164,43353.54539075813,0.05683387538328335,2463.949996161866,studi
109,47907.826389120906,0.05118621927626713,2452.2205066028796,document
146,44479.47165904581,0.05347852076049601,2378.6963485341753,pre-translat-expans
61,54034.40772089182,0.043510624064143744,2351.07080087239,bilingu-wordlist
52,56031.83887283237,0.039032343190435935,2187.0539644756022,prior
165,43308.49076146881,0.04924977421117411,2132.9333914290587,qualiti
17,66720.52758801891,0.030907147064465533,2062.1411583816302,trec
1,78479.40506891951,0.02582981790869751,2027.1087425131034,method
55,55604.936271676306,0.035833812924116644,1992.5368840166768,queri-translat
151,44282.663002439105,0.04416987346648073,1955.9596215765428,corpora
456,29214.85693641618,0.0625,1825.9285585260113,combat
142,45101.162083597854,0.039290215926402826,1772.0343967962517,system
5,72829.42833852083,0.023100269033815617,1682.379388198826,evalu
454,29214.85693641618,0.05555555555555555,1623.0476075786767,induc
84,50373.44343517754,0.03220507918402494,1622.280734601894,translingu
158,43920.11012730128,0.036535475175444865,1604.6420932588205,parallel
11,70527.55287317239,0.021539504896338275,1519.1285704384534,attempt
28,62290.37446594623,0.023826470125950714,1484.159746347151,problem
44,58288.215425761366,0.02541784163588524,1481.5606289303655,english
49,56819.90905587669,0.02559035656135471,1454.041732523632,suggest
122,46622.04727806056,0.031036566333183985,1446.9882629343665,report
41,58991.080620626715,0.022886544825299594,1350.1020109168355,appear
119,46870.13545390758,0.02742836343996238,1285.5711097100432,relev-feedback
140,45174.389020682276,0.02742753739670327,1239.0222442379848,measur
150,44289.94599939153,0.02707481296969338,1199.1420043713454,resourc-qualiti
108,47976.72654513117,0.024707347754807474,1185.3776668878588,post-translat-expans
136,45750.956647398845,0.02578786703837779,1179.819586901708,pre-translat-queri
117,47079.48685221691,0.02488308918664686,1171.4830702052816,improv
455,29214.85693641618,0.04,1168.5942774566472,vari
163,43416.21530956597,0.026809338976295952,1163.960033302004,inform
10,70909.17919075144,0.015959908738026028,1131.7040285727273,obtain
236,39486.93641618497,0.027429485384891015,1083.1063453218665,degre
7,71261.15950144509,0.015181494826868447,1081.8509243278359,align
68,52840.19141840818,0.019252330144236687,1017.2968100718565,gain
133,45866.58629232039,0.02217146938852234,1016.9296139361999,instanc
9,71083.21772639692,0.014110164244021353,1002.9958771129907,sourc
113,47411.71162491971,0.021149607590349357,1002.7390960538568,uncompromis-resourc
404,32908.346820809245,0.030303030303030304,997.2226309336136,deliber
114,47344.594072638574,0.0199558218442917,944.8002846038843,clef
409,32613.497023552758,0.027760268865407806,905.3594460150018,resourc-degrad
2,77751.24501212008,0.011571298322983209,899.6828510186017,number
160,43719.20323699422,0.019608876706552106,857.2844659829133,efficaci
183,42175.330813694985,0.020281797317808967,855.3915113749049,demonstr
156,44040.52023121388,0.01911935571153448,842.026372021609,typic
33,60212.74132947977,0.013704486347126527,825.1846914729167,work
112,47496.18430285008,0.017319935432338954,822.6308454078344,dictionari
22,65356.71056977705,0.012586615465304759,822.6197840190029,produc
159,43719.20323699422,0.017677466998984585,772.8447724438653,literatur
31,60602.17429968876,0.012694495069305289,769.3140028365787,track
225,39976.73781282368,0.01902999906029471,760.7572830116826,confer
412,32464.821387283242,0.0232089682956735,753.4750103021597,tremend
200,41141.795917003576,0.017323248463673214,712.7095529119891,linguist
199,41157.80016515277,0.01623428755830252,668.1675631482409,difficult
25,63632.196531791924,0.010328218583276856,657.2072347143784,target-languag
20,65668.70719553517,0.009983992966069664,655.6359107311115,search
224,40009.0421139554,0.016279705735326125,651.3354323674643,particip
47,57800.97591522157,0.011259623940432175,650.8172521953724,yield
154,44204.67773731164,0.014530856669788579,642.3318363350696,multilingu
80,50796.25986428751,0.012335545893770046,626.599594787788,common
188,41717.57018992568,0.0148070831125395,617.7155290554299,wide
202,41071.14504326907,0.014880020527610888,611.1394813363279,exploit
79,50830.643889347644,0.011976615688894934,608.7790870817923,equival
24,64224.66281310213,0.009422239989226335,605.1401862521884,benefit
178,42685.394782065305,0.014170642691657421,604.8794776089856,limit
124,46481.947676166936,0.01283585406318738,596.6354969439906,word
130,46184.39881051822,0.012762188944826846,589.4140239230697,form
400,33274.183526011555,0.017645245800585605,587.1311471302702,prefer
149,44394.59580709171,0.012963304707315989,575.5006728054626,monolingu
