,Old_WScore,Position_Weight,SCScore,Words
35,42070.60078387457,0.510989344008076,21497.628696577718,type
44,39390.714350384784,0.4289229205285741,16895.580240873856,paramet
42,39521.40538705296,0.37410614415484555,14785.200580930925,method
29,42779.591825307936,0.22182902518819322,9489.75515255686,paper
52,38333.2469443187,0.1769490669110191,6783.032278466869,problem
14,45434.5778997941,0.13597170438892414,6177.81699522635,levenberg-marquardt-sequenti
179,29055.144635581713,0.16734495218886358,4862.231789881938,numer-approxim
49,38978.16274332277,0.1173453613849098,4573.906593235038,discret
62,37556.547014413176,0.12120665786910205,4552.103544720824,quadrat-program-method
64,37538.860735009664,0.10441123630567524,3919.4788588489278,present
0,60450.061355764476,0.06334043011344154,3828.9328866580527,numer
16,45256.993920972636,0.08061178996796885,3648.247288539089,lead
98,34836.20031688547,0.0910909482711006,3173.262521027113,system
3,54567.434210526306,0.05702038501970892,3111.456108221846,approach
45,39271.778368794316,0.07061437860614189,2773.1522262705353,approxim
225,26034.80398370304,0.10371585800654841,2700.2220332020656,karush-kuhn-tucker
86,35690.45540968764,0.07091122282268689,2530.8538361995306,converg
119,33531.10808510639,0.07014301437486187,2351.9729964186645,analyz
5,51747.60470324747,0.03954110827796734,2046.1576406965603,addit
577,12018.018617021276,0.16666666666666666,2003.0031028368794,deal
115,33831.28239845261,0.056182224119930506,1900.7166899745246,shown
81,36369.86238116795,0.04945304694029579,1798.6005115479968,solut
6,51569.894914374665,0.03407051361911549,1757.0128070165567,respect
194,27954.75744680851,0.06067246262941137,1696.0839765057485,galerkin-type
7,50674.17497200448,0.031048254060809636,1573.3446588527163,oper
12,46219.81423895253,0.033739834910884864,1559.4489020340238,equat
94,35013.17801418439,0.04444377847136695,1556.1179272409468,standard
1,56912.56301145662,0.026502752748667487,1508.3395857855935,investig
573,12018.018617021276,0.125,1502.2523271276596,levenberg-marquardt-sqp
66,37499.958578542326,0.036451137702591875,1366.9161539879378,result
56,38152.63430851064,0.03556661347567658,1356.959997529635,elimin
122,33462.34766862834,0.03919073511224985,1311.4140037152247,discuss
132,32434.700797872334,0.04005522610960901,1299.179274256292,underli-state-equat
319,21209.667949298328,0.05927200367463213,1257.1395166285379,invers-problem
2,56532.56737588652,0.02134310706758168,1206.580638308821,lmsqp-method
233,25693.338162064283,0.04681019466706151,1202.7101610128695,aris
9,50141.16349384098,0.023921823091248202,1199.4680426890166,observ
102,34535.799004074244,0.032782941188114104,1132.1850676350955,applic
36,41465.865439908,0.026666577488927843,1105.7527138987616,state-equat
107,34221.432033096935,0.03224071542115234,1103.323451483385,version
27,43640.35050391937,0.024754091802311425,1080.2772426590677,measur
33,42286.47127659575,0.024082407353098995,1018.360026808099,order
574,12018.018617021276,0.08333333333333333,1001.5015514184397,identif
71,37076.5625,0.026290166560714524,974.749003623742,conclud
11,47095.28275475923,0.020499787417689153,965.4432848485262,ellipt
41,39615.818181818184,0.023378819389273567,926.1710582310272,speed
17,45211.71373307544,0.019867426533984968,898.2404010674356,comput
34,42221.67021276595,0.020766039219310098,876.7768595430747,show
19,44992.902482269514,0.01872501150231401,842.4926165029892,iter
249,25075.781914893618,0.03308941719054416,829.7430091610172,iter-regular-method
15,45398.5355543113,0.017644455543509206,801.0324423284677,depend
131,32561.98098687189,0.02451691579645606,798.3193460209413,solv
58,37855.498320268765,0.020899682485391907,791.1678952199038,partial-dierenti-equat
78,36675.62010078387,0.02111624898900268,774.4515258742236,assum
202,27239.98483476686,0.027650564448014656,753.2009562366629,iter-method
576,12018.018617021276,0.0625,751.1261635638298,burger
55,38201.649678377034,0.01942923783029114,742.2289371106524,posed
22,44343.2390070922,0.016651654498503747,738.3882952906736,space
4,51929.880952380954,0.014006364120911476,727.3488213746328,optim
601,11394.430851063831,0.06380952380952382,727.0732066869302,indefinit
575,12018.018617021276,0.058823529411764705,706.9422715894868,mhlhuber
67,37425.74638297872,0.018304047600483875,685.0426432776798,relat
31,42704.05886524823,0.015886649678335352,678.4244230352098,assumpt
254,24946.734042553187,0.026926838388632406,671.736675888024,consider
93,35057.49173834314,0.018835784753003217,660.3353683636199,estim
288,22545.659574468085,0.02907576432808564,655.5322844084816,levenberg-marquardt-method
37,41308.10047281324,0.015512221770577522,640.7804154555771,idea
311,21391.72712765957,0.029249749185999773,625.7026531393898,discuss-numer
10,49920.12104018912,0.012517826773567761,624.8914276966227,case
170,29532.21542553192,0.021141657399905974,624.3599807868143,procedur
20,44792.225066489365,0.013919065617358516,623.4659198479565,constraint
8,50383.865721040194,0.012039612522532583,606.6022206686357,state
169,29709.942847442282,0.020363098202551343,604.9864837946551,gener
43,39490.81914893616,0.015134019644753402,597.6548327874037,high
24,44098.428571428565,0.01348803313416515,594.8010657360436,form
80,36456.48556231002,0.016315136436865253,594.7925359576963,sequenti-quadrat-program
229,25842.066772295155,0.023008639149958522,594.5907892528726,pose
30,42739.18085106384,0.013727981730918189,586.7226939178129,ident-problem
128,33054.396276595755,0.017626871330556376,582.6455900767752,section
101,34541.96941489362,0.01671789848322615,577.469138088894,quadrat-program-problem
220,26389.664513677813,0.021383471080635152,564.3026279558933,regular-method
84,36001.624571036366,0.015475222525675502,557.1331515226146,reconstruct
136,32065.94624860022,0.01728586112555347,554.2874937127657,setup
89,35374.349999999984,0.015534130629672833,549.5097738397669,data
73,36892.94117647059,0.014018664018800302,517.1897470183043,theorem
51,38345.14627659574,0.013404455749457374,513.9958164710978,matrix
63,37551.90283687943,0.013684247096811873,513.8695173753289,nois
392,18304.27194148936,0.02777276914678826,508.3603190310178,system-precondit
108,34148.61930091185,0.014868246877558859,507.7301022937288,refer
105,34387.459574468085,0.014495817808632079,498.47434889319015,condit
96,34973.423463356965,0.01359695723445789,475.53214317385084,paramet-ident-problem
21,44417.4645390071,0.010615411225592222,471.50965167972043,obtain
112,33898.322872340425,0.013804066722537872,467.93471071191885,number
54,38246.41586073502,0.0121835210788703,465.9760138305045,innit-dimension
339,20375.31773049645,0.0226691881412951,461.8919110712899,stabl
28,43161.95035460993,0.010238228254216403,441.9018996276531,ident
75,36855.21564117308,0.011827352008381944,435.8996087329781,part
23,44103.14420803783,0.009851477998354896,434.4811548237579,deriv
256,24821.75088652482,0.01744420674080774,432.99575413336675,base
68,37320.38723404255,0.011575839755535106,432.0148222357946,mention
100,34610.59858156028,0.012472141780834287,431.66829262876195,properti
