,Old_WScore,Position_Weight,SCScore,Words
81,25678.22116411534,1.047995708141199,26910.665572693382,proof
125,22663.459594161624,0.5421684328941828,12287.41237212724,rewrit
74,26420.220096119614,0.44048984506414807,11637.83865670042,observ
43,30522.997304582208,0.36300349650474767,11079.95474536833,concept
4,41788.92815674892,0.1348036301001628,5633.29921352466,order
53,28916.4679245283,0.15672853008760054,4532.0355131365695,hennick
42,30532.08795782464,0.13444460072295725,4104.874374727945,context-induct
198,19181.948024207904,0.15248056817612532,2924.874333456126,softwar
367,13968.015723270442,0.2,2793.6031446540887,contribut
17,35600.649056603776,0.07577168001411964,2697.5209886119515,propos
176,20145.177198291207,0.1270006100816577,2558.449794386083,correct
7,39805.68710691824,0.06397333211865326,2546.5024415020744,specic
366,13968.015723270442,0.16666666666666666,2328.0026205450736,understand
159,20558.758909853248,0.11235282122811548,2309.8345644706683,prove-observ-properti
2,45580.56469002696,0.05062851195202222,2307.6761641889516,term
5,41302.252439817814,0.05417172265109487,2237.414164035317,appli
27,33759.822877358485,0.06523952544576347,2202.4748236518967,reason
105,23697.59104663581,0.08533054846060428,2022.1284412045393,method
100,24038.666832174782,0.08093451667621909,1945.5578816027246,develop
98,24249.311854752585,0.07993730451403448,1938.4246259891436,comput
9,39090.224618149135,0.046643386919338316,1823.300471628174,gener
158,20575.3620505518,0.08373063051638878,1722.7880375956802,formal
117,23001.38679245283,0.06969309462915602,1603.0378263282346,aspect
31,33228.495926243566,0.048169925392144756,1600.6141696603386,condit
40,31404.036792452836,0.05059068674811273,1588.7517879931881,framework
47,29526.343314191963,0.05305430387619661,1566.4995905440467,refut
77,26187.040431266847,0.05580981247843175,1461.4938158341133,proof-system
131,22455.42853328587,0.0637281544416127,1431.0430176218385,implement
0,46233.455345911934,0.03036265761024395,1403.7705748064268,context
54,28812.126072041166,0.04509688815633558,1299.3372270170807,implicit-induct
21,34468.85464709993,0.03717251396550001,1281.293980744112,conjectur
30,33347.3798195242,0.03792276226396786,1264.6247570220555,obtain
173,20189.36037735849,0.06153426153426154,1242.3373816698345,paper
39,32010.76729559748,0.03836902714924285,1228.2219994328748,techniqu
8,39125.38113207547,0.029086831421540508,1138.0333652922009,result
11,38076.106676342526,0.026880567363084792,1023.5073504374279,equat
48,29476.323450134765,0.033692377647668297,993.1274213467614,experi
41,30828.547990155865,0.03220604600769459,992.8656349213803,view
20,34633.528301886785,0.026919581609448056,932.3200915457703,sort
1,46076.820417789764,0.019611004538239652,903.6127343209286,prove
205,18906.243147027413,0.04645393500273162,878.2693902978516,rusinowitch
110,23469.21593291404,0.036649769101995404,860.1413449461712,fals
37,32153.30468204052,0.02644000369842351,850.1334947096893,automat
103,23909.703631185468,0.03487211209312956,833.7818651402066,approach
24,34202.710943396225,0.023718413130202176,811.2340283283587,proof-techniqu
12,37602.003651856365,0.021508222029652906,808.7522433039461,instanc
25,33967.967767295595,0.023283348548668162,790.8880330158688,posit
91,24652.720808116766,0.031962256709450326,787.9565910554358,induct
22,34303.5,0.022553245948380107,773.655272390257,valid
16,36136.255390835584,0.02115916272106736,764.6129079447377,idea
175,20148.421146315413,0.03759218106992726,757.4230960054404,autom
149,21015.404236383056,0.035620380843923403,748.5767024889658,abstract
67,26942.72237196765,0.0271269250592419,730.8732106763266,spike
126,22574.04938956715,0.0318114496139522,718.1132347390839,refut-complet
135,22048.7597009612,0.031753878220439034,700.1336304560457,semant
186,19554.974842767293,0.03529137529137529,690.121955989503,interest
13,37192.5,0.01845157926554768,686.2603618338821,dene
29,33622.86915504512,0.020347432105736904,684.1390473323561,denot
96,24380.96495956873,0.027237651827538838,664.0802347881576,comput-experi
44,30495.51200686107,0.02176668373183787,663.7861650938092,distinguish
34,32448.975326560234,0.02009426400175782,652.038276798427,describ
6,40877.12981132075,0.015806260138720413,646.114547521979,exist
92,24639.247597009613,0.02585152393967395,636.9620991096479,claus
155,20696.819407008083,0.029243931211685767,605.2563630392274,prover
402,12487.43560295324,0.0478740157480315,597.8236887083126,bouhoula
206,18841.290850836598,0.0315920285408321,595.2345983057486,specif
115,23107.491990032042,0.025579326933900432,591.0740922355151,object
119,22920.85742257031,0.025704146758160025,589.1610830126087,relat
147,21170.20194019224,0.026960788965118082,570.7653468584564,oper
3,42837.10631349783,0.012934058558309813,554.057641527324,theorem
133,22294.379494482026,0.024849872014231417,554.0124770745837,behaviour
33,33147.51257861635,0.01615141880802004,535.3793581013449,variabl
62,27831.802383316783,0.01917627587183088,533.7103205127628,work
78,26186.81603773585,0.0201365838672617,527.3130173604217,principl
18,34935.41364296081,0.015043970264355564,525.5673240176641,substitut
210,18708.706260720413,0.026533964418663767,496.4161462411875,assumpt
36,32161.92632524708,0.015285161168515684,491.600227371329,equal
10,38633.014675052415,0.012333110376120136,476.46523414969045,procedur
283,16454.022012578618,0.02643014711980229,434.8822225049183,report
51,29215.660377358487,0.013691682252701579,400.01153868963587,studi
14,36978.671797418065,0.010641669105529923,393.5147892301145,reduc
129,22473.419544321816,0.01707198741528292,383.66593563903524,system
167,20343.426989335523,0.018651616701279183,379.43780259554416,famili
89,24889.707957342085,0.015113431423913377,376.1688943745207,clausal-context
116,23038.149163403345,0.016304860140827694,375.6338000128181,algebra
97,24252.14444642221,0.014997443917352056,363.72017621073826,properti
71,26838.96226415094,0.01333252837076224,357.8312258286096,recent
121,22829.647739409043,0.015595139686290725,356.03154548489533,extend
212,18546.34389462442,0.01868869695889733,346.6070007421315,fundament
49,29445.637407711234,0.011601440136761879,341.6117996743581,constructor
95,24434.14996440014,0.013978372335222911,341.54964589705884,rule
114,23167.482847341344,0.014692024513641959,340.3772259125186,stack
45,29680.2210828548,0.011379292990429437,337.7399317225256,simpli
353,14535.726764500349,0.023176687084008517,336.88999075947214,conjectur-observ-valid
69,26936.016981132074,0.01228278971223866,330.84943226453487,infer-system
179,19987.213836477982,0.016421884518152415,328.2277174622595,signatur
507,8816.194444444445,0.037037037037037035,326.5257201646091,journal
80,25727.47765640516,0.012667751471760337,325.90929294660765,subgoal
145,21340.866322534708,0.015034634478277062,320.8521246090821,class
142,21422.641509433965,0.014737857311037857,315.7238337915544,section
76,26287.18867924529,0.011809984292739963,310.45128540217866,call-context
124,22756.282198523375,0.013447749053186289,306.0207723892327,exampl
26,33836.33811320755,0.009027232345647715,305.4484858738198,axiom
35,32285.96505939902,0.009267603393857668,299.21351935845644,disprov
61,27902.30585898709,0.01072063609295927,299.1304672686459,logic
58,28153.37161607875,0.010494868043068581,295.4659200782189,denit
222,18288.490566037734,0.015931547671818282,291.36395929842905,valid-observ
166,20359.040227839087,0.014306466192621348,291.26592073379794,object-orient
94,24619.87421383647,0.011810281379357237,290.76764198979026,simplic
15,36401.03084179972,0.007919892885793941,288.29226519953545,observ-valid
258,17111.54881050041,0.016730173850916887,286.27918645812196,detail
148,21120.14273995078,0.013402605671330815,283.06494486578066,context-call
189,19388.901912638925,0.014492753623188406,280.9985784440424,data
66,26965.32501521607,0.01029991280229902,277.74049634237804,assum
28,33718.369811320765,0.008099538378846688,273.1032303589381,contextu
