,Old_WScore,Position_Weight,SCScore,Words
247,45449.39438488293,1.6247071283466152,73841.95503615592,spars
220,47320.581806446986,0.4092067615935593,19363.90203773927,iter
88,61660.450403540744,0.26159935275460333,16130.333916123578,standard
323,41165.90050667896,0.3799102212976232,15639.346371408343,incomplet
233,46278.504464125646,0.19457072202584771,9004.442027861343,precondition
7,76629.5823737141,0.08293125964478032,6354.987792305566,case
230,46511.561439994264,0.13424677766197762,6244.027247346322,matric
238,45898.33495508981,0.12528506271379702,5750.375773307289,fail
29,70652.44950099803,0.07876903002277542,5565.2249159267385,minim
265,44440.890673742346,0.12217729109882573,5429.6676365369085,gener
45,67679.6948502994,0.07576304877923548,5127.620022307006,paper
278,43721.737387500456,0.11022601053914821,4819.272686064495,indefinit
231,46474.74968625623,0.09189681434361438,4270.881443583839,factor
214,47733.359389006415,0.08429527882815964,4023.6968391010478,matrix
37,69324.94635728543,0.05685149555385283,3941.226879602298,directli
11,75943.01892215571,0.05057820198536963,3841.0613504235394,result
196,50004.70471556887,0.07509157509157509,3754.9320390811786,rise
229,46516.82874968626,0.07749971599784768,3605.041017221201,invers
295,42674.21407185629,0.07824059997973042,3338.8561126454906,give
25,71746.39435414884,0.04359103662712134,3127.499704155594,gamma
64,64768.524379811795,0.0450501308032841,2917.8304952462167,approxim-invers-precondition
3,78580.76930349827,0.03698023723991599,2905.9354913384736,converg
6,76792.34439229651,0.0376638774526829,2892.2974484956767,form
13,74511.17140718563,0.03780419612348596,2816.834937267925,column
56,66539.90898203594,0.03993181240543451,2657.0591629453456,approach
228,46664.82971780988,0.05421504139703864,2529.9356749368217,precondit
241,45681.62357918893,0.05407653709003005,2470.304011812801,problem
33,69773.11699677569,0.03313877309313788,2312.1954921571114,describ
18,73121.59709153122,0.03142157567811077,2297.5957967158724,option
321,41281.871631736525,0.05555555555555555,2293.4373128742513,attract
32,70164.80528597976,0.0321740345181364,2257.484867229432,oper
121,58156.55734684478,0.038247499795937064,2224.342915255848,incomplet-factor
320,41281.871631736525,0.05263157894736842,2172.7300858808694,approxim-invers-matrix
299,42438.692423536166,0.04838118784438795,2053.234350013307,base
178,51644.382663244935,0.03955779959336985,2042.9381395159473,descent-type-method
66,64616.13413173652,0.031063479043367342,2007.2019284646108,previou
36,69368.00575771532,0.0289185009356844,2006.0187394110515,maintain
58,65419.20558882236,0.029457600062631987,1927.0927946506285,natur
275,43865.68181003264,0.04293334689754917,1883.300534047644,method
607,27945.492463349165,0.06703109815354713,1873.2170482599695,unstabl
61,64967.37249638653,0.02800025127027224,1819.1027542681968,limit
209,48229.92215568861,0.037494199188518186,1808.3423081521153,approxim-column
375,38128.164398475776,0.045454545454545456,1733.0983817488989,focus
155,54582.53892215568,0.03122672762149948,1704.4340758120493,spars-vector
269,44177.14374843128,0.038520917314298804,1701.7441015152135,spars-matrix
280,43703.916813080425,0.03758041516258723,1642.4113380667384,larg
21,72808.42854830879,0.021881730232485023,1593.174392145254,show
235,46230.27476782961,0.03430125728646276,1585.7565492351907,algorithm
92,61299.00189095494,0.025730794597220476,1577.272026670791,sparsiti
124,57504.305674365554,0.027073210729043236,1556.8261853494153,determin
54,66627.8780217343,0.023259971048563602,1549.7625138127669,properti
78,62762.11976047904,0.024669686939012996,1548.3218461198592,sparsiti-pattern-approxim
232,46372.90800217745,0.033386974622557714,1548.251102642902,error
23,72505.11159499183,0.02126317112375682,1541.6885951913962,work
193,50334.549637566975,0.03036200698891515,1528.2579478797052,numer-drop-appli
22,72516.84179010401,0.02077603407199778,1506.6123758248734,element
288,43237.15443364767,0.03321837997687138,1436.2682250955775,origin
5,77201.63969204447,0.018104203629939922,1397.6742055500254,fill
2,78814.74550898204,0.017713801522782117,1396.1087590146913,condit
334,40374.05701172506,0.03439791031356794,1388.7831920841975,effici
1,79831.30239520957,0.01738277409794474,1387.6894954806428,step
10,76402.24067993046,0.017271233766837032,1319.560959093225,norm
205,48814.48143712575,0.026473701129431686,1292.2999923546581,compar
260,44665.06278461042,0.02763176330974501,1234.1744430792555,comput
128,57212.212717422306,0.02153138558191684,1231.858212013466,column-orient-algorithm
125,57481.95922440833,0.02115410008892402,1215.979118740583,newton-global
273,43879.25490336692,0.027461263935870072,1204.97980021068,numer
43,68786.13155507168,0.017501033066622255,1203.828362870338,experi
100,60244.08622754491,0.019455796096653707,1172.0966576723376,typic
165,53120.37068719704,0.021703873012011096,1152.9177797458813,theoret
119,58569.09308655418,0.0196103181105657,1148.5585468746617,diagon
392,36993.64833968427,0.030811497617339617,1139.8297076748815,mode
41,68858.2874251497,0.016302123633115555,1122.5363147693965,perturb
0,82820.7826699542,0.01344496681681116,1113.522674739863,residu
73,63431.817595578075,0.0169740458250855,1076.694578635807,limit-approxim
80,62556.7003923188,0.017106937812834195,1070.1535833874982,similar
91,61374.17365269461,0.01730779261982574,1062.251469794011,packag
258,44792.52347935707,0.023219817250071457,1040.0742093602062,discuss
79,62698.460533478494,0.016554248939414647,1037.9259237892675,situat
19,73097.2005988024,0.013945747171980017,1019.3950785304046,number
329,41073.33859227653,0.024759445814961624,1016.9531013150429,analysi
9,76464.52528276778,0.01329019174143642,1016.2282024258967,requir
143,55603.920729968624,0.018163950054926065,1009.9868389972181,present
157,54319.66467065868,0.018368491107910497,997.770277487674,harwel-boe-collect
52,66853.57920522593,0.014373002027035973,960.8866294313224,simpl
102,60153.143712574856,0.01576034159382226,948.0340928524614,eigenvalu
17,73139.43637724551,0.012917216168319041,944.7579101138975,select
215,47654.66605251037,0.01966977200581553,937.3564162661562,part
244,45544.83136720571,0.02055943730051006,936.3761048563698,vector
14,74207.51569588098,0.012465541010022738,925.0368301589104,solv
63,64794.90446379968,0.014093308072265134,913.1745501213161,structur
276,43863.059485818776,0.02077036183087466,911.0516165296349,practic
152,54780.9620758483,0.016436912947019374,900.4299047946882,final
337,40180.36286708021,0.021425598842796253,860.8883361480474,test
253,44858.376047904196,0.01888225501773993,847.0272962182038,initi-guess-precondit
338,40115.16268062677,0.020494671310145356,822.1470736924551,applic
257,44811.201548997815,0.018287128942020496,819.4682207733916,system
749,21222.841317365263,0.03845207124754161,816.062206410599,precondit-matrix
326,41136.78496898419,0.019136674404937694,787.2212600173854,fidap
