Name,IF,IFDenseRank,IFMinRank
algorithm,36080.54214876033,1.0,1.0
perceptron,27330.567272727276,2.0,2.0
gener,25862.615206611565,3.0,3.0
weak-learn-algorithm,25848.322314049587,4.0,4.0
vector,25840.095104895103,5.0,5.0
simpl,25144.73484848485,6.0,6.0
theorem,25114.84429752066,7.0,7.0
note,24874.44055944056,8.0,8.0
analysi,24850.8211143695,9.0,9.0
boost,24665.899999999998,10.0,10.0
paper,24404.895454545454,11.0,11.0
natur,24338.458181818183,12.0,12.0
hypothesi,24131.19338842975,13.0,13.0
sampl-complex-bound,23860.909090909092,14.0,14.0
learn-algorithm,23459.09950413223,15.0,15.0
learn,23211.692307692305,16.0,16.0
strong-learn-algorithm,23031.198347107438,17.0,17.0
onlin-norm-algorithm,23021.75983086681,18.0,18.0
jackson-craven,22518.097178683383,19.0,19.0
take,22449.581144781143,20.0,20.0
yield,22197.121212121212,21.0,21.0
result,22187.768595041325,22.0,22.0
threshold,22101.672077922078,23.0,23.0
case-algorithm,21961.12852664577,24.0,24.0
bound,21845.389752066116,25.0,25.0
shown,21353.888484848485,26.0,26.0
obtain,21287.411570247932,27.0,27.0
show,21074.436363636363,28.0,28.0
linear-threshold-function,20713.576859504134,29.0,29.0
make,20594.664876033057,30.0,30.0
distribut,20186.730578512397,31.0,31.0
weak,20089.009586776858,32.0,32.0
onlin,19934.802959830864,33.0,33.0
similar,19872.043636363636,34.0,34.0
section,19729.737520661158,35.0,35.0
function,19639.388429752067,36.0,36.0
output,19387.019421487603,37.0,37.0
exampl,19238.6673553719,38.0,38.0
figur,19210.847107438018,39.0,39.0
sampl,19029.980165289253,40.0,40.0
variabl,18931.315636363634,41.0,41.0
sequenc,18816.84633431085,42.0,42.0
pac-model-algorithm,18775.549407114624,43.0,43.0
sequenc-label-exampl,18575.45256198347,44.0,44.0
relationship,18371.11473354232,45.0,45.0
adaboost,18356.09851239669,46.0,46.0
perceptron-algorithm,18323.312987012985,47.0,47.0
classifi,18316.239669421488,48.0,48.0
hypothes,18181.374876033056,49.0,49.0
number,18097.76083916084,50.0,50.0
suppos,17939.04985337243,51.0,51.0
label,17915.037762237764,52.0,52.0
hold,17750.550470219434,53.0,53.0
advanc,17598.493706293706,54.0,54.0
onlin-algorithm,17590.236363636363,55.0,55.0
satisfi,17548.883720930233,56.0,56.0
describ,17548.522144522143,57.0,57.0
