Name,IF,IFDenseRank,IFMinRank
program,37113.77350427351,1.0,1.0
block,31185.795138888887,2.0,2.0
point,30065.799074074075,3.0,3.0
execut,29783.23868312757,4.0,4.0
repres,29606.826666666664,5.0,5.0
process,29428.10802469136,6.0,6.0
trajectori,29024.13333333333,7.0,7.0
graph,27617.452991452996,8.0,8.0
algorithm,27264.092592592588,9.0,9.0
time,26583.043010752688,10.0,10.0
transit,23868.49666666667,11.0,11.0
oper,22966.846153846156,12.0,12.0
time-progress-graph,22885.125,13.0,13.0
comput,22845.46502057613,14.0,14.0
perform,22799.993333333336,15.0,15.0
buffer,22486.8961352657,16.0,16.0
denot,22079.74074074074,17.0,17.0
solut,21550.9375,18.0,18.0
termin,21354.355555555558,19.0,19.0
vertex,20913.51111111111,20.0,20.0
finit,20492.57222222222,21.0,21.0
start,20454.652777777777,22.0,22.0
figur,20440.03888888889,23.0,23.0
synchron,20429.86882716049,24.0,24.0
state,20381.72222222222,25.0,25.0
represent,20210.0,26.0,26.0
problem,20199.726080246914,27.0,27.0
formal,20116.149758454107,28.0,28.0
method,19588.3125,29.0,29.0
consist,19473.94444444445,30.0,30.0
line,19447.296296296296,31.0,31.0
vertic,19370.888888888887,32.0,32.0
final,19167.361111111113,33.0,33.0
initi,19041.24614197531,34.0,34.0
process-block,18952.14814814815,35.0,35.0
deadlock,18881.554487179492,36.0,36.0
plane,18837.76570048309,37.0,37.0
semaphor,18787.903846153848,38.0,38.0
path,18676.962962962964,39.0,39.0
output,18473.149999999998,40.0,40.0
number,18399.09677419355,41.0,41.0
determinist,18289.333333333332,42.0,42.0
produc,17915.024154589373,43.0,43.0
system,17884.510683760684,44.0,44.0
sequenc,17731.671810699587,45.0,45.0
send,17711.39492753623,46.0,46.0
reach,17583.267195767192,47.0,47.0
consum,17489.07004830918,48.0,48.0
class,17301.89236111111,49.0,49.0
receiv,17270.037037037036,50.0,50.0
requir,17199.094444444443,51.0,51.0
correspond,17016.592592592595,52.0,52.0
period,16991.407407407405,53.0,53.0
find,16910.228395061727,54.0,54.0
analyz,16657.905797101448,55.0,55.0
final-point,16633.555555555555,56.0,56.0
equival,16534.527777777777,57.0,57.0
visual,16299.31182795699,58.0,58.0
line-segment,16298.173611111111,59.0,59.0
execut-time,16105.256272401435,60.0,60.0
definit,16096.833333333332,61.0,61.0
length,16096.166666666668,62.0,62.0
analysi,16082.45,63.0,63.0
share,15937.217592592591,64.0,64.0
preced,15732.447089947089,65.0,65.0
mutual-exclus,15587.970679012345,66.0,66.0
illustr,15571.999999999998,67.0,67.0
concurr,15507.375,68.0,68.0
diagon-ray,15500.550000000001,69.0,69.0
defin,15425.292181069959,70.0,70.0
call,15349.36956521739,71.0,71.0
solv,15211.940586419754,72.0,72.0
tet-root,15183.437499999998,73.0,73.0
assumpt,15165.456093189965,74.0,74.0
recal,15032.113636363638,75.0,75.0
petri-net,15006.46388888889,76.0,76.0
exist,14991.355820105819,77.0,77.0
quadrant,14877.542438271603,78.0,78.0
occur,14857.10582010582,79.0,79.0
properti,14837.16975308642,80.0,80.0
rule,14721.833333333334,81.0,81.0
integ,14571.521739130434,82.0,82.0
simultan,14453.865555555556,83.0,83.0
resourc,14403.037037037035,84.0,84.0
termin-program,14385.141975308641,85.0,85.0
assum,14289.060000000001,86.0,86.0
form,14153.420289855072,87.0,87.0
produc-consum,14132.067632850241,88.0,88.0
process-start,14119.320175438595,89.0,89.0
satisfi,14111.956790123457,90.0,90.0
evalu,14049.75,91.0,91.0
transact,14033.166666666666,92.0,92.0
yield,13997.5,93.0,93.0
comput-geometr,13954.861111111111,94.0,94.0
condit,13896.166666666668,95.0,95.0
congruent,13741.523809523811,96.0,96.0
shootray,13721.969907407407,97.0,97.0
present,13710.992831541216,98.0,98.0
open,13688.021164021164,99.0,99.0
cycl-time,13629.050925925923,100.0,100.0
back,13404.118421052632,101.0,101.0
instanc,13259.20138888889,102.0,102.0
intersect-constraint-line,13199.915123456787,103.0,103.0
case,13041.172839506173,104.0,104.0
gener,12908.805555555555,105.0,105.0
paper,12829.768518518516,106.0,106.0
lcet,12756.902006172839,107.0,107.0
time-spent,12709.285493827161,108.0,108.0
concurr-execut,12679.68,109.0,109.0
root-point,12630.521604938273,110.0,110.0
aris,12612.700980392157,111.0,111.0
direct,12574.746527777777,112.0,112.0
origin,12574.16339869281,113.0,113.0
infinit,12517.902777777777,114.0,114.0
graph-vertex,12370.482456140351,115.0,115.0
infinit-length,12296.111111111111,116.0,116.0
cartesian-graph,12248.746376811594,117.0,117.0
program-execut,12138.842592592591,118.0,118.0
intersect,12089.336805555557,119.0,119.0
point-direct,12067.245370370369,120.0,120.0
horizont,11915.520833333332,121.0,121.0
continu-path,11824.8,122.0,122.0
set-tet-root,11805.900584795321,123.0,123.0
commun,11788.28502415459,124.0,124.0
return,11781.507407407407,125.0,125.0
empti,11764.25,126.0,126.0
geometr,11753.306878306877,127.0,127.0
