Name,IF,IFDenseRank,IFMinRank
defin,89178.88363693468,1.0,1.0
scale,88690.9310615578,2.0,2.0
gener,88495.47870933614,3.0,3.0
field,86775.84752333094,4.0,4.0
shape,86681.34556113904,5.0,5.0
result,86344.73647650014,6.0,6.0
time,86242.03158650393,7.0,7.0
curv,85230.41708542714,8.0,8.0
section,84792.91619387259,9.0,9.0
combust,84380.72877545624,10.0,10.0
point,83685.56532663316,11.0,11.0
imag,83577.04145728642,12.0,12.0
achiev,83151.76996091567,13.0,13.0
behavior,82032.77099784635,14.0,14.0
requir,81996.42936906757,15.0,15.0
direct,81794.10446170246,16.0,16.0
level,79818.03859296482,17.0,17.0
separ,79024.61809045226,18.0,18.0
frame,78632.32763819095,19.0,19.0
built,78570.46383432313,20.0,20.0
difficult,78155.23543644146,21.0,21.0
make,77704.01728643215,22.0,22.0
rotat,77124.31658291457,23.0,23.0
effici,77039.35694095476,24.0,24.0
sourc,76961.37562814071,25.0,25.0
directli,76813.0261653093,26.0,26.0
properti,76605.18038468204,27.0,27.0
surfac,76387.83919597989,28.0,28.0
fuel,76312.24890075377,29.0,29.0
veloc,75767.23915875674,30.0,30.0
artist,75384.9927414852,31.0,31.0
rate,75144.62423227246,32.0,32.0
sampl-particl,75106.77226130654,33.0,33.0
paper,75059.97286432161,34.0,34.0
product,74509.47020818377,35.0,35.0
realism,74026.32049134561,36.0,36.0
sampl,74014.74683763646,37.0,37.0
appear,73745.07631909547,38.0,38.0
nois,73521.1253636604,39.0,39.0
burn,73429.74455611389,40.0,40.0
physic,71855.88498045783,41.0,41.0
equat,71420.6158570631,42.0,42.0
global,71319.88403556243,43.0,43.0
transform,71276.11887021313,44.0,44.0
move,71190.87939698492,45.0,45.0
good,70748.1183696259,46.0,46.0
initi,70556.53266331657,47.0,47.0
numer-simul,69909.07346255085,48.0,48.0
flame-merg,69270.3216080402,49.0,49.0
total,69182.48017867112,50.0,50.0
effect,68833.29459798994,51.0,51.0
statist,68693.8883305416,52.0,52.0
color,68651.3009491904,53.0,53.0
compon,67993.46834170853,54.0,54.0
convect,67435.32050879397,55.0,55.0
follow,67410.75376884422,56.0,56.0
approach,67218.02177554439,57.0,57.0
kolmogorov,67102.87437185929,58.0,58.0
paramet,67006.99680219279,59.0,59.0
flame-element,66974.55951633165,60.0,60.0
spread,66592.36393505993,61.0,61.0
forc,66409.45728643215,62.0,62.0
real,66389.48520379676,63.0,63.0
function,65934.36441466592,64.0,64.0
factor,65624.38190954774,65.0,65.0
nishita,65340.55025125628,66.0,66.0
independ,65334.88328003654,67.0,67.0
local,65226.2688442211,68.0,68.0
mechan,64923.99418969849,69.0,69.0
stam-fium,64861.97788944725,70.0,70.0
displac,64713.184626837894,71.0,71.0
control-point,64604.933556672244,72.0,72.0
diffus-flame,64371.62060301508,73.0,73.0
flicker,64266.9472361809,74.0,74.0
complet-control,64197.226689000556,75.0,75.0
advanc,63893.866061074616,76.0,76.0
repres,63873.89645195676,77.0,77.0
buoyanc,63698.2484837983,78.0,78.0
posit,63689.23748371486,79.0,79.0
profil,63588.362848726385,80.0,80.0
stationari,63431.29034059185,81.0,81.0
approxim,63367.361995160994,82.0,82.0
point-sampl,63335.811055276376,83.0,83.0
stage,63283.011166945835,84.0,84.0
focus,62858.932846048425,85.0,85.0
measur,62296.49788944724,86.0,86.0
sequenc,62220.645226130655,87.0,87.0
recent,61986.01091998454,88.0,88.0
import,61942.63029432878,89.0,89.0
creation,61884.34673366834,90.0,90.0
kolmogorov-nois,61884.06783919598,91.0,91.0
final,61444.21872520498,92.0,92.0
small,61402.1772498858,93.0,93.0
addit,61121.23028937792,94.0,94.0
intens,60708.45226130654,95.0,95.0
flame-structur,60426.02934673367,96.0,96.0
flame-profil,60338.209798994976,97.0,97.0
ensur,60257.529184383464,98.0,98.0
temperatur,59966.81136451489,99.0,99.0
condit,59823.32297852902,100.0,100.0
loss,59640.24830032515,101.0,101.0
individu,59452.85195206804,102.0,102.0
spline,59412.45173234593,103.0,103.0
hand,59064.33261545825,104.0,104.0
space,58914.18969849246,105.0,105.0
region,58815.32334750677,106.0,106.0
seri,58725.794883508446,107.0,107.0
complet,58404.07788944723,108.0,108.0
increas,58202.92893036611,109.0,109.0
spectrum,57847.92353069696,110.0,110.0
physic-base,57841.79334170854,111.0,111.0
number,57647.436627582356,112.0,112.0
exampl,57053.928212491024,113.0,113.0
present,56928.6783919598,114.0,114.0
resolut,56671.662814070354,115.0,115.0
merg,56537.40342336683,116.0,116.0
dens,56503.2518361036,117.0,117.0
desir,56148.167638190964,118.0,118.0
prove,56053.27939698492,119.0,119.0
flame,56015.34102674174,120.0,120.0
appli,55913.514390132485,121.0,121.0
random,55552.097896891864,122.0,122.0
suffici,55534.83722962639,123.0,123.0
particl,55139.29206333174,124.0,124.0
allow,55109.595896147395,125.0,125.0
larg,54990.91834170854,126.0,126.0
anim,54820.47291735058,127.0,127.0
evolv,54815.70815616545,128.0,128.0
chaotic,54800.82702988627,129.0,129.0
dragon,54766.507537688434,130.0,130.0
describ,54710.921608040204,131.0,131.0
simplif,54705.22967780077,132.0,132.0
incur,54592.42231155779,133.0,133.0
cost,54592.42231155779,133.0,133.0
procedur-control,54536.17556532663,134.0,135.0
fire,54519.81990353779,135.0,136.0
model,54514.96628873008,136.0,137.0
rushmeier,54371.99623115578,137.0,138.0
system,54343.204969571474,138.0,139.0
control,54302.20502007525,139.0,140.0
maintain,54204.99787398531,140.0,141.0
wind-field,54121.853488548266,141.0,142.0
complex,54075.63453631795,142.0,143.0
structur,54060.42584783213,143.0,144.0
render,53974.41612585541,144.0,145.0
simul,53829.66627105376,145.0,146.0
base,53690.16615742027,146.0,147.0
work,53687.42282842785,147.0,148.0
visual,53682.844170601755,148.0,149.0
torch,53460.944723618086,149.0,150.0
figur,53447.24512007273,150.0,151.0
introduct,53442.00077309625,151.0,152.0
densiti-function,53404.90364867817,152.0,153.0
synthes,53264.52812137612,153.0,154.0
film,53264.52812137612,153.0,154.0
featur,53264.52812137612,153.0,154.0
basic,53173.20020100503,154.0,157.0
provid,52992.56909547738,155.0,158.0
diffus,52968.98626297315,156.0,159.0
size,52899.184045226124,157.0,160.0
procedur,52786.34852655236,158.0,161.0
object,52625.20693921871,159.0,162.0
motion,52582.53640059594,160.0,163.0
structur-curv,52546.659487915764,161.0,164.0
method,52544.915532436054,162.0,165.0
activ,52488.72133394244,163.0,166.0
show,52464.23157453936,164.0,167.0
combin,52451.25856555505,165.0,168.0
flow,52424.51200727255,166.0,169.0
propag,52301.41349605169,167.0,170.0
process,52286.86366505897,168.0,171.0
summat,52253.87261306533,169.0,172.0
turbul,52194.01575717785,170.0,173.0
realist,52177.64086765485,171.0,174.0
calcul,52100.93507739703,172.0,175.0
proven,52066.870717222475,173.0,176.0
volum,52047.73599151537,174.0,177.0
distribut,51851.456144358155,175.0,178.0
high,51827.40033500838,176.0,179.0
natur,51808.097270270955,177.0,180.0
smoke,51798.57357137446,178.0,181.0
phenomena,51749.24774626903,179.0,182.0
volumetr,51678.826191257795,180.0,183.0
remain,51661.34422110553,181.0,184.0
parametr,51619.5612846843,182.0,185.0
interact,51581.95025378148,183.0,186.0
styliz,51259.010843692144,184.0,187.0
thermal-buoyanc,51252.64234214551,185.0,188.0
thermal,51239.87939698492,186.0,189.0
evolut,51115.183417085434,187.0,190.0
flame-gener,51079.11203074194,188.0,191.0
detail,50995.162849422995,189.0,192.0
lifespan,50973.069514237846,190.0,193.0
believ,50920.23806532663,191.0,194.0
develop,50907.354899497484,192.0,195.0
dynam,50875.24860483321,193.0,196.0
includ,50842.41818467337,194.0,197.0
depend,50841.58562040974,195.0,198.0
deform,50789.03411530011,196.0,199.0
densiti,50785.355044453034,197.0,200.0
account,50777.66705386228,198.0,201.0
wind,50772.01888841191,199.0,202.0
techniqu,50642.58190449737,200.0,203.0
fall,50498.131658291466,201.0,204.0
larg-scale,50484.662862048935,202.0,205.0
simpl,50480.20789879043,203.0,206.0
