Name,IF,IFDenseRank,IFMinRank
matroid,19916.886363636364,1.0,1.0
element,18756.014354066985,2.0,2.0
proposit,18105.959595959597,3.0,3.0
circuit,15914.353305785127,4.0,4.0
defin,15573.81818181818,5.0,5.0
assum,14823.545454545454,6.0,6.0
result,14751.848484848484,7.0,7.0
clutter,14743.214876033056,8.0,8.0
minor,14389.79132231405,9.0,9.0
case,14256.959595959595,10.0,10.0
suppos,13818.507575757574,11.0,11.0
sign-matroid,13777.537878787878,12.0,12.0
remark,13742.565656565655,13.0,13.0
proof,13322.439393939392,14.0,14.0
connect,13194.60606060606,15.0,15.0
exist,13163.454545454546,16.0,16.0
clutter-odd-circuit,12705.762626262624,17.0,17.0
theorem,12549.700413223141,18.0,18.0
impli,12357.977272727272,19.0,19.0
ideal-binari-clutter,12295.20707070707,20.0,20.0
ideal,12070.731404958678,21.0,21.0
hold,11886.322966507176,22.0,22.0
separ,11703.136363636364,23.0,23.0
prove,11666.51515151515,24.0,24.0
contradict,11416.85606060606,25.0,25.0
satisfi,10952.156565656565,26.0,26.0
cocircuit,10839.495215311003,27.0,27.0
proposit-impli,10830.287878787878,28.0,28.0
obtain,10810.540404040403,29.0,29.0
denot,10510.896464646463,30.0,30.0
section,10480.090909090908,31.0,31.0
show,10450.50505050505,32.0,32.0
note,10240.87121212121,33.0,33.0
state,10116.363636363634,34.0,34.0
seymour,9911.131578947367,35.0,35.0
call,9908.956937799041,36.0,36.0
claim,9820.90909090909,37.0,37.0
block,9675.20320855615,38.0,38.0
ejol-bertrand-guenin,9491.931818181818,39.0,39.0
flow,9477.904306220094,40.0,40.0
matrix,9471.691919191919,41.0,41.0
equival,9417.272727272726,42.0,42.0
connect-conjectur-seymour,9368.454545454544,43.0,43.0
binari,9241.363636363636,44.0,44.0
cardin,9173.13101604278,45.0,45.0
graph,9072.185950413223,46.0,46.0
sourc,9036.630303030304,47.0,47.0
cycl,8928.772727272726,48.0,48.0
lehman,8928.545454545454,49.0,49.0
column,8829.545454545454,50.0,50.0
minim-nonid-binari,8789.392045454544,51.0,51.0
famili,8749.8,52.0,52.0
corollari,8733.277777777777,53.0,53.0
intersect,8527.263157894737,54.0,54.0
partit,8476.098484848484,55.0,55.0
cut-condit-hold,8463.72009569378,56.0,56.0
gener,8453.006198347108,57.0,57.0
lemma,8277.282828282829,58.0,58.0
inclus-wise-minim,8273.224880382775,59.0,59.0
complet,8273.025568181818,60.0,60.0
lift,8137.196969696968,61.0,61.0
proof-claim,8136.181818181816,62.0,62.0
flow-cost,8117.73923444976,63.0,63.0
form,8103.560606060605,64.0,64.0
distinct,8012.790404040403,65.0,65.0
subset,7974.350649350648,66.0,66.0
binari-clutter-ideal,7964.886363636363,67.0,67.0
resp,7784.516746411482,68.0,68.0
properti,7782.529545454544,69.0,69.0
sign,7700.441919191918,70.0,70.0
solut,7630.019138755979,71.0,71.0
loop,7574.919786096256,72.0,72.0
cost,7566.75,73.0,73.0
part,7519.416666666666,74.0,74.0
strict-separ,7480.056818181818,75.0,75.0
express,7438.494318181818,76.0,76.0
equal,7427.318181818182,77.0,77.0
sign-minor,7366.015151515151,78.0,78.0
graphic,7357.272727272727,79.0,79.0
triangl,7356.46875,80.0,80.0
condit,7352.684659090909,81.0,81.0
oxley,7268.114973262031,82.0,82.0
proposit-state,7209.599999999999,83.0,83.0
cut-condit-satisfi,7145.614973262031,84.0,84.0
set-edg,6934.7,85.0,85.0
hypothesi,6917.92780748663,86.0,86.0
binari-matroid-element,6883.181818181818,87.0,87.0
definit,6812.318181818181,88.0,88.0
join,6796.93388429752,89.0,89.0
minim,6771.545454545454,90.0,90.0
minimum,6713.2058823529405,91.0,91.0
matric,6654.469696969696,92.0,92.0
character,6586.646853146853,93.0,93.0
empti,6582.713286713287,94.0,94.0
requir,6563.464285714285,95.0,95.0
