Name,IF,IFDenseRank,IFMinRank
express,37086.45161290323,1.0,1.0
defin,35722.94660734149,2.0,2.0
class,33895.21802002225,3.0,3.0
associ,32868.55683269476,4.0,4.0
character,31247.20570749108,5.0,5.0
structur,31173.731272294885,6.0,6.0
interpret,31070.29137931034,7.0,7.0
section,29920.909036860874,8.0,8.0
consist,29507.090229885056,9.0,9.0
constraint,29205.116796440492,10.0,10.0
requir,28345.85850178359,11.0,11.0
precis,28328.496168582373,12.0,12.0
discuss,28234.436781609198,13.0,13.0
properti,27718.531676022456,14.0,14.0
concept,26880.877011494253,15.0,15.0
link,26544.043937708564,16.0,16.0
formal,26494.65338882283,17.0,17.0
state,26091.124298315954,18.0,18.0
multipl,25219.94104560623,19.0,19.0
mean,24805.18275862069,20.0,20.0
explor,24759.9435196195,21.0,21.0
semant,24590.539695268642,22.0,22.0
subset,24549.197612732096,23.0,23.0
aggreg,24328.468965517244,24.0,24.0
basic,24069.5785440613,25.0,25.0
form,24069.29379310345,26.0,26.0
develop,23969.151162790695,27.0,27.0
omg-uml-document,23911.614721485414,28.0,28.0
configur,23872.75729442971,29.0,29.0
document,23602.056480380495,30.0,30.0
model,23352.39149821641,31.0,31.0
part,23197.96672012831,32.0,32.0
figur,23087.585612366227,33.0,33.0
languag,23060.532183908042,34.0,34.0
construct,22962.094508301405,35.0,35.0
object,22881.68133174792,36.0,36.0
predic,22871.312997347482,37.0,37.0
oper,22769.796440489434,38.0,38.0
unifi-model-languag,22513.43638525565,39.0,39.0
inform,22476.909036860878,40.0,40.0
paper,21891.291098636728,41.0,41.0
identifi,21745.076195773083,42.0,42.0
schema,21677.741379310344,43.0,43.0
result,21650.143103448274,44.0,44.0
static-properti,21411.437665782494,45.0,45.0
present,21356.448938992045,46.0,46.0
disjoint,21310.289124668434,47.0,47.0
rang,21180.93793103448,48.0,48.0
involv,21164.304827586206,49.0,49.0
complet,20952.87356321839,50.0,50.0
relat,20882.493793103447,51.0,51.0
element,20760.407119021133,52.0,52.0
standard,20759.18620689655,53.0,53.0
weak,20714.384615384613,54.0,54.0
delet,20209.998010610077,55.0,55.0
base,20180.820689655175,56.0,56.0
gener,20131.68827586207,57.0,57.0
composit,19685.724435196193,58.0,58.0
incomplet,19597.744377811094,59.0,59.0
mathemat,19497.446776611694,60.0,60.0
rigor-analysi,19488.27288941736,61.0,61.0
number,19151.227586206896,62.0,62.0
intent,18893.15453384419,63.0,63.0
understand,18850.32228116711,64.0,64.0
binari-associ,18710.19827586207,65.0,65.0
provid,18582.380747126434,66.0,66.0
relationship,18579.19857312723,67.0,67.0
work,18574.550535077287,68.0,68.0
pair,18574.099310344827,69.0,69.0
associ-end-multipl,18536.96120689655,70.0,70.0
object-space,18272.54727474972,71.0,71.0
descript,18270.28935532234,72.0,72.0
infer,18243.148425787105,73.0,73.0
notat,18162.91557669441,74.0,74.0
note,18155.62218890555,75.0,75.0
term,18057.699310344826,76.0,76.0
dynam-properti,18000.635172413793,77.0,77.0
problem,17992.96776611694,78.0,78.0
repres,17913.462068965517,79.0,79.0
level,17874.418263090676,80.0,80.0
type,17821.645717463845,81.0,81.0
analyz,17805.99037690457,82.0,82.0
consequ,17667.313793103447,83.0,83.0
refer,17647.794292508916,84.0,84.0
instanc,17609.600313479626,85.0,85.0
diagram,17517.90136327185,86.0,86.0
clear,17487.603448275862,87.0,87.0
hierarchi,17370.52620689655,88.0,88.0
space,17303.735632183907,89.0,89.0
includ,17255.538620689655,90.0,90.0
natur-languag-descript,17245.40179910045,91.0,91.0
problem-orient,17177.83908045977,92.0,92.0
subclass,17135.511627906977,93.0,93.0
strong,16915.997347480108,94.0,94.0
analys,16906.75804597701,95.0,95.0
weak-aggreg,16732.93103448276,96.0,96.0
illustr,16685.814176245207,97.0,97.0
view,16628.22988505747,98.0,98.0
answer,16625.300492610837,99.0,99.0
support,16589.224137931036,100.0,100.0
shown,16576.765755053508,101.0,101.0
multipl-specif,16553.885057471263,102.0,102.0
schemata,16505.784827586205,103.0,103.0
captur,16458.330459770114,104.0,104.0
static,16454.525564803807,105.0,105.0
explicitli,16245.089955022488,106.0,106.0
case,16149.634322373695,107.0,107.0
class-diagram,16143.906064209275,108.0,108.0
compon,16096.449655172415,109.0,109.0
system,16066.386444708678,110.0,110.0
call,15957.239880059968,111.0,111.0
specif,15953.606420927466,112.0,112.0
remov,15941.720570749108,113.0,113.0
formal-express,15926.808095952025,114.0,114.0
rule,15926.449077786689,115.0,115.0
state-system,15834.649227110582,116.0,116.0
return,15801.46551724138,117.0,117.0
creat,15727.194482758623,118.0,118.0
gener-associ,15719.486896551725,119.0,119.0
primari,15669.761755485893,120.0,120.0
distinguish,15637.19749216301,121.0,121.0
question,15574.801724137931,122.0,122.0
predic-part,15519.515457788348,123.0,123.0
transform,15502.776663993585,124.0,124.0
make,15412.457931034485,125.0,125.0
link-object,15369.591954022986,126.0,126.0
develop-precis,15365.923371647506,127.0,127.0
experi,15339.944827586207,128.0,128.0
play,15286.037037037035,129.0,129.0
impli,15246.110665597434,130.0,130.0
give,15191.689655172415,131.0,131.0
declar,15094.862068965518,132.0,132.0
demot,15056.390282131664,133.0,133.0
set-object,15036.807471264367,134.0,134.0
superclass-object,15036.150470219438,135.0,135.0
associ-rel,14971.1964017991,136.0,136.0
time,14905.96264367816,137.0,137.0
determin,14879.055885850177,138.0,138.0
foundat,14837.988109393582,139.0,139.0
domain,14806.061379310344,140.0,140.0
effect,14666.913236929922,141.0,141.0
insight,14645.503448275862,142.0,142.0
exist,14619.283121597095,143.0,143.0
manag,14602.245689655172,144.0,144.0
encapsul,14590.36731634183,145.0,145.0
frozen,14586.598143236075,146.0,146.0
propos,14509.595611285267,147.0,147.0
instanc-schema,14469.103448275862,148.0,148.0
gener-structur,14388.155172413792,149.0,149.0
constrain,14347.764635124298,150.0,150.0
carri,14335.3305588585,151.0,151.0
distinct,14308.571214392805,152.0,152.0
requir-level,14291.790450928384,153.0,153.0
mirg,14282.459310344828,154.0,154.0
integr,14282.459310344828,154.0,154.0
analysi,14182.067479191439,155.0,156.0
rigor,13882.901307966707,156.0,157.0
manipul,13863.057809330629,157.0,158.0
abstract,13853.431034482759,158.0,159.0
sourc,13834.78834720571,159.0,160.0
comp,13816.39420062696,160.0,161.0
superclass,13782.633520449077,161.0,162.0
initi,13716.845422116528,162.0,163.0
phase,13650.0,163.0,164.0
precis-uml,13610.463733650415,164.0,165.0
group,13610.073127229489,165.0,166.0
link-target-object,13601.014778325121,166.0,167.0
inconsist,13571.061912225707,167.0,168.0
techniqu,13567.268430439952,168.0,169.0
singl,13483.666061705988,169.0,170.0
promot-rule,13264.476489028215,170.0,171.0
gain,13244.180371352786,171.0,172.0
effort,13191.92033293698,172.0,173.0
left-hand-side,13145.360344827586,173.0,174.0
facil,13137.19056261343,174.0,175.0
rela,13124.724921630093,175.0,176.0
outlin,13061.639133921411,176.0,177.0
ambigu,13048.992042440319,177.0,178.0
complex,13039.51523656776,178.0,179.0
assoc,12991.14268727705,179.0,180.0
allow,12989.537617554859,180.0,181.0
goal,12951.648902821318,181.0,182.0
aris,12908.48275862069,182.0,183.0
super,12783.541299117882,183.0,184.0
object-delet,12776.549071618037,184.0,185.0
least,12704.014519056262,185.0,186.0
appli,12679.721379310346,186.0,187.0
superclass-level,12641.226860254083,187.0,188.0
mechan,12594.186206896553,188.0,189.0
object-configur,12588.133620689656,189.0,190.0
sourc-object,12576.612366230678,190.0,191.0
valid,12566.28675136116,191.0,192.0
object-class,12518.744827586208,192.0,193.0
promot,12503.582577132487,193.0,194.0
start,12503.575712143927,194.0,195.0
frozen-properti,12499.587990487515,195.0,196.0
deriv,12419.790104947526,196.0,197.0
restrict,12357.081379310346,197.0,198.0
enabl,12289.589179548158,198.0,199.0
subclass-object,12269.937931034481,199.0,200.0
special,12246.228548516441,200.0,201.0
reason,12215.086801426874,201.0,202.0
reflect,12128.758620689654,202.0,203.0
object-orient-concept,12099.916765755053,203.0,204.0
role,12060.840071343637,204.0,205.0
introduc,12060.832288401256,205.0,206.0
invers,12050.400962309543,206.0,207.0
intend,12044.346326836581,207.0,208.0
understood,12044.333908045975,208.0,209.0
respect,12043.613793103448,209.0,210.0
object-frozen,12018.8154158215,210.0,211.0
detail,11997.553291536049,211.0,212.0
semant-unifi-model,11849.560344827587,212.0,213.0
configur-set-class,11752.137931034484,213.0,214.0
defin-schema,11708.75083426029,214.0,215.0
dynam,11678.61590038314,215.0,216.0
tool,11626.890537289495,216.0,217.0
target-object,11609.420424403184,217.0,218.0
class-multipl,11609.37152391546,218.0,219.0
sampl,11595.385579937305,219.0,220.0
belong,11574.275862068966,220.0,221.0
examin,11533.706896551725,221.0,222.0
read,11495.963733650415,222.0,223.0
care,11495.963733650415,222.0,223.0
cardin,11490.213248638836,223.0,225.0
found,11478.08026159334,224.0,226.0
state-schema,11370.903735632182,225.0,227.0
manner,11366.275862068966,226.0,228.0
issu,11365.655172413793,227.0,229.0
oper-schema,11293.354838709678,228.0,230.0
subclass-level,11248.965517241379,229.0,231.0
reveal,11222.813793103449,230.0,232.0
move,11160.74645030426,231.0,233.0
confus,11155.758620689654,232.0,234.0
resolv,11143.647214854112,233.0,235.0
depth,11125.666144200628,234.0,236.0
