Name,IF,IFDenseRank,IFMinRank
result,39425.48376623377,1.0,1.0
shown,37043.331168831166,2.0,2.0
scheme,35998.40445269016,3.0,3.0
studi,34261.439803439804,4.0,4.0
compar,32842.674067867614,5.0,5.0
wendland-function,32820.05529953916,6.0,6.0
veloc,32480.07518796992,7.0,7.0
csrbf,32303.75501770956,8.0,8.0
simpl,31666.98181818182,9.0,9.0
colloc-point,30673.958106409722,10.0,10.0
determin,29812.94223018361,11.0,11.0
coe-cient-matrix,29739.11270871985,12.0,12.0
point,29730.73110979929,13.0,13.0
posit-denit,29632.802681189776,14.0,14.0
problem,28642.97992916175,15.0,15.0
boundari,28531.586091328027,16.0,16.0
tolo-harbour,28037.600649350647,17.0,17.0
accur,27766.382069543364,18.0,18.0
global-multiquadr,27679.849183074988,19.0,19.0
number,27100.633431085043,20.0,20.0
time-step,26974.97648297649,21.0,21.0
time-depend,26953.935564435567,22.0,22.0
tabl,26890.79514034353,23.0,23.0
base,26871.231168831167,24.0,24.0
matric,26761.1827458256,25.0,25.0
time,26640.15112160567,26.0,26.0
cient,26436.417293233077,27.0,27.0
form,26384.96020108923,28.0,28.0
propos,26331.129350649353,29.0,29.0
numer-result,26001.974025974025,30.0,30.0
equat,25909.633496373757,31.0,31.0
algorithm,25903.136363636364,32.0,32.0
full,25842.719387755096,33.0,33.0
global,25759.0318772137,34.0,34.0
system,25482.53571428571,35.0,35.0
calcul,25222.867346938772,36.0,36.0
band,24958.698979591834,37.0,37.0
boundari-condit,24600.752207792208,38.0,38.0
constant,24395.045454545452,39.0,39.0
linear,24228.355324675325,40.0,40.0
discuss,24159.462337662342,41.0,41.0
distanc,24069.942857142854,42.0,42.0
domain,24039.55135773318,43.0,43.0
obtain,23996.593190593194,44.0,44.0
interior-point,23944.653061224486,45.0,45.0
accuraci,23893.422077922078,46.0,46.0
data-point,23872.638724911456,47.0,47.0
spatial-deriv,23708.645983645987,48.0,48.0
found,23708.565434565437,49.0,49.0
comput,23591.211671445442,50.0,50.0
simul,23550.86688311688,51.0,51.0
model,23529.86372069489,52.0,52.0
variabl,23516.115407319958,53.0,53.0
channel,23468.186602870814,54.0,54.0
measur,23404.418640183347,55.0,55.0
dene,23289.35064935065,56.0,56.0
function,23281.558441558445,57.0,57.0
condit,23048.3386743127,58.0,58.0
method,23010.249620509363,59.0,59.0
section,22997.698701298705,60.0,60.0
dierenc,22989.909090909092,61.0,61.0
wendland-csrbf,22981.852813852813,62.0,62.0
real,22976.92207792208,63.0,63.0
unknown-coe-cient,22886.083916083917,64.0,64.0
system-linear,22885.394285714287,65.0,65.0
scale-factor,22807.995867768597,66.0,66.0
numer,22651.681733850568,67.0,67.0
averag,22391.485304169513,68.0,68.0
perform,22368.448051948053,69.0,69.0
express,22325.334415584413,70.0,70.0
water,22157.464833867434,71.0,71.0
suitabl,22087.390058217647,72.0,72.0
demonstr,22054.416623376623,73.0,73.0
interpol,21902.29886996121,74.0,74.0
introduc,21860.3987012987,75.0,75.0
approxim,21672.85815483218,76.0,76.0
feasibl,21591.15987460815,77.0,77.0
linear-shallow-water,21516.25,78.0,78.0
illustr,21510.210289710292,79.0,79.0
partial-deriv,21362.142857142855,80.0,80.0
show,21293.07125307125,81.0,81.0
approach,21201.296909986566,82.0,82.0
valu,21098.688311688315,83.0,83.0
tide-gaug,21066.832349468714,84.0,84.0
matrix,21024.75122280317,85.0,85.0
figur,20954.834415584413,86.0,86.0
deriv,20917.987012987014,87.0,87.0
solv,20724.461966604824,88.0,88.0
gener,20589.1625906561,89.0,89.0
predict,20576.685152685153,90.0,90.0
case,20449.049708911778,91.0,91.0
nite,20367.98110979929,92.0,92.0
experi,20359.30194805195,93.0,93.0
observ-data,20119.46181818182,94.0,94.0
oper,20103.614578969416,95.0,95.0
unstabl,20036.49628942486,96.0,96.0
dimension,19899.794941900203,97.0,97.0
water-boundari,19807.35979929162,98.0,98.0
euclidean,19688.422077922078,99.0,99.0
agreement,19655.652406417114,100.0,100.0
construct,19571.97486384583,101.0,101.0
comput-cienci,19458.074025974027,102.0,102.0
comparison,19358.737012987014,103.0,103.0
higher,19247.94805194805,104.0,104.0
techniqu,19220.878169449596,105.0,105.0
make,19189.39557739558,106.0,106.0
denot,19173.14285714286,107.0,107.0
smooth,19095.33884297521,108.0,108.0
distribut,19091.20238095238,109.0,109.0
support,19013.260920897286,110.0,110.0
comput-cost,19009.87012987013,111.0,111.0
surfac-elev,18969.3991797676,112.0,112.0
vector,18792.022113022114,113.0,113.0
complic,18788.008264462813,114.0,114.0
uniqu,18765.467532467534,115.0,115.0
slightli,18725.674760022586,116.0,116.0
improv,18707.09377635352,117.0,117.0
variat,18669.619834710746,118.0,118.0
applic,18609.943181818184,119.0,119.0
expens,18578.582560296843,120.0,120.0
reduc,18518.263636363637,121.0,121.0
similar,18516.27960275019,122.0,122.0
data,18505.911620846688,123.0,123.0
hong-kong,18483.659639062236,124.0,124.0
basi-function,18473.452858829485,125.0,125.0
equat-written,18412.96474953618,126.0,126.0
radial-basi-function,18335.60128183505,127.0,127.0
repres,18314.850216450217,128.0,128.0
spars,18311.18586608197,129.0,129.0
paper,18278.810568741603,130.0,130.0
solut,18264.277281160397,131.0,131.0
view,18231.320346320346,132.0,132.0
tidal-level,18163.434682964093,133.0,133.0
solv-system,18158.916512059368,134.0,134.0
observ,18088.968678380443,135.0,135.0
yield,18049.38909090909,136.0,136.0
decreas,18032.691729323305,137.0,137.0
consider,17888.059090909093,138.0,138.0
unknown,17831.64035964036,139.0,139.0
develop,17796.22377622378,140.0,140.0
denit,17787.116883116883,141.0,141.0
gaussian,17747.93090909091,142.0,142.0
consid,17574.01298701299,143.0,143.0
veri,17541.869000564653,144.0,144.0
shallow-water-hydrodynam,17523.29974025974,145.0,145.0
note,17504.64226682409,146.0,146.0
analyt-solut,17357.62101534829,147.0,147.0
multiquadr,17329.090909090908,148.0,148.0
addit,17246.54724585759,149.0,149.0
colloc,17220.842975206615,150.0,150.0
precis,17193.531230674085,151.0,151.0
substitut,17184.388429752067,152.0,152.0
appli,17170.194299207287,153.0,153.0
basi,17164.8814229249,154.0,154.0
polynomi,17158.5306122449,155.0,155.0
present,17147.31100478469,156.0,156.0
compactli-support-radial,17118.23140495868,157.0,157.0
larg-scale,17088.598330241184,158.0,158.0
hydrodynam-equat,16937.73667711599,159.0,159.0
respect,16915.485987696513,160.0,160.0
hydrodynam,16847.472527472528,161.0,161.0
depth,16841.00956937799,162.0,162.0
written,16787.587012987013,163.0,163.0
boundari-point,16721.60173160173,164.0,164.0
dierenti-equat,16716.465171192445,165.0,165.0
discret,16635.851428571426,166.0,166.0
entri,16561.559440559442,167.0,167.0
size,16509.113636363636,168.0,168.0
dierent,16484.94016697588,169.0,169.0
mathemat,16472.434811941308,170.0,170.0
error,16357.056501939622,171.0,171.0
singl,16348.822510822512,172.0,172.0
current,16279.015093015094,173.0,173.0
increas,16247.013282172375,174.0,174.0
previou,16043.021546635184,175.0,175.0
assum,16030.418181818184,176.0,176.0
degre,16024.246247259234,177.0,177.0
wendland,15977.454545454546,178.0,178.0
distinct,15972.03839638622,179.0,179.0
order,15940.970821386407,180.0,180.0
compactli-support-function,15824.288227901132,181.0,181.0
hour,15799.245867768597,182.0,182.0
commonli,15762.563706563706,183.0,183.0
consist,15756.982337662339,184.0,184.0
decomposit,15673.51144094001,185.0,185.0
cpu-time,15630.44155844156,186.0,186.0
geograph,15567.487012987014,187.0,187.0
forward,15528.469387755102,188.0,188.0
recurs,15501.395256916996,189.0,189.0
nonlinear,15501.094043887148,190.0,190.0
origin,15477.920710868078,191.0,191.0
marin,15443.984651711926,192.0,192.0
wong,15393.169726824897,193.0,193.0
factor,15276.000000000002,194.0,194.0
compactli-support-rbf,15245.702226345084,195.0,195.0
level-accuraci,15134.794805194804,196.0,196.0
symmetr,15124.662878787878,197.0,197.0
updat,15100.918961038962,198.0,198.0
fasshauer,15040.846753246753,199.0,199.0
exampl,14782.571428571428,200.0,200.0
monitor,14774.951931185698,201.0,201.0
solv-partial,14749.632315736213,202.0,202.0
paramet,14715.587788834542,203.0,203.0
theori,14711.636363636364,204.0,204.0
partial-dierenti-equat,14567.30578512397,205.0,205.0
govern,14561.841763499659,206.0,206.0
wide,14553.524475524477,207.0,207.0
environ,14501.47596559285,208.0,208.0
posit,14492.87569573284,209.0,209.0
total,14467.57074504443,210.0,210.0
life,14407.048701298701,211.0,211.0
cientli,14367.974025974027,212.0,212.0
analyt,14298.936592818945,213.0,213.0
domain-decomposit,14270.442907741608,214.0,214.0
space,14255.708420611647,215.0,215.0
choic,14133.926406926406,216.0,216.0
tidal,14114.985959985961,217.0,217.0
investig,14114.478158205431,218.0,218.0
suggest,13927.509610389608,219.0,219.0
satis,13925.41424093148,220.0,220.0
current-veloc,13908.275184275186,221.0,221.0
vanish,13881.55844155844,222.0,222.0
effici,13870.434039644566,223.0,223.0
idea,13737.030900134347,224.0,224.0
program,13616.155844155843,225.0,225.0
local,13598.258812615955,226.0,226.0
situat,13551.141001855289,227.0,227.0
center,13518.231474407947,228.0,228.0
iter,13495.376033057853,229.0,229.0
realist,13473.684894053316,230.0,230.0
initi,13446.875324675326,231.0,231.0
open,13418.434538434538,232.0,232.0
multilevel,13402.41676505313,233.0,233.0
close,13362.88051948052,234.0,234.0
relat,13346.238095238095,235.0,235.0
verifi,13310.12987012987,236.0,236.0
element,13295.545454545456,237.0,237.0
absolut,13264.080086580085,238.0,238.0
land-boundari,13176.431028431029,239.0,239.0
remain,13127.09090909091,240.0,240.0
work,13124.61038961039,241.0,241.0
densiti,13104.288075560804,242.0,242.0
converg,13073.022938100861,243.0,243.0
multivari,13013.917524034408,244.0,244.0
chosen,12991.811161811162,245.0,245.0
extrem,12986.156771799628,246.0,246.0
subsequ,12985.329870129868,247.0,247.0
formula,12970.58116883117,248.0,248.0
observatori,12964.476977567887,249.0,249.0
tion,12946.844324506663,250.0,250.0
bound,12936.771799628941,251.0,251.0
piecewis,12909.105751391466,252.0,252.0
replac,12884.484997760861,253.0,253.0
csrbf-model,12851.913875598086,254.0,254.0
estim,12840.070838252657,255.0,255.0
recent,12827.875324675326,256.0,256.0
correct,12819.796363636366,257.0,257.0
hermit,12778.427390791026,258.0,258.0
shallow-water-equat,12770.922077922078,259.0,259.0
column,12715.272727272726,260.0,260.0
lagrang,12710.778325123152,261.0,261.0
dimens,12697.126099706744,262.0,262.0
integr,12647.610389610389,263.0,263.0
major,12636.25974025974,264.0,264.0
radial,12596.019227525721,265.0,265.0
carri,12543.008348794063,266.0,266.0
second,12543.008348794063,266.0,266.0
rapidli,12529.593984962405,267.0,268.0
provid,12487.834710743802,268.0,269.0
basic,12432.40422077922,269.0,270.0
level,12329.415584415585,270.0,271.0
consequ,12324.828711828713,271.0,272.0
madych,12183.094861660078,272.0,273.0
small,12183.094861660078,272.0,273.0
exponenti,12183.094861660078,272.0,273.0
nelson,12183.094861660078,272.0,273.0
basin,12178.349885408708,273.0,277.0
multi,12142.524064171123,274.0,278.0
call,12109.261107313738,275.0,279.0
locat,12067.669006669008,276.0,280.0
employ,12033.592617908407,277.0,281.0
reason,12019.151785714286,278.0,282.0
import,11907.95391705069,279.0,283.0
altern,11801.778181818183,280.0,284.0
high,11786.912554112554,281.0,285.0
tide-level,11757.070543093272,282.0,286.0
purpos,11736.371900826447,283.0,287.0
hundr,11715.89448051948,284.0,288.0
tolo,11674.68899521531,285.0,289.0
multizon,11639.73593073593,286.0,290.0
direct,11505.722488038276,287.0,291.0
harbour,11465.933919022154,288.0,292.0
guarante,11420.832960143305,289.0,293.0
tabl-exampl,11395.990783410136,290.0,294.0
pentium,11293.05974025974,291.0,295.0
doubl,11293.05974025974,291.0,295.0
signic,11278.061688311689,292.0,297.0
fourier-transform,11213.05809979494,293.0,298.0
signicantli,11191.316558441558,294.0,299.0
depend,11141.18970315399,295.0,300.0
save,11107.34025974026,296.0,301.0
compact,11020.671487603306,297.0,302.0
larg,11011.472727272727,298.0,303.0
integral,10960.519480519479,299.0,304.0
meteolog,10960.519480519479,299.0,304.0
interpola,10960.519480519479,299.0,304.0
compactli-support-posit,10960.519480519479,299.0,304.0
differenti,10960.519480519479,299.0,304.0
zhou,10960.519480519479,299.0,304.0
minim,10960.519480519479,299.0,304.0
januari,10960.519480519479,299.0,304.0
analys,10960.519480519479,299.0,304.0
