Name,IF,IFDenseRank,IFMinRank
result,79364.73333333332,1.0,1.0
defin,76654.64772727274,2.0,2.0
obtain,74822.27151515151,3.0,3.0
introduc,72908.3305785124,4.0,4.0
show,71769.22693602693,5.0,5.0
gamma,70749.74242424243,6.0,6.0
mesh,68673.65639730639,7.0,7.0
stabil,68094.41935483871,8.0,8.0
assum,67816.58457300276,9.0,9.0
paper,67572.19636363638,10.0,10.0
boundari,67302.89454545455,11.0,11.0
properti,63573.321925133685,12.0,12.0
lemma,61875.96784511784,13.0,13.0
suitabl,61434.56,14.0,14.0
present,61038.56528925621,15.0,15.0
castillo-cockburn-perugia,60936.36833333333,16.0,16.0
tabl,60478.636363636375,17.0,17.0
coeffici,60222.15034213098,18.0,18.0
consequ,60131.2303030303,19.0,19.0
degre,60107.68484848484,20.0,20.0
section,60074.560942760945,21.0,21.0
classic-mix,59977.75060606061,22.0,22.0
sch-otzau,59776.014848484854,23.0,23.0
proof,59539.688758553275,24.0,24.0
function,58674.53454545455,25.0,25.0
numer-result,57347.95454545455,26.0,26.0
give,56776.87272727273,27.0,27.0
theorem,56324.44893378226,28.0,28.0
galerkin-method-ellipt,55687.83984848485,29.0,29.0
triangul,55662.64124579124,30.0,30.0
error,55231.990909090906,31.0,31.0
paramet,55165.58545454546,32.0,32.0
idea,55073.56121212122,33.0,33.0
smooth,54673.7896969697,34.0,34.0
take,53885.951178451185,35.0,35.0
space,53412.412121212124,36.0,36.0
denot,53281.30954545455,37.0,37.0
model-problem,53019.691636363634,38.0,38.0
sequenc,52879.139971139964,39.0,39.0
state,52715.54523809523,40.0,40.0
polynomi,52304.33454545455,41.0,41.0
analysi,51637.6082111437,42.0,42.0
converg,51319.489898989894,43.0,43.0
theta,51166.78560606061,44.0,44.0
term,51003.998148148145,45.0,45.0
polynomi-degre,50897.392857142855,46.0,46.0
main-result,50657.95303030303,47.0,47.0
shape,50416.24121212121,48.0,48.0
hang-node-element,50416.24121212121,48.0,48.0
choic,50250.05721925133,49.0,50.0
exact-solut,50149.46909090909,50.0,51.0
arbitrari,49948.46787878788,51.0,52.0
point,49942.81680440771,52.0,53.0
ffl-local-discontinu,49781.61054994387,53.0,54.0
cockburn,48724.726406926406,54.0,55.0
standard,48662.58818181818,55.0,56.0
continu,48649.93333333333,56.0,57.0
express,48593.79440559441,57.0,58.0
delta-delta,48163.75252525252,58.0,59.0
least,48148.15353535354,59.0,60.0
belong,47804.98106060606,60.0,61.0
method,47605.16393021121,61.0,62.0
cockburn-shu,47509.85491276401,62.0,63.0
unstructur,47494.04898989898,63.0,64.0
order,47459.67702479338,64.0,65.0
local-discontinu-galerkin,47403.908466483015,65.0,66.0
potenti,47392.421911421916,66.0,67.0
discontinu-galerkin-method,47386.925399449035,67.0,68.0
neumann,47346.7,68.0,69.0
problem,47035.94909090909,69.0,70.0
posit-order,46566.328250244376,70.0,71.0
constant,46534.19444444444,71.0,72.0
work,46438.495316804416,72.0,73.0
observ,46408.10235690235,73.0,74.0
classic,46139.6795224977,74.0,75.0
introduct,45995.15309617919,75.0,76.0
product,45963.33882575757,76.0,77.0
stabil-paramet-order,45941.70819304152,77.0,78.0
complet,45824.972222222226,78.0,79.0
prove,45737.8256916996,79.0,80.0
simpl,45724.43636363636,80.0,81.0
case,45500.63746556474,81.0,82.0
approxim,45458.40066115703,82.0,83.0
includ,45445.35289256199,83.0,84.0
dirichlet,45435.32782369147,84.0,85.0
galerkin,45405.430303030305,85.0,86.0
chosen,45347.95681818182,86.0,87.0
call,45192.82648709315,87.0,88.0
element,45108.63059687787,88.0,89.0
priori-error-analysi,44953.39834710744,89.0,90.0
predict,44942.245989304814,90.0,91.0
ellipt-regular,44878.295454545456,91.0,92.0
order-converg-error,44807.74891774891,92.0,93.0
inequ,44654.609454545454,93.0,94.0
form,44494.13512906846,94.0,95.0
increas,44481.236796536796,95.0,96.0
method-gener,44312.87933884298,96.0,97.0
gener,44248.424977043156,97.0,98.0
solv,44245.94545454546,98.0,99.0
test,44117.45303030303,99.0,100.0
gammar,44034.077192982455,100.0,101.0
numer-flux,44017.958333333336,101.0,102.0
perform,43901.82424242424,102.0,103.0
size,43878.67559808612,103.0,104.0
note,43858.04370982553,104.0,105.0
equat,43761.87474747474,105.0,106.0
oper,43754.70649350649,106.0,107.0
norm,43729.35515151515,107.0,108.0
ellipt-problem,43691.402020202026,108.0,109.0
solut,43560.01847566575,109.0,110.0
satisfi,43506.88825757576,110.0,111.0
method-order,43421.448484848486,111.0,112.0
penal,43292.49824561403,112.0,113.0
assumpt,43170.63095238095,113.0,114.0
analysi-local-discontinu,43136.87173553719,114.0,115.0
approxim-solut,43107.04456327985,115.0,116.0
domain,43033.348833792465,116.0,117.0
code,43027.60289256198,117.0,118.0
unstructur-mesh,43027.43174603174,118.0,119.0
appli,42889.9973553719,119.0,120.0
conclud,42876.20848484849,120.0,121.0
phenomenon,42843.56565656566,121.0,122.0
need,42814.28035914702,122.0,123.0
estim,42782.82865013775,123.0,124.0
local,42668.22347107438,124.0,125.0
enhanc,42645.0,125.0,126.0
elimin,42611.80656565656,126.0,127.0
valu,42611.666666666664,127.0,128.0
omegagamma,42557.25378787879,128.0,129.0
report,42539.32727272727,129.0,130.0
interior,42529.96352413019,130.0,131.0
remain,42489.06734006733,131.0,132.0
shown,42327.69523809523,132.0,133.0
flux,42176.26936026936,133.0,134.0
linear,42160.97013774104,134.0,135.0
numer-experi,42131.16296296296,135.0,136.0
variabl,42098.75709090909,136.0,137.0
order-converg-proven,42060.11000000001,137.0,138.0
project,42036.200183654735,138.0,139.0
depend,42019.913181818185,139.0,140.0
finit-element-method,41998.560293847564,140.0,141.0
final,41637.08193041527,141.0,142.0
recent,41507.870033670035,142.0,143.0
adapt,41458.43112947659,143.0,144.0
consid,41379.12635445363,144.0,145.0
jump,41229.395867768595,145.0,146.0
dimension,41149.26662993572,146.0,147.0
mortar,41130.384297520664,147.0,148.0
numer,41100.875959595964,148.0,149.0
implement,41068.21639118458,149.0,150.0
maximum,41025.986409550045,150.0,151.0
provid,40957.98961038961,151.0,152.0
