Name,IF,IFDenseRank,IFMinRank
note,52553.84615384615,1.0,1.0
defin,52513.44652908068,2.0,2.0
term,51826.97008547008,3.0,3.0
counter,51053.12499999999,4.0,4.0
instanc,51046.61669953978,5.0,5.0
function,50478.159390159395,6.0,6.0
initi,49510.1301775148,7.0,7.0
gener,48978.15581854043,8.0,8.0
method,48629.977375565606,9.0,9.0
command,48065.92077580539,10.0,10.0
axiom,47945.600000000006,11.0,11.0
partial-equival-relat,47484.81755424063,12.0,12.0
refer,47063.42592592592,13.0,13.0
mean,46950.997150997144,14.0,14.0
make,46780.23384615385,15.0,15.0
work,46629.41551610782,16.0,16.0
idea,46625.444168734495,17.0,17.0
similar,46501.67055167055,18.0,18.0
form,46312.76885090218,19.0,19.0
formal,46107.15519568151,20.0,20.0
free,46070.56617456618,21.0,21.0
equat,45740.58608058608,22.0,22.0
class,45639.10655270656,23.0,23.0
properti,45469.83333333333,24.0,24.0
includ,44735.233618233615,25.0,25.0
issu,44591.20615384615,26.0,26.0
reynold,44095.89636752137,27.0,27.0
discuss,43699.33414733414,28.0,28.0
need,43174.25356125356,29.0,29.0
correspond,43055.29487179487,30.0,30.0
relat,43003.696923076925,31.0,31.0
record,42989.682983682986,32.0,32.0
repres,42968.52516619183,33.0,33.0
effect,42738.55141990625,34.0,34.0
interfer,42544.332658569496,35.0,35.0
paper,42438.35661656351,36.0,36.0
state,42410.97475961538,37.0,37.0
combin,42163.60398860399,38.0,38.0
figur,41935.197324414716,39.0,39.0
ideal-algol,41835.929487179485,40.0,40.0
illustr,41814.1763382816,41.0,41.0
theta,41800.488888888896,42.0,42.0
appendix,41315.00961538462,43.0,43.0
type-class,41262.73219373219,44.0,44.0
type-lambda-calculu,41169.09401709402,45.0,45.0
encod,40884.89973701513,46.0,46.0
extend,40767.69230769231,47.0,47.0
clear,40757.277264957265,48.0,48.0
import,40580.769230769234,49.0,49.0
event,40390.23931623931,50.0,50.0
typic,40293.16752136752,51.0,51.0
assum,40242.61217948718,52.0,52.0
construct,40189.77777777778,53.0,53.0
fact,40091.09045584045,54.0,54.0
implement,39704.325304325306,55.0,55.0
shown,39634.985754985755,56.0,56.0
constant,39361.80379041249,57.0,57.0
parametr-semant,39240.36923076923,58.0,58.0
provid,39194.09126984127,59.0,59.0
rule,38957.36714975846,60.0,60.0
local,38919.71179487179,61.0,61.0
sens,38877.519813519815,62.0,62.0
creat,38369.77045177045,63.0,63.0
treat,38080.84615384615,64.0,64.0
state-set,37893.114529914536,65.0,65.0
close,37571.01666666666,66.0,66.0
studi,37494.845128205125,67.0,67.0
class-instanc,37321.510256410256,68.0,68.0
satisfi,37311.33965068748,69.0,69.0
trace,37097.09698996655,70.0,70.0
access,36854.29141229141,71.0,71.0
context,36814.41321499014,72.0,72.0
develop,36781.86169386169,73.0,73.0
modifi,36659.24654832347,74.0,74.0
trace-set,36639.19526627219,75.0,75.0
field,36635.17806267806,76.0,76.0
equal,36626.44923076923,77.0,77.0
hoar,36516.10999628391,78.0,78.0
comm,36466.34931252322,79.0,79.0
paramet,36394.46455505279,80.0,80.0
side,36392.692307692305,81.0,81.0
global,36137.372586261474,82.0,82.0
counter-class,35972.668639053256,83.0,83.0
standard,35775.79324379324,84.0,84.0
arbitrari,35724.307692307695,85.0,85.0
open,35628.34931252323,86.0,86.0
collect,35613.339279078406,87.0,87.0
data-type,35593.92806267806,88.0,88.0
point,35420.70655270655,89.0,89.0
intern-state,35317.87639710717,90.0,90.0
fashion,34863.49816849817,91.0,91.0
framework,34427.02442002442,92.0,92.0
type-oper,34362.032634032636,93.0,93.0
write,34278.77350427351,94.0,94.0
dynam-storag,34104.17948717949,95.0,95.0
compon,33920.77397910731,96.0,96.0
basic,33853.08818958819,97.0,97.0
implicit,33815.19444444444,98.0,98.0
specifi,33798.99145299145,99.0,99.0
ideal,33673.74969474969,100.0,100.0
system,33580.40714840715,101.0,101.0
object-class,33502.43518518519,102.0,102.0
identifi,33497.43874643874,103.0,103.0
object-base-semant,33466.03010033445,104.0,104.0
free-identifi,33306.484459984466,105.0,105.0
type,33299.976258309594,106.0,106.0
observ,33264.69899665552,107.0,107.0
linear,32837.073906485675,108.0,108.0
hand,32821.32763532764,109.0,109.0
reason-principl,32679.79933110368,110.0,110.0
modula,32670.390145801906,111.0,111.0
relat-part,32487.846153846152,112.0,112.0
section,32360.97902097902,113.0,113.0
common,32327.258119658123,114.0,114.0
share,32291.400394477318,115.0,115.0
restrict,32183.431952662726,116.0,116.0
object,32099.88808532399,117.0,117.0
gamma,31889.527313266437,118.0,118.0
class-counter,31770.60683760684,119.0,119.0
motiv,31758.461538461535,120.0,120.0
sequenc,31650.75824175824,121.0,121.0
version,31605.811111111117,122.0,122.0
valu,31563.764957264957,123.0,123.0
read,31494.93425378041,124.0,124.0
scope,31355.2790346908,125.0,125.0
var-ffi,31226.69135802469,126.0,126.0
binari,31201.573426573425,127.0,127.0
coher-space,30942.892307692306,128.0,128.0
oper,30783.66929651545,129.0,129.0
client,30751.111111111113,130.0,130.0
foundat,30654.616770616776,131.0,131.0
program-languag,30644.0311965812,132.0,132.0
passiv,30568.01094017094,133.0,133.0
integr,30542.46153846153,134.0,134.0
specif,30478.4150777997,135.0,135.0
formula,30391.49758454106,136.0,136.0
argument,30365.80602006689,137.0,137.0
give,30333.05685618729,138.0,138.0
call,30332.4222368325,139.0,139.0
interpret,30260.85820731975,140.0,140.0
obtain,30257.37152777778,141.0,141.0
abstract,30212.84535028125,142.0,142.0
understood,30159.969610636275,143.0,143.0
show,30133.43162393162,144.0,144.0
variabl,29937.058952443567,145.0,145.0
time,29924.4884004884,146.0,146.0
denot,29915.594053619698,147.0,147.0
semant,29876.75535101177,148.0,148.0
integ,29828.864468864467,149.0,149.0
pair,29822.61072261072,150.0,150.0
rise,29749.593162393165,151.0,151.0
parametr,29623.95500036526,152.0,152.0
mitchel,29613.809116809112,153.0,153.0
algol,29588.11191467602,154.0,154.0
class-instanti,29586.312576312575,155.0,155.0
array,29532.049145299145,156.0,156.0
assert,29499.941679235795,157.0,157.0
languag,29445.060997881512,158.0,158.0
symmetr,29439.75279421434,159.0,159.0
captur,29421.37651821862,160.0,160.0
concept,29276.90740740741,161.0,161.0
semant-local-variabl,29208.220211161388,162.0,162.0
problem,29199.54415954416,163.0,163.0
major,29175.94366744367,164.0,164.0
expand,29156.39869281046,165.0,165.0
product,29150.74321813452,166.0,166.0
simpli,29040.2849002849,167.0,167.0
type-object,29002.037786774625,168.0,168.0
reason,28927.359777923884,169.0,169.0
express,28857.010416666668,170.0,170.0
init,28838.847578347577,171.0,171.0
appear,28817.062678062674,172.0,172.0
chang,28793.249572649573,173.0,173.0
