Name,IF,IFDenseRank,IFMinRank
theori,33353.06782106782,1.0,1.0
result,33227.81948051948,2.0,2.0
assumpt,31752.233285233284,3.0,3.0
framework,31647.46402246402,4.0,4.0
deriv,30603.193306693305,5.0,5.0
note,30093.007421150276,6.0,6.0
admiss,29403.43970315399,7.0,7.0
order,29029.87012987013,8.0,8.0
logic,28829.606288448394,9.0,9.0
case,28534.544752544753,10.0,10.0
admiss-prefer-semant,28494.544836116263,11.0,11.0
sentenc,27580.0,12.0,12.0
credul-reason-admiss,27179.431045145328,13.0,13.0
extens,26036.04136604137,14.0,14.0
sceptic-reason-admiss,25670.484848484844,15.0,15.0
flat,25510.884353741494,16.0,16.0
theorem,24473.316017316018,17.0,17.0
instanc,24280.52525252525,18.0,18.0
complex-result,23809.976539589443,19.0,19.0
reduct,23708.12905844156,20.0,20.0
prefer,23575.17272727273,21.0,21.0
exist,23460.325377325382,22.0,22.0
program,23244.17298701299,23.0,23.0
abstract,23169.06993006993,24.0,24.0
attack,22644.393939393936,25.0,25.0
proposit-logic,22592.484848484848,26.0,26.0
stabl,22588.553766233767,27.0,27.0
concret,22571.456043956045,28.0,28.0
construct,22396.022263450835,29.0,29.0
semant,21722.674144037785,30.0,30.0
lower,21441.753246753247,31.0,31.0
stabil,21378.8870523416,32.0,32.0
tabl,21198.62914862915,33.0,33.0
reason-semant,21010.760667903523,34.0,34.0
gener,20945.386363636364,35.0,35.0
present,20386.542857142857,36.0,36.0
level-polynomi-hierarchi,20370.484848484848,37.0,37.0
theorist-circumscript,20324.24289224289,38.0,38.0
monoton-deriv,20202.55194805195,39.0,39.0
classic,20127.13358070501,40.0,40.0
underli-monoton-logic,19959.897678079495,41.0,41.0
formula,19871.672077922078,42.0,42.0
theorist,19589.89898989899,43.0,43.0
paper,19477.77535977536,44.0,44.0
final,19448.06818181818,45.0,45.0
reduc,19335.939393939392,46.0,46.0
framework-theorist-circumscript,19268.135551948053,47.0,47.0
respect,19138.11570247934,48.0,48.0
normal-framework,19036.224489795914,49.0,49.0
local,18994.173881673883,50.0,50.0
reason,18955.398549502446,51.0,51.0
proposit,18818.492157193457,52.0,52.0
empti,18769.785714285714,53.0,53.0
shown,18595.544690603514,54.0,54.0
credul-sceptic-reason,18517.552123552123,55.0,55.0
admiss-prefer-argument,18515.73008073008,56.0,56.0
problem,18457.151796255694,57.0,57.0
complex,18445.081463990555,58.0,58.0
assum,18427.764127764127,59.0,59.0
prefer-extens,18391.405194805197,60.0,60.0
reason-underli,18312.132231404958,61.0,61.0
provid,18163.22609208973,62.0,62.0
argument,18061.06476640243,63.0,63.0
show,18000.285012285014,64.0,64.0
monoton,17966.667532467534,65.0,65.0
appli,17955.217893217894,66.0,66.0
mean,17928.75935828877,67.0,67.0
sceptic-reason-prefer,17897.506493506495,68.0,68.0
verifi,17733.70720188902,69.0,69.0
reason-prefer-semant,17705.957219251337,70.0,70.0
section,17608.413223140495,71.0,71.0
bondarenko,17412.080919080923,72.0,72.0
complet,17360.633496373754,73.0,73.0
simpl,17057.969303423848,74.0,74.0
comput,16918.99409681228,75.0,75.0
expect,16738.909090909092,76.0,76.0
circumscript,16664.892730645977,77.0,77.0
consequ,16657.11961722488,78.0,78.0
defin,16576.051948051947,79.0,79.0
stabl-extens,16473.489795918365,80.0,80.0
prove,16342.03404703405,81.0,81.0
default-reason,16227.534322820036,82.0,82.0
oracl,16161.584415584415,83.0,83.0
extend,16116.77922077922,84.0,84.0
logic-program,16073.86641929499,85.0,85.0
algorithm,16055.844155844155,86.0,86.0
interest,16037.140422077922,87.0,87.0
instanc-abstract-framework,16034.029133029135,88.0,88.0
practic,16015.945454545456,89.0,89.0
immedi,15998.583732057416,90.0,90.0
proof,15959.857817507167,91.0,91.0
featur,15918.985485103132,92.0,92.0
call,15905.493506493505,93.0,93.0
set-assumpt-admiss,15806.288770053474,94.0,94.0
credul-reason-prefer,15621.58905380334,95.0,95.0
true,15570.978896103896,96.0,96.0
standard-semant,15556.49420849421,97.0,97.0
consist,15553.151515151514,98.0,98.0
addit,15509.084415584415,99.0,99.0
assumpt-set-verif,15505.60296846011,100.0,100.0
contrari,15487.759980759982,101.0,101.0
hard,15448.346788346787,102.0,102.0
comput-complex,15254.820638820638,103.0,103.0
summari,15236.59925788497,104.0,104.0
coincid,15211.881712881715,105.0,105.0
reason-stabil-semant,15203.5547309833,106.0,106.0
abduct,15201.55844155844,107.0,107.0
prop,15182.56029684601,108.0,108.0
ident,14978.694463431302,109.0,109.0
propos,14978.202176202176,110.0,110.0
discuss,14971.067532467532,111.0,111.0
understood,14884.780182780181,112.0,112.0
harder,14866.32231404959,113.0,113.0
deriv-problem,14808.473304473304,114.0,114.0
give,14802.811097992919,115.0,115.0
trivial,14743.647272727272,116.0,116.0
domain,14691.862337662338,117.0,117.0
truth-assign,14684.729220779223,118.0,118.0
polynomi-hierarchi,14551.5,119.0,119.0
