Name,IF,IFDenseRank,IFMinRank
solut,90194.09507246377,1.0,1.0
variabl,88206.01431383075,2.0,2.0
iter,87872.60416666667,3.0,3.0
array,85509.05482041588,4.0,4.0
illustr,85470.77630749843,5.0,5.0
paper,85082.10028985508,6.0,6.0
requir,83699.49758454105,7.0,7.0
develop,82529.04699165569,8.0,8.0
problem,82145.41706924314,9.0,9.0
linear,81606.23913043478,10.0,10.0
program-execut-base,78773.18339595635,11.0,11.0
increment,78596.9420289855,12.0,12.0
set-linear-constraint,77844.6402016383,13.0,13.0
present,76828.92448512586,14.0,14.0
execut,76753.55261499685,15.0,15.0
detect-infeas,73828.33862433862,16.0,16.0
predic,73700.69128876421,17.0,17.0
satisfi,73627.31620553359,18.0,18.0
branch-predic-path,73458.91567852438,19.0,19.0
exist,72264.69404186794,20.0,20.0
indic,71876.99488491048,21.0,21.0
approxim,71699.7120352867,22.0,22.0
deriv-linear-arithmet,71350.52035886818,23.0,23.0
import,71349.10207939507,24.0,24.0
inconsist,71266.25258799171,25.0,25.0
orient,71126.40732265446,26.0,26.0
deriv,70904.2837716944,27.0,27.0
relax-techniqu,70780.70101986044,28.0,28.0
algorithm,69841.85959170952,29.0,29.0
figur,69797.5301542777,30.0,30.0
path-travers-input,69428.76972624798,31.0,31.0
function,69295.04630611524,32.0,32.0
refer,69178.12560386473,33.0,33.0
linear-function-input,68912.97942386831,34.0,34.0
approxim-solut,68819.94782608697,35.0,35.0
loop,68151.41622171369,36.0,36.0
arbitrarili-chosen-input,67920.5291005291,37.0,37.0
infeas,67547.02093397744,38.0,38.0
larg,67378.87681159421,39.0,39.0
set-constraint,66841.74595055413,40.0,40.0
outcom,66754.25428194994,41.0,41.0
gaussian-elimin,66725.55576559546,42.0,42.0
branch,65916.66666666667,43.0,43.0
autom-test-data,65830.40597602433,44.0,44.0
suitabl,65527.4599542334,45.0,45.0
depend,65412.89533011272,46.0,46.0
simultan,64496.93581780537,47.0,47.0
form,64222.726342711,48.0,48.0
solv-gaussian-elimin,64062.90170132325,49.0,49.0
select,64019.03933747412,50.0,50.0
represent,63664.21256038648,51.0,51.0
number,63411.052910052895,52.0,52.0
provid,63335.58962623952,53.0,53.0
refin,63255.28166351607,54.0,54.0
independ,62870.542767831765,55.0,55.0
step,62468.71309060917,56.0,56.0
hand,61960.723564143846,57.0,57.0
branch-predic-evalu,61956.63429951691,58.0,58.0
residu,61922.79863855951,59.0,59.0
languag,61635.057004830924,60.0,60.0
branch-condit-path,61575.27500447307,61.0,61.0
report,61488.88547882921,62.0,62.0
iter-refin,61127.61632341724,63.0,63.0
implement,61114.19082125604,64.0,64.0
execut-predic-slice,61099.99936988028,65.0,65.0
make,61071.13806254767,66.0,66.0
section,60343.92473938468,67.0,67.0
initi,59946.675191815855,68.0,68.0
repres,59939.013862633896,69.0,69.0
handl-array,59780.803312629396,70.0,70.0
nonlinear-function-input,59748.24016563146,71.0,71.0
found,59567.292490118576,72.0,72.0
note,59183.15217391304,73.0,73.0
program-figur,58970.04347826088,74.0,74.0
evalu,58757.54385964912,75.0,75.0
root,58346.65141113653,76.0,76.0
relat,58243.75896262395,77.0,77.0
test-data-path,58117.52257929007,78.0,78.0
desir,58110.96179183136,79.0,79.0
actual,58079.99160945843,80.0,80.0
innov,57152.42890149128,81.0,81.0
exampl,56828.24694515487,82.0,82.0
slice,56656.53846153847,83.0,83.0
consid,56251.60425120773,84.0,84.0
true,55969.93719806763,85.0,85.0
predic-slice-branch,55958.62318840579,86.0,86.0
path-infeas,55750.53864734299,87.0,87.0
fore,55686.608695652176,88.0,88.0
valu,55672.7682337693,89.0,89.0
input,55551.81334453546,90.0,90.0
path,55392.785409227756,91.0,91.0
practic,55229.91718426501,92.0,92.0
method,55119.71924665687,93.0,93.0
program-input-branch,55108.44268774703,94.0,94.0
