Name,IF,IFDenseRank,IFMinRank
synchron-oper,186071.95693639497,1.0,1.0
condit,183348.96358720143,2.0,2.0
memori,182884.43743427968,3.0,3.0
complet,182845.4414969888,4.0,4.0
oper,182171.61006989545,5.0,5.0
differ,181352.3974763407,6.0,6.0
acquir,179940.1120240628,7.0,7.0
requir,178958.72555205046,8.0,8.0
specif,178953.23659305993,9.0,9.0
simpl,178644.89154791686,10.0,10.0
similar,177781.39477242,11.0,11.0
propos,176507.71726002704,12.0,12.0
read,176028.63146687698,13.0,13.0
ensur,175521.43562467906,14.0,14.0
programm,175464.68971608832,15.0,15.0
data-oper,175407.4693494757,16.0,16.0
shown,174993.3654325087,17.0,17.0
weak-order-releas,173344.79269941416,18.0,18.0
issu,173012.02379450202,19.0,19.0
program-order,172153.97041227022,20.0,20.0
tion,171886.67996336624,21.0,21.0
program-data-race,170507.3158285396,22.0,22.0
uniprocessor,170469.2480642386,23.0,23.0
delay,170184.1478143308,24.0,24.0
provid,169872.52070189276,25.0,25.0
assum,169580.21003358095,26.0,26.0
distinguish,169477.0400132824,27.0,27.0
defin,168603.28336305034,28.0,28.0
base,167559.26708727656,29.0,29.0
data-race-free,167407.68002259993,30.0,30.0
optim,166853.37443839022,31.0,31.0
form,165988.72567338028,32.0,32.0
releas,165979.88495082577,33.0,33.0
return-read,163282.53799827932,34.0,34.0
definit-data-race,161448.02839116717,35.0,35.0
conflict,159869.02437625467,36.0,36.0
work,159741.69716088325,37.0,37.0
lead,159428.8776995875,38.0,38.0
valu,158466.0901682439,39.0,39.0
note,158274.69242902208,40.0,40.0
discuss,157646.34858044164,41.0,41.0
directli,157113.06246056783,42.0,42.0
pair-releas,157072.65810943107,43.0,43.0
hardwar-behav,156515.53902071045,44.0,44.0
motiv,155961.41554344707,45.0,45.0
pair,155417.59208093115,46.0,46.0
unpair-synchron-oper,155016.68744479492,47.0,47.0
memori-oper-order,154119.94695642014,48.0,48.0
common,153765.90851735015,49.0,49.0
initi,153062.84858044164,50.0,50.0
programm-prefer-reason,152699.71264697448,51.0,51.0
figur,152663.82965299685,52.0,52.0
figur-show,152456.94964364995,53.0,53.0
memori-oper-program,152175.1209710602,54.0,54.0
appear,152163.3972134595,55.0,55.0
impos,151449.3361678782,56.0,56.0
call,151214.0521938629,57.0,57.0
gener,150252.97160883283,58.0,58.0
extend,149282.07003154577,59.0,59.0
unifi-model,148364.42586750785,60.0,60.0
respect,147971.4551419558,61.0,61.0
consist-vax-model,147693.83215036802,62.0,62.0
return,147158.01130389064,63.0,63.0
explicit,145453.7726369903,64.0,64.0
oper-execut,145411.10914826498,65.0,65.0
program-correctli-synchron,145101.1416554003,66.0,66.0
suffici,144301.95318611988,67.0,67.0
assumpt,144206.58560367077,68.0,68.0
mechan,144179.70172957686,69.0,69.0
notion,143461.81129911097,70.0,70.0
execut-processor,143441.0304942166,71.0,71.0
control,142581.16547175223,72.0,72.0
exhibit,142001.35869363518,73.0,73.0
interlock,141691.25771499108,74.0,74.0
test,141593.06696300543,75.0,75.0
restrict,141092.24301904428,76.0,76.0
order-program,140942.37473020089,77.0,77.0
previou,140123.44900105151,78.0,78.0
sequenti-consist-execut,139898.85804416402,79.0,79.0
ensur-sequenti-consist,139692.08632061945,80.0,80.0
futur,139276.03364879073,81.0,81.0
character,138978.4868559411,82.0,82.0
preced,138828.45241850684,83.0,83.0
unset,138338.20164037854,84.0,84.0
