Name,IF,IFDenseRank,IFMinRank
vertic,30144.30303030303,1.0,1.0
problem,27319.810956790123,2.0,2.0
section,27105.997150997155,3.0,3.0
method,26470.513668430336,4.0,4.0
linear,24319.506704980842,5.0,5.0
vertex,24077.934865900384,6.0,6.0
scheme,24041.333333333336,7.0,7.0
gener,23772.61651234568,8.0,8.0
part,23394.935672514617,9.0,9.0
boundari,22928.84700176367,10.0,10.0
convex-combin-morph,22778.112433862432,11.0,11.0
triangl,22536.421095008052,12.0,12.0
morph-triangul,22154.32098765432,13.0,13.0
simpl,22081.597222222223,14.0,14.0
convex,21789.766908212558,15.0,15.0
embed,21362.931159420288,16.0,16.0
morph-planar,21180.16975308642,17.0,17.0
manner,20502.915277777778,18.0,18.0
valid,20431.115555555552,19.0,19.0
straight-line,19928.118908382065,20.0,20.0
parameter,19747.166666666668,21.0,21.0
result,19731.437037037038,22.0,22.0
triangul,19359.034893689986,23.0,23.0
morph,19221.608281893004,24.0,24.0
trajectori,19092.786324786324,25.0,25.0
construct,18926.606753812637,26.0,26.0
represent,18779.777777777777,27.0,27.0
cult,18734.708994708995,28.0,28.0
star,18624.194101508918,29.0,29.0
demonstr,18448.32962962963,30.0,30.0
linearli,18348.957407407408,31.0,31.0
similar,18343.781676413255,32.0,32.0
separ,18307.017676767675,33.0,33.0
signiflcantli,18295.680555555555,34.0,34.0
region,18123.3918128655,35.0,35.0
flnd,18056.10740740741,36.0,36.0
local,17965.85648148148,37.0,37.0
triangl-area,17814.65527065527,38.0,38.0
preserv,17697.9,39.0,39.0
figur,17556.47736625514,40.0,40.0
reduc,17457.446913580246,41.0,41.0
gotsman-surazhski,17383.173703703706,42.0,42.0
present,17274.127492877495,43.0,43.0
interpol,17271.553583676272,44.0,44.0
linear-reduc-scheme,17246.42255892256,45.0,45.0
speciflc,17229.640350877195,46.0,46.0
flgure,17153.530092592595,47.0,47.0
textur,17143.82894736842,48.0,48.0
gotsman,17069.96376811594,49.0,49.0
approach,17016.79475308642,50.0,50.0
shape,16841.36016803841,51.0,51.0
case,16836.47736625514,52.0,52.0
techniqu,16784.444444444445,53.0,53.0
base,16763.951646090532,54.0,54.0
polygon,16700.595679012345,55.0,55.0
work,16682.72507122507,56.0,56.0
solut,16629.251543209877,57.0,57.0
approxim,16538.81893004115,58.0,58.0
improv,16510.030303030304,59.0,59.0
power,16461.083333333336,60.0,60.0
compat,16433.23182441701,61.0,61.0
smooth,16394.611625514404,62.0,62.0
choos,16349.713333333335,63.0,63.0
ident,16333.676470588234,64.0,64.0
smooth-morph,16205.092592592591,65.0,65.0
planar,16202.836762688614,66.0,66.0
stick-flgure,16154.67933723197,67.0,67.0
independ,16142.075757575758,68.0,68.0
applic,16092.585048010975,69.0,69.0
coordin,16085.959770114943,70.0,70.0
compat-triangul,15972.020747599452,71.0,71.0
morph-intermedi-triangul,15964.904320987655,72.0,72.0
valid-linear-morph,15957.642156862743,73.0,73.0
subset,15853.661522633744,74.0,74.0
properti,15793.749074074078,75.0,75.0
type,15789.262174211248,76.0,76.0
point,15764.430641289437,77.0,77.0
appli,15749.118912894375,78.0,78.0
local-scheme,15745.701058201059,79.0,79.0
linear-morph-invalid,15743.826510721246,80.0,80.0
import,15705.179487179488,81.0,81.0
area,15695.80303030303,82.0,82.0
natur,15592.69938271605,83.0,83.0
barycentr-coordin-interior,15540.979302832242,84.0,84.0
stick,15539.711934156378,85.0,85.0
test,15524.93137254902,86.0,86.0
introduct,15477.070707070707,87.0,87.0
origin,15474.747126436781,88.0,88.0
algorithm,15472.561728395061,89.0,89.0
sourc-target,15382.936507936507,90.0,90.0
piecewis,15376.753812636167,91.0,91.0
assum,15365.711574074076,92.0,92.0
result-morph,15358.3373015873,93.0,93.0
floater,15330.858148148149,94.0,94.0
homeomorph,15300.952380952378,95.0,95.0
check,15293.12865497076,96.0,96.0
number,15240.962962962962,97.0,97.0
practic,15216.024691358023,98.0,98.0
simpl-polygon,15173.754886831275,99.0,99.0
note,15136.456140350876,100.0,100.0
geometri,15081.384259259257,101.0,101.0
graph,15076.3311042524,102.0,102.0
optim,15063.143004115223,103.0,103.0
shape-blend,15061.267489711934,104.0,104.0
trajectori-interior-vertic,15019.277777777777,105.0,105.0
previou,15018.698611111113,106.0,106.0
tile,14924.461419753085,107.0,107.0
surazhski,14889.834876543207,108.0,108.0
physic,14885.200617283948,109.0,109.0
travel,14866.444444444445,110.0,110.0
system,14847.194444444443,111.0,111.0
surfac,14830.733024691357,112.0,112.0
user,14830.42695473251,113.0,113.0
desir,14818.220797720798,114.0,114.0
imag,14810.864883401919,115.0,115.0
trajectori-morph,14735.046296296296,116.0,116.0
area-improv,14709.604166666666,117.0,117.0
intersect,14703.109788359787,118.0,118.0
joint,14634.962705761318,119.0,119.0
interior,14634.936819172113,120.0,120.0
close,14605.885185185185,121.0,121.0
boundari-vertic,14577.966666666667,122.0,122.0
warp,14529.57561728395,123.0,123.0
denot,14513.029239766081,124.0,124.0
guarante,14489.490299823632,125.0,125.0
theori,14405.620541838132,126.0,126.0
perform,14394.671455938698,127.0,127.0
figur-show,14374.245169082125,128.0,128.0
free,14279.72590877915,129.0,129.0
decomposit,14212.113854595336,130.0,130.0
dash,14140.316666666666,131.0,131.0
inject,14073.975308641973,132.0,132.0
defln,14069.484674329502,133.0,133.0
