Name,IF,IFDenseRank,IFMinRank
hash,77303.77777777777,1.0,1.0
rule,75094.4621318373,2.0,2.0
nonc,74930.79397081412,3.0,3.0
encrypt,74459.57414874551,4.0,4.0
send,74341.49663978493,5.0,5.0
messag,73862.75099846389,6.0,6.0
model,73335.0120560443,7.0,7.0
prove,68762.57316503038,8.0,8.0
includ,67001.71669004207,9.0,9.0
attack,66270.24086021505,10.0,10.0
client-key-exchang,66255.77395979429,11.0,11.0
pre-master-secret,66206.99999999999,12.0,12.0
state,65946.40756823821,13.0,13.0
parti,65565.16129032258,14.0,14.0
isabel,65018.18873797396,15.0,15.0
number,64769.555210918115,16.0,16.0
nish-messag,63367.172043010745,17.0,17.0
certic-verifi,62952.241935483864,18.0,18.0
properti,62024.473118279566,19.0,19.0
specic,60377.51612903225,20.0,20.0
detail,60359.91687344913,21.0,21.0
tlsx,60255.48667601682,22.0,22.0
master-secret,60176.75806451612,23.0,23.0
theorem,58127.70967741935,24.0,24.0
exchang,57984.473118279566,25.0,25.0
form,57832.26344086022,26.0,26.0
nish,57773.75455820476,27.0,27.0
goal,57754.536866359434,28.0,28.0
item,57412.218793828884,29.0,29.0
relat,57260.83870967742,30.0,30.0
note,56738.03225806451,31.0,31.0
gener,56637.40012406948,32.0,32.0
event,55822.62467997951,33.0,33.0
authent-protocol,55721.31989247311,34.0,34.0
induct-method,55700.83191850593,35.0,35.0
popul,53483.996057347664,36.0,36.0
secret,53479.502067824644,37.0,37.0
check,53458.35899315737,38.0,38.0
ident,53211.25268817204,39.0,39.0
certic,53018.373071528746,40.0,40.0
simpli,53006.03423882286,41.0,41.0
possibl,52608.27092099111,42.0,42.0
examin,52330.83904569892,43.0,43.0
messag-compon,52144.26395289297,44.0,44.0
present,51981.15120967742,45.0,45.0
expect,51413.79966044142,46.0,46.0
assumpt,51168.68045815801,47.0,47.0
essenti,51051.015360983096,48.0,48.0
protocol-model,51049.76612903226,49.0,49.0
assum,50762.854838709674,50.0,50.0
order,50687.85452245414,51.0,51.0
identi,50590.62903225806,52.0,52.0
trace,50518.294354838705,53.0,53.0
cryptograph,50013.22177419354,54.0,54.0
session-resumpt,49223.02073732718,55.0,55.0
recurs,48748.19071873231,56.0,56.0
limit,48344.31518817204,57.0,57.0
