Name,IF,IFDenseRank,IFMinRank
reduc,189924.2615815557,1.0,1.0
constraint,189081.8431372549,2.0,2.0
algorithm,186829.77634803922,3.0,3.0
relat,186318.51062376171,4.0,4.0
store,185732.12264365205,5.0,5.0
maintain,183297.47030812327,6.0,6.0
updat,177615.07077497663,7.0,7.0
maintain-view,177546.1804721889,8.0,8.0
section,174047.25583566757,9.0,9.0
set-auxiliari-view,172633.15779645188,10.0,10.0
order,166479.37721755367,11.0,11.0
appli,166226.32457983194,12.0,12.0
show,163480.1477331673,13.0,13.0
deriv,161239.92455648925,14.0,14.0
rejuven,159721.65577342044,15.0,15.0
make,157940.57598039217,16.0,16.0
addit,154792.29299719888,17.0,17.0
view,150095.57043994067,18.0,18.0
data,149989.09526163407,19.0,19.0
mainten,148879.14921262622,20.0,20.0
warehous,148775.18386178,21.0,21.0
tabl,148719.3697008215,22.0,22.0
inform,148706.49997253803,23.0,23.0
base,148170.1806212681,24.0,24.0
requir,147936.91364388893,25.0,25.0
select,147916.813007556,26.0,26.0
join,147490.77899395052,27.0,27.0
condit,147273.14536795107,28.0,28.0
express,147219.20236329825,29.0,29.0
gener,147052.17388131723,30.0,30.0
problem,146630.05249158488,31.0,31.0
queri,146437.4176964904,32.0,32.0
insert,146232.24732856106,33.0,33.0
access,146007.29294855197,34.0,34.0
approach,145942.69558019284,35.0,35.0
comput,145852.66812607396,36.0,36.0
materi-view,145453.87157215827,37.0,37.0
case,145402.44140008945,38.0,38.0
modifi,145392.80672268907,39.0,39.0
data-warehous,145094.62902808184,40.0,40.0
sourc,145093.72533327056,41.0,41.0
databas,145069.14824753432,42.0,42.0
knowledg,144584.19074296387,43.0,43.0
auxiliari-view-maintain,144266.30881372158,44.0,44.0
wareh,144256.4600742258,45.0,45.0
data-sourc,144056.82753101242,46.0,46.0
integr,143981.53981592637,47.0,47.0
effici,143443.8928434119,48.0,48.0
increment-mainten,143216.33712308452,49.0,49.0
multipl,143008.99453114579,50.0,50.0
result,142979.86222637203,51.0,51.0
queri-data,142892.22381501622,52.0,52.0
tupl,142727.64059469942,53.0,53.0
applic,142634.24885248218,54.0,54.0
depend,142400.8000533547,55.0,55.0
function,142336.71041750035,56.0,56.0
tree,142314.79845271443,57.0,57.0
issu,142246.8514935386,58.0,58.0
view-data,142246.53676372507,59.0,59.0
transact,142061.32589506393,60.0,60.0
structur,141536.70795376974,61.0,61.0
engin,141405.31431396084,62.0,62.0
relat-view,141391.88513052283,63.0,63.0
california,141111.76498050202,64.0,64.0
distribut,140814.24169667868,65.0,65.0
key-referenti-integr,140814.18767507002,66.0,66.0
manag,140744.86288633102,67.0,67.0
data-wareh-environ,140691.7444624909,68.0,68.0
inclus,140642.05752889393,69.0,69.0
project,140272.33974880274,70.0,70.0
work,140038.95349870718,71.0,71.0
interest,139588.8469505449,72.0,72.0
multi,139480.9259311568,73.0,73.0
maintain-data,139468.42566046026,74.0,74.0
independ,139432.85028521213,75.0,75.0
framework,139240.67878131644,76.0,76.0
increment,139176.78902149096,77.0,77.0
semant,139068.36085022244,78.0,78.0
theodorato,139047.26219899725,79.0,79.0
februari,139047.26219899725,79.0,79.0
larg-data-base,139047.26219899725,79.0,79.0
inform-system,139047.26219899725,79.0,79.0
jian,139047.26219899725,79.0,79.0
bruce,139047.26219899725,79.0,79.0
septemb,139047.26219899725,79.0,79.0
complement,139047.26219899725,79.0,79.0
proceed-acm-intern,139047.26219899725,79.0,79.0
acm-sigmod-record,139047.26219899725,79.0,79.0
journal,139047.26219899725,79.0,79.0
lechtenbrg,139047.26219899725,79.0,79.0
olap-novemb,139047.26219899725,79.0,79.0
summari,139047.26219899725,79.0,79.0
cube,139047.26219899725,79.0,79.0
mohania,139047.26219899725,79.0,79.0
handbook,139047.26219899725,79.0,79.0
wareh-environ,139047.26219899725,79.0,79.0
workshop-data-wareh,139047.26219899725,79.0,79.0
unit-state,139047.26219899725,79.0,79.0
june,139047.26219899725,79.0,79.0
intern-confer-manag,139047.26219899725,79.0,79.0
singh,139047.26219899725,79.0,79.0
transact-databas-system,139047.26219899725,79.0,79.0
aggreg,139047.26219899725,79.0,79.0
intern,139047.26219899725,79.0,79.0
design,139047.26219899725,79.0,79.0
proceed,139047.26219899725,79.0,79.0
china,139047.26219899725,79.0,79.0
inderp,139047.26219899725,79.0,79.0
rundenstein,139047.26219899725,79.0,79.0
proceed-acm-sigmod,139047.26219899725,79.0,79.0
wang,139047.26219899725,79.0,79.0
dimitri,139047.26219899725,79.0,79.0
zhang,139047.26219899725,79.0,79.0
vossen,139047.26219899725,79.0,79.0
yang,139047.26219899725,79.0,79.0
press,139047.26219899725,79.0,79.0
discov,138843.6728024543,80.0,117.0
heterogen,138658.99767750237,81.0,118.0
ladjel,138079.32538505597,82.0,119.0
madison,138079.32538505597,82.0,119.0
spyrato,138079.32538505597,82.0,119.0
laurent,138079.32538505597,82.0,119.0
jennif-widom,138079.32538505597,82.0,119.0
simplif,138079.32538505597,82.0,119.0
sigart,138079.32538505597,82.0,119.0
yanni,138079.32538505597,82.0,119.0
busi,138079.32538505597,82.0,119.0
data-wareh-system,138079.32538505597,82.0,119.0
virginia,138079.32538505597,82.0,119.0
arvind,138079.32538505597,82.0,119.0
mukesh,138079.32538505597,82.0,119.0
schug,138079.32538505597,82.0,119.0
