Name,IF,IFDenseRank,IFMinRank
graph,49200.05172413793,1.0,1.0
problem,39384.354166666664,2.0,2.0
result,37221.46467391304,3.0,3.0
quasi-unit-disk,36675.93260869565,4.0,4.0
embed,35685.556547619046,5.0,5.0
approxim,35321.23715277777,6.0,6.0
internet,34820.19346590909,7.0,7.0
plane,33912.09375,8.0,8.0
field,33654.84005681818,9.0,9.0
lower-bound,33528.225,10.0,10.0
applic,33402.81051136364,11.0,11.0
model,32282.301562499997,12.0,12.0
graph-euclidean,32164.758552631574,13.0,13.0
unit-disk-graph,31973.26640625,14.0,14.0
node,31859.135156250002,15.0,15.0
order,31733.966250000005,16.0,16.0
connect,30973.435625000002,17.0,17.0
embed-unit-disk,30871.949999999997,18.0,18.0
distanc,30841.6623046875,19.0,19.0
comput,30686.918671875,20.0,20.0
network,30670.28125,21.0,21.0
coordin,30653.665625,22.0,22.0
predict,30613.491118421054,23.0,23.0
base,30552.0045703125,24.0,24.0
cage,30428.577976190474,25.0,25.0
algorithm,30314.356875000005,26.0,26.0
guarante,30258.4365234375,27.0,27.0
locat,30145.663125,28.0,28.0
inform,30142.590937499997,29.0,29.0
determin,30050.186523437504,30.0,30.0
direct,29992.391129032258,31.0,31.0
rout,29941.508710937505,32.0,32.0
least,29749.380357142854,33.0,33.0
sigcomm,29743.3265625,34.0,34.0
sensor-network,29721.3446875,35.0,35.0
posit,29619.377304687503,36.0,36.0
geometri,29608.644375000003,37.0,37.0
theoret,29578.5846875,38.0,38.0
larg,29539.127812500003,39.0,39.0
hoc-sensor-network,29407.511875,40.0,40.0
practic,29387.13390625,41.0,41.0
topolog,29346.372070312504,42.0,42.0
multi-hop,29320.325,43.0,43.0
approxim-scheme,29245.1080078125,44.0,44.0
constraint,29223.351953125002,45.0,45.0
rang,29092.438671875003,46.0,46.0
organ,29027.56640625,47.0,47.0
number,28967.015000000003,48.0,48.0
transmiss,28886.701289062497,49.0,49.0
approach,28867.688789062497,50.0,50.0
assum,28789.226814516125,51.0,51.0
recognit,28752.123750000002,52.0,52.0
wireless,28748.756445312498,53.0,53.0
interest,28701.78125,54.0,54.0
theori,28490.59852941176,55.0,55.0
sequenc,28424.303203125004,56.0,56.0
paper,28241.561607142856,57.0,57.0
goal,28193.377500000006,58.0,58.0
intract,28037.728125,59.0,59.0
geometr,28037.728125,59.0,59.0
geograph,27868.4175,60.0,61.0
mere,27697.666757812505,61.0,62.0
local,27697.666757812505,61.0,62.0
realiz,27569.94226190476,62.0,64.0
introduct,27424.320000000003,63.0,65.0
joint,27351.8875,64.0,66.0
lehmann,27351.8875,64.0,66.0
katharina,27351.8875,64.0,66.0
champaign,27351.8875,64.0,66.0
klein,27351.8875,64.0,66.0
sedona,27351.8875,64.0,66.0
emin,27351.8875,64.0,66.0
transact,27351.8875,64.0,66.0
steiner,27351.8875,64.0,66.0
girishkumar,27351.8875,64.0,66.0
roger,27351.8875,64.0,66.0
network-proceed,27351.8875,64.0,66.0
distribut,27351.8875,64.0,66.0
septemb,27351.8875,64.0,66.0
krller,27351.8875,64.0,66.0
feket,27351.8875,64.0,66.0
februari,27351.8875,64.0,66.0
gupta,27351.8875,64.0,66.0
thoma,27351.8875,64.0,66.0
aspect,27351.8875,64.0,66.0
papadimitri,27351.8875,64.0,66.0
proceed,27351.8875,64.0,66.0
odel,27351.8875,64.0,66.0
robust,27351.8875,64.0,66.0
itali,27351.8875,64.0,66.0
scienc,27351.8875,64.0,66.0
gianni,27351.8875,64.0,66.0
rohan,27351.8875,64.0,66.0
unifi,27351.8875,64.0,66.0
germani,27351.8875,64.0,66.0
funk,27351.8875,64.0,66.0
ieeeacm,27351.8875,64.0,66.0
workshop,27351.8875,64.0,66.0
cologn,27351.8875,64.0,66.0
mane,27351.8875,64.0,66.0
april,27351.8875,64.0,66.0
annual,27351.8875,64.0,66.0
region,27351.8875,64.0,66.0
southeast,27351.8875,64.0,66.0
boundari,27351.8875,64.0,66.0
conjectur,27351.8875,64.0,66.0
mobil,27351.8875,64.0,66.0
determinist,27351.8875,64.0,66.0
march,27351.8875,64.0,66.0
discret,27351.8875,64.0,66.0
cambridg,27351.8875,64.0,66.0
genet,27351.8875,64.0,66.0
denni,27351.8875,64.0,66.0
multicast,27351.8875,64.0,66.0
moscibroda,27351.8875,64.0,66.0
foundat,27351.8875,64.0,66.0
philadelphia,27351.8875,64.0,66.0
mitchel,27351.8875,64.0,66.0
joseph,27351.8875,64.0,66.0
seventeenth,27351.8875,64.0,66.0
deliveri,27351.8875,64.0,66.0
process,27351.8875,64.0,66.0
evolut,27351.8875,64.0,66.0
meghanathan,27351.8875,64.0,66.0
ital,27351.8875,64.0,66.0
kuhn,27351.8875,64.0,66.0
alexand,27351.8875,64.0,66.0
hole,27351.8875,64.0,66.0
tree,27351.8875,64.0,66.0
christo,27351.8875,64.0,66.0
amitabh,27351.8875,64.0,66.0
regina,27351.8875,64.0,66.0
miami,27351.8875,64.0,66.0
unstabl,27351.8875,64.0,66.0
sabhnani,27351.8875,64.0,66.0
aaron,27351.8875,64.0,66.0
intern,27351.8875,64.0,66.0
convex,27351.8875,64.0,66.0
octob,27351.8875,64.0,66.0
mirjam,27351.8875,64.0,66.0
januari,27351.8875,64.0,66.0
michael,27351.8875,64.0,66.0
wattenhof,27351.8875,64.0,66.0
june,27351.8875,64.0,66.0
stefan,27351.8875,64.0,66.0
confer,27351.8875,64.0,66.0
basu,27351.8875,64.0,66.0
hide,27351.8875,64.0,66.0
florenc,27351.8875,64.0,66.0
christian,27351.8875,64.0,66.0
novemb,27351.8875,64.0,66.0
gianfranco,27351.8875,64.0,66.0
pfister,27351.8875,64.0,66.0
extract,27351.8875,64.0,66.0
urbana,27351.8875,64.0,66.0
sndor,27351.8875,64.0,66.0
saikat,27351.8875,64.0,66.0
arizona,27351.8875,64.0,66.0
seventh,27351.8875,64.0,66.0
relat,27351.8875,64.0,66.0
kaufmann,27351.8875,64.0,66.0
angl,27351.8875,64.0,66.0
florida,27351.8875,64.0,66.0
david,27351.8875,64.0,66.0
fischer,27351.8875,64.0,66.0
natarajan,27351.8875,64.0,66.0
stabl,27351.8875,64.0,66.0
