Name,IF,IFDenseRank,IFMinRank
result,39719.42317275747,1.0,1.0
theorem,34638.97956307259,2.0,2.0
subexponenti,34491.46288014312,3.0,3.0
paper,33642.99418604651,4.0,4.0
approxim,33628.71802325582,5.0,5.0
arriv,33025.34712722298,6.0,6.0
random-variabl,32368.13953488372,7.0,7.0
larg,32238.33810375671,8.0,8.0
lemma,28775.383036935702,9.0,9.0
section,28112.21534883721,10.0,10.0
stationari,28066.218878248972,11.0,11.0
fluid,27854.376321353066,12.0,12.0
present,27732.49224806201,13.0,13.0
defin,27588.218194254445,14.0,14.0
bound,27272.40082079343,15.0,15.0
buffer,27173.112050739957,16.0,16.0
recurs,27005.57581395349,17.0,17.0
assum,26890.87033121917,18.0,18.0
sequenc,26417.086762075134,19.0,19.0
investig,26395.187414500684,20.0,20.0
model,25896.104651162786,21.0,21.0
infinit-buffer-queue,25848.403398926657,22.0,22.0
queue-process,24917.70348837209,23.0,23.0
obtain,24904.503171247357,24.0,24.0
deriv,24766.95075239398,25.0,25.0
assumpt,24346.56976744186,26.0,26.0
repres,24247.831842576026,27.0,27.0
analysi,24241.117369186046,28.0,28.0
function,23846.28488372093,29.0,29.0
buffer-size,23604.279069767443,30.0,30.0
yield,23590.727770177837,31.0,31.0
subexponenti-distribut,23272.83344733242,32.0,32.0
similar,23186.03312191684,33.0,33.0
infinit,23123.89383215369,34.0,34.0
converg,23094.233023255816,35.0,35.0
equival,23006.33222591362,36.0,36.0
character,22423.31053351573,37.0,37.0
found,21983.953488372088,38.0,38.0
system,21952.485465116275,39.0,39.0
stream,21899.767441860466,40.0,40.0
combin,21783.837209302324,41.0,41.0
show,21584.302325581397,42.0,42.0
long-tail-arriv,21416.484143763217,43.0,43.0
case,21204.49612403101,44.0,44.0
equat,21027.92385596399,45.0,45.0
proof,21005.390768146586,46.0,46.0
clear,20832.492248062015,47.0,47.0
impli,20814.82900136799,48.0,48.0
demonstr,20788.458773784358,49.0,49.0
equal,20746.32660738714,50.0,50.0
finit,20710.385658914725,51.0,51.0
sourc,20616.8282647585,52.0,52.0
behavior,20494.744186046515,53.0,53.0
arriv-process,20353.19630642955,54.0,54.0
rate,20350.80369357045,55.0,55.0
queue,20178.927122769066,56.0,56.0
process,20169.00865332612,57.0,57.0
observ,20059.600000000002,58.0,58.0
distribut,19930.66833423472,59.0,59.0
satisfi,19773.95690834473,60.0,60.0
queue-length-distribut,19772.863233665554,61.0,61.0
long-rang-depend,19679.857973421924,62.0,62.0
exist,19644.186046511626,63.0,63.0
design,19488.008720930233,64.0,64.0
gigi-queue,19433.246511627905,65.0,65.0
express,19411.915433403803,66.0,66.0
figur,19407.77536997886,67.0,67.0
overflow,19299.61240310077,68.0,68.0
denot,19259.29625884732,69.0,69.0
conclud-proof,19250.9496124031,70.0,70.0
comput,19059.24012979989,71.0,71.0
singl,18860.958543983823,72.0,72.0
period,18819.70588235294,73.0,73.0
stochast,18752.38732959102,74.0,74.0
time,18748.280016224984,75.0,75.0
similarli,18680.54651162791,76.0,76.0
formula,18656.45348837209,77.0,77.0
loss,18655.13750676041,78.0,78.0
correspond,18577.782489740082,79.0,79.0
asymptot,18371.978096268253,80.0,80.0
flow,18369.49541930937,81.0,81.0
activ-period,18361.360465116282,82.0,82.0
proof-lemma,18300.39713774598,83.0,83.0
simul,18297.0,84.0,84.0
interest,18284.537790697672,85.0,85.0
switch,18145.0121124031,86.0,86.0
probabl,18128.166576527852,87.0,87.0
addit,18039.480972515856,88.0,88.0
fluid-queue,17994.617901568414,89.0,89.0
multipl,17967.004919499104,90.0,90.0
variabl,17922.942472460218,91.0,91.0
length,17846.68336314848,92.0,92.0
introduct,17842.44186046512,93.0,93.0
pake,17820.744186046508,94.0,94.0
number,17790.18336314848,95.0,95.0
proof-theorem,17673.456976744186,96.0,96.0
asymptot-behavior,17666.80530016225,97.0,97.0
standard,17518.159156976744,98.0,98.0
random,17385.06818181818,99.0,99.0
gener,17383.19294213088,100.0,100.0
regularli-vari,17358.25444596443,101.0,101.0
definit,17303.91029900332,102.0,102.0
unit,17237.04429678848,103.0,103.0
preliminari,17231.284053156145,104.0,104.0
independ,17215.91860465116,105.0,105.0
special,17130.75687103594,106.0,106.0
accuraci,17110.20048115477,107.0,107.0
claim,17082.563307493536,108.0,108.0
stochast-larger,16989.320494186046,109.0,109.0
markov,16987.04651162791,110.0,110.0
loss-rate-fluid,16984.03398926655,111.0,111.0
discret-time,16950.632558139532,112.0,112.0
note,16887.716429107273,113.0,113.0
queue-occup,16807.85973837209,114.0,114.0
tail,16779.309085992427,115.0,115.0
order,16602.5911872705,116.0,116.0
long,16588.43291592129,117.0,117.0
fluctuat,16577.16214470284,118.0,118.0
recent,16530.783353733168,119.0,119.0
initi-condit,16497.39906976744,120.0,120.0
theorem-yield,16419.95581395349,121.0,121.0
choos,16409.652386780905,122.0,122.0
finit-buffer-long,16250.81395348837,123.0,123.0
renew,16206.932021466906,124.0,124.0
finit-buffer-queue,16194.812060573284,125.0,125.0
point,16189.00458069063,126.0,126.0
multiplex,16133.328961600864,127.0,127.0
proof-section,16090.152998776011,128.0,128.0
numer,16053.722790697675,129.0,129.0
refer,15913.105263157895,130.0,130.0
exponenti,15869.312117503057,131.0,131.0
arriv-servic,15859.684385382061,132.0,132.0
explicit-asymptot,15852.815321477427,133.0,133.0
increment,15771.723044397464,134.0,134.0
applic,15659.679826933478,135.0,135.0
traffic,15640.441319632233,136.0,136.0
plot,15635.150387596897,137.0,137.0
explor,15586.667958656328,138.0,138.0
queue-system,15558.096268253108,139.0,139.0
servic,15488.436992969173,140.0,140.0
preced,15482.34199726402,141.0,141.0
unit-circl,15480.9511627907,142.0,142.0
wait-time,15439.331530557058,143.0,143.0
lambda,15403.008891928863,144.0,144.0
engin,15389.938226744187,145.0,145.0
prove,15237.915026833633,146.0,146.0
begin,15219.556553911205,147.0,147.0
uniqu,15133.94,148.0,148.0
root,15116.976060191517,149.0,149.0
content,15115.589389534884,150.0,150.0
simpl,15079.17718715393,151.0,151.0
discuss,15028.4711627907,152.0,152.0
arriv-sequenc,14917.39534883721,153.0,153.0
life,14896.019027484144,154.0,154.0
depend,14851.778385772915,155.0,155.0
formal,14836.448504983386,156.0,156.0
chapter,14809.042790697677,157.0,157.0
asymptot-relat,14799.735377026074,158.0,158.0
solid,14686.91206395349,159.0,159.0
theori,14643.468090859924,160.0,160.0
expect,14577.872093023254,161.0,161.0
natur,14564.300249169435,162.0,162.0
basic,14521.982281284607,163.0,163.0
constant,14497.143410852714,164.0,164.0
commun-network,14428.026162790698,165.0,165.0
intermedi,14422.689466484268,166.0,166.0
input,14403.330043266631,167.0,167.0
situat,14373.172757475082,168.0,168.0
integ-valu,14303.680408738548,169.0,169.0
limit,14272.120064899947,170.0,170.0
class,14247.093023255815,171.0,171.0
measur,14239.058139534884,172.0,172.0
illustr,14188.07558139535,173.0,173.0
domin,14165.06054530874,174.0,174.0
lower-bound,14164.953488372095,175.0,175.0
main,14110.183403805497,176.0,176.0
random-walk,14100.90589507842,177.0,177.0
oper,14063.02055164954,178.0,178.0
network,14045.411032990805,179.0,179.0
regular-variat,14008.379069767441,180.0,180.0
perform,13970.14115738237,181.0,181.0
line,13966.224806201548,182.0,182.0
maximum-buffer-size,13953.281249999998,183.0,183.0
good,13927.736434108525,184.0,184.0
form,13912.322410147992,185.0,185.0
experi,13910.403100775191,186.0,186.0
work,13875.302325581395,187.0,187.0
issu,13799.347427766033,188.0,188.0
risk,13777.51025991792,189.0,189.0
upper,13773.193488372093,190.0,190.0
relationship,13750.550795593634,191.0,191.0
classic,13713.178294573643,192.0,192.0
final,13665.009575923392,193.0,193.0
