Name,IF,IFDenseRank,IFMinRank
motion,45661.378151260506,1.0,1.0
depth,39548.533613445376,2.0,2.0
point,39413.61029411765,3.0,3.0
algorithm,38851.678571428565,4.0,4.0
object,38419.766806722684,5.0,5.0
region,36586.26185958254,6.0,6.0
fundament-matrix,36531.2490512334,7.0,7.0
scene,35743.945378151264,8.0,8.0
form,34547.75262605042,9.0,9.0
frame,34355.033088235294,10.0,10.0
constraint,32937.60504201681,11.0,11.0
equat,32881.85399159663,12.0,12.0
method,32276.649159663863,13.0,13.0
flow,32165.297794117647,14.0,14.0
section,32093.61134453781,15.0,15.0
found,31191.206831119547,16.0,16.0
matrix,31100.318785578747,17.0,17.0
find,30564.87289915966,18.0,18.0
determin,30504.94117647059,19.0,19.0
term,30292.901785714283,20.0,20.0
result,30192.09768907563,21.0,21.0
motion-paramet,29625.892857142855,22.0,22.0
figur,29412.89075630252,23.0,23.0
solut,29298.453781512606,24.0,24.0
project,28944.49789915966,25.0,25.0
case,28863.29306722689,26.0,26.0
assum,28072.224789915963,27.0,27.0
measur,27867.899430740035,28.0,28.0
function,27816.056925996207,29.0,29.0
paramet,27801.852941176472,30.0,30.0
sequenc,27632.599789915967,31.0,31.0
recov,27048.942226890755,32.0,32.0
boundari,27046.79149159664,33.0,33.0
affin,27044.563025210085,34.0,34.0
test,26445.43277310924,35.0,35.0
consist,26230.378151260502,36.0,36.0
number,26187.321428571428,37.0,37.0
assumpt,25435.624183006534,38.0,38.0
vector,24434.6875,39.0,39.0
shape,24410.84531590414,40.0,40.0
approach,24334.928104575167,41.0,41.0
work,24293.516281512602,42.0,42.0
structur,24150.00871459695,43.0,43.0
introduc,23978.39285714286,44.0,44.0
element,23946.269449715368,45.0,45.0
fact,23867.039848197343,46.0,46.0
inform,23620.84821428571,47.0,47.0
direct,23576.31917211329,48.0,48.0
optic-flow-field,23357.46241830065,49.0,49.0
displac,23121.53781512605,50.0,50.0
separ,23091.77514231499,51.0,51.0
view,23056.71241830065,52.0,52.0
imag,22900.649870242218,53.0,53.0
detect,22775.723981900454,54.0,54.0
rotat,22757.36607142857,55.0,55.0
shown,22701.642857142855,56.0,56.0
weight,22634.6875,57.0,57.0
time,22447.5,58.0,58.0
attempt,22445.934640522875,59.0,59.0
affin-flow,22411.18172268907,60.0,60.0
discontinu,22336.01851851852,61.0,61.0
small,22258.87091503268,62.0,62.0
minim,21963.141612200438,63.0,63.0
piecewis,21914.855769230773,64.0,64.0
calcul,21907.480075901323,65.0,65.0
segment,21883.85661764706,66.0,66.0
prior,21873.511877828056,67.0,67.0
imag-sequenc,21835.0,68.0,68.0
continu,21778.805429864256,69.0,69.0
order,21743.701923076922,70.0,70.0
local,21633.59041394335,71.0,71.0
obtain,21616.201680672268,72.0,72.0
problem,21552.03563348416,73.0,73.0
epipolar-geometri,21509.901960784315,74.0,74.0
defin,21280.985294117647,75.0,75.0
correspond,21187.99019607843,76.0,76.0
parallel,21154.537037037036,77.0,77.0
estim,21029.79238754325,78.0,78.0
