Name,IF,IFDenseRank,IFMinRank
updat,48478.8888888889,1.0,1.0
variat-method,47686.84,2.0,2.0
obtain,46888.23333333334,3.0,3.0
valu,45294.263782051275,4.0,4.0
figur,45278.852419354844,5.0,5.0
show,44803.709615384614,6.0,6.0
variabl,44449.17867647059,7.0,7.0
posterior,43436.40804597701,8.0,8.0
form,42697.90416666666,9.0,9.0
note,42508.66379310345,10.0,10.0
yield,42390.455769230764,11.0,11.0
gaussian,42313.78365384616,12.0,12.0
parent,42147.60673076923,13.0,13.0
condit-probabl,41698.147435897445,14.0,14.0
belief-network,41232.91366666667,15.0,15.0
miss,40966.82692307693,16.0,16.0
function,40910.49327956989,17.0,17.0
close-form,40228.916666666664,18.0,18.0
singl,39965.30241935484,19.0,19.0
result,39639.38529411765,20.0,20.0
variat-approxim,39573.20735294118,21.0,21.0
node,38870.236764705885,22.0,22.0
introduct,38743.149999999994,23.0,23.0
section,38349.34262820513,24.0,24.0
miss-valu,38198.491987179485,25.0,25.0
variat-transform,37483.47435897436,26.0,26.0
data,37066.118055555555,27.0,27.0
calcul,36998.60256410256,28.0,28.0
accur,36916.039855072464,29.0,29.0
variat-paramet,36730.263999999996,30.0,30.0
covari,36723.685999999994,31.0,31.0
appli,36656.61666666666,32.0,32.0
complet,36613.82083333333,33.0,33.0
interest,36592.829629629625,34.0,34.0
make,36572.382666666665,35.0,35.0
choic,36462.506,36.0,36.0
transform-logist-function,36396.19311594202,37.0,37.0
estim,36273.519,38.0,38.0
logist-function,35775.225,39.0,39.0
variat-distribut,35623.51442307693,40.0,40.0
exploit,35330.34423076923,41.0,41.0
combin,35220.097,42.0,42.0
product,34860.3431372549,43.0,43.0
logist-regress-model,34815.48055555555,44.0,44.0
problem,34646.1568627451,45.0,45.0
paper,34563.756,46.0,46.0
posterior-probabl,34292.724,47.0,47.0
exact,34199.66666666667,48.0,48.0
depend,34091.34632352941,49.0,49.0
refer,33907.23717948719,50.0,50.0
statist,33875.485,51.0,51.0
binari,33860.34032258064,52.0,52.0
dimension,33798.73722222222,53.0,53.0
evalu,33682.7902173913,54.0,54.0
carri,33682.05888888889,55.0,55.0
likelihood,33674.281989247305,56.0,56.0
accuraci-variat,33464.35227272727,57.0,57.0
appendix,33443.27575757576,58.0,58.0
sequenti,33210.4115942029,59.0,59.0
graph,33202.275,60.0,60.0
simpler,33201.49318181818,61.0,61.0
bound,33167.58365384616,62.0,62.0
aris,32996.256,63.0,63.0
earlier,32802.55,64.0,64.0
condit-model,32785.43518518518,65.0,65.0
adjust,32775.81050724637,66.0,66.0
approxim-posterior,32724.17572463768,67.0,67.0
margin,32527.07573529412,68.0,68.0
factor,32347.13970588235,69.0,69.0
prior-distribut,32207.840909090908,70.0,70.0
posterior-paramet-distribut,31730.082196969695,71.0,71.0
accuraci,31675.73269230769,72.0,72.0
shown,31518.187499999996,73.0,73.0
eectiv,31457.02666666667,74.0,74.0
approach,31301.469444444443,75.0,75.0
point,31254.804710144923,76.0,76.0
integr,31239.63,77.0,77.0
optim-variat,31045.187499999996,78.0,78.0
approxim-method,31031.43571428571,79.0,79.0
involv,30844.065931372545,80.0,80.0
expect,30663.429347826084,81.0,81.0
eld-approxim,30585.130434782608,82.0,82.0
covari-matrix,30534.730303030305,83.0,83.0
final,30252.887356321837,84.0,84.0
quadrat,30154.36515151515,85.0,85.0
gaussian-prior,29843.33636363636,86.0,86.0
complet-observ,29716.07840909091,87.0,87.0
probabilist,29424.12916666667,88.0,88.0
sampl,29346.194202898547,89.0,89.0
deriv,29249.80769230769,90.0,90.0
depend-paramet,29130.61098484848,91.0,91.0
separ,28976.936290322577,92.0,92.0
dual,28903.976612903225,93.0,93.0
util,28863.68181818182,94.0,94.0
number,28491.48297101449,95.0,95.0
tractabl,28416.263333333336,96.0,96.0
bracket,28369.33541666667,97.0,97.0
evalu-accuraci,28362.389473684205,98.0,98.0
correspond,28210.870370370365,99.0,99.0
intract,28126.312500000004,100.0,100.0
dierent,28113.8064516129,101.0,101.0
paramet,28052.13298611111,102.0,102.0
treatment,27989.80208333333,103.0,103.0
joint-distribut,27976.833333333332,104.0,104.0
dierenc,27932.28787878788,105.0,105.0
natur,27800.3048245614,106.0,106.0
addit,27773.827272727274,107.0,107.0
eect,27700.56818181818,108.0,108.0
local,27544.266666666666,109.0,109.0
regress,27524.7,110.0,110.0
develop,27519.034090909092,111.0,111.0
uncertainti,27494.858695652172,112.0,112.0
approxim,27401.10388888889,113.0,113.0
issu,27287.464285714286,114.0,114.0
condit,27274.968382352938,115.0,115.0
aect,27245.491228070172,116.0,116.0
dens,27157.625000000004,117.0,117.0
studi,27029.501587301587,118.0,118.0
order,26945.113333333335,119.0,119.0
variat-lower-bound,26896.145238095232,120.0,120.0
express,26816.70666666667,121.0,121.0
method,26779.639999999996,122.0,122.0
variat,26708.993819444444,123.0,123.0
distribut,26694.27430555556,124.0,124.0
observ,26693.719999999998,125.0,125.0
graphic-model,26662.38819444444,126.0,126.0
respect,26622.94444444444,127.0,127.0
readili,26551.147727272728,128.0,128.0
bayesian,26446.097083333334,129.0,129.0
convex,26311.466666666667,130.0,130.0
data-point,26195.673958333333,131.0,131.0
simpli,26172.11025641026,132.0,132.0
transform,26172.03875,133.0,133.0
model,26141.909444444445,134.0,134.0
formul,26107.00681818182,135.0,135.0
lower,26100.57575757576,136.0,136.0
repres,26023.395555555555,137.0,137.0
techniqu,25713.498863636363,138.0,138.0
note-variat,25705.547023809522,139.0,139.0
applic,25632.39393939394,140.0,140.0
longer,25576.503623188404,141.0,141.0
latent-variabl,25522.80322580645,142.0,142.0
averag,25498.9375,143.0,143.0
multipl,25480.6,144.0,144.0
monoton,25445.997727272726,145.0,145.0
augment,25437.42613636364,146.0,146.0
properti,25307.678571428572,147.0,147.0
guarante,25196.549999999996,148.0,148.0
gener,25156.201666666668,149.0,149.0
procedur,25123.762499999997,150.0,150.0
line,25122.09677419355,151.0,151.0
comput,25108.66076388889,152.0,152.0
replac,25089.88787878788,153.0,153.0
approxim-variat,25078.538793103446,154.0,154.0
treat,25057.858695652176,155.0,155.0
maxim,25050.958333333332,156.0,156.0
precis,24952.572222222218,157.0,157.0
case,24919.05736111111,158.0,158.0
present,24877.860576923078,159.0,159.0
analog,24846.370370370372,160.0,160.0
remain,24828.88333333333,161.0,161.0
provid,24806.340909090908,162.0,162.0
optim,24767.707500000004,163.0,163.0
prior,24529.146597222218,164.0,164.0
leav,24503.748484848486,165.0,165.0
vector,24496.784861111108,166.0,166.0
detail,24462.625000000004,167.0,167.0
transform-condit-probabl,24432.16140350877,168.0,168.0
improv,24382.648809523806,169.0,169.0
term,24342.594827586207,170.0,170.0
work,24256.08768115942,171.0,171.0
context,24241.144736842103,172.0,172.0
standard,24066.63194444444,173.0,173.0
introduc,23965.958333333336,174.0,174.0
incomplet,23949.899999999998,175.0,175.0
impli,23885.85,176.0,176.0
unwieldi,23836.047619047622,177.0,177.0
direct,23819.838194444445,178.0,178.0
emphas,23815.6875,179.0,179.0
larg,23627.065000000002,180.0,180.0
bayesian-logist-regress,23457.514513888887,181.0,181.0
technic,23422.223611111112,182.0,182.0
experi,23412.083333333332,183.0,183.0
discuss,23397.70673076923,184.0,184.0
fact,23274.31333333333,185.0,185.0
exponenti,23246.480000000003,186.0,186.0
success,23191.584677419356,187.0,187.0
denot,23123.863636363636,188.0,188.0
predict-likelihood,23077.482954545456,189.0,189.0
incorpor,23048.139999999996,190.0,190.0
linear,23029.095277777775,191.0,191.0
compon,22950.668125,192.0,192.0
purpos,22909.513636363634,193.0,193.0
network,22906.13819444444,194.0,194.0
perform,22899.179444444442,195.0,195.0
consid,22681.962083333332,196.0,196.0
structur,22669.725,197.0,197.0
type,22637.510317460317,198.0,198.0
markov,22593.819230769233,199.0,199.0
reduc,22557.71034482759,200.0,200.0
similar,22547.124242424245,201.0,201.0
compar,22527.138333333332,202.0,202.0
exibl,22515.461111111108,203.0,203.0
consist,22507.265625,204.0,204.0
probabl,22444.401960784315,205.0,205.0
simpl,22440.665624999998,206.0,206.0
predict,22325.65625,207.0,207.0
markov-blanket,22317.428571428572,208.0,208.0
solut,22294.07659722222,209.0,209.0
relev,22284.26513888889,210.0,210.0
omit,22239.0,211.0,211.0
independ,22238.625555555554,212.0,212.0
mixtur,22199.19625,213.0,213.0
practic,22192.244927536234,214.0,214.0
true-posterior,22189.291954022992,215.0,215.0
spiegelhalt-lauritzen,21923.410714285714,216.0,216.0
roughli,21857.682758620693,217.0,217.0
densiti-model,21840.734567901232,218.0,218.0
extend,21803.55476190476,219.0,219.0
learn,21776.13111111111,220.0,220.0
tight-lower-bound,21766.792500000003,221.0,221.0
graphic,21750.193819444445,222.0,222.0
left,21698.672916666666,223.0,223.0
data-set,21676.602272727272,224.0,224.0
laplac,21650.92222222222,225.0,225.0
data-likelihood,21605.45672043011,226.0,226.0
shown-figur,21582.57844827586,227.0,227.0
varianc,21418.982738095237,228.0,228.0
high,21411.005,229.0,229.0
weight,21405.989791666667,230.0,230.0
devis,21380.794117647056,231.0,231.0
lower-bound-impli,21380.794117647056,231.0,231.0
situat,21301.569871794873,232.0,233.0
gure,21223.531182795698,233.0,234.0
assum,21202.25367647059,234.0,235.0
analysi,21166.285000000003,235.0,236.0
curv,21148.53993055555,236.0,237.0
previou-section,21143.051923076924,237.0,238.0
comparison,21022.242105263158,238.0,239.0
simplifi,21009.125,239.0,240.0
speak,21005.435000000005,240.0,241.0
view,20897.1983974359,241.0,242.0
lack,20836.323263888884,242.0,243.0
uniform,20787.895652173916,243.0,244.0
process,20758.67083333333,244.0,245.0
invok,20748.365,245.0,246.0
proceed,20694.185416666667,246.0,247.0
conjunct,20677.98611111111,247.0,248.0
oper,20666.081127450983,248.0,249.0
break,20470.750208333335,249.0,250.0
requir,20439.61075268817,250.0,251.0
diagon,20424.82083333333,251.0,252.0
found,20295.979166666664,252.0,253.0
analyz,20246.719999999998,253.0,254.0
paramet-distribut,20245.94222222222,254.0,255.0
complex,20173.190625,255.0,256.0
base,20154.7725,256.0,257.0
normal,20108.114444444444,257.0,258.0
recurs,19920.07843137255,258.0,259.0
begin,19818.555263157894,259.0,260.0
machin,19720.015000000003,260.0,261.0
metric,19676.47569444445,261.0,262.0
lower-bound-probabl,19676.47569444445,261.0,262.0
cleaner,19626.546875,262.0,264.0
algebra,19581.300000000003,263.0,265.0
lower-bound-predict,19497.216666666667,264.0,266.0
neural,19478.875833333335,265.0,267.0
close,19303.5625,266.0,268.0
measur,19247.73214285714,267.0,269.0
translat,19219.61842105263,268.0,270.0
reduct,19180.13666666667,269.0,271.0
jordan,19138.071428571428,270.0,272.0
variat-approach,19081.177777777775,271.0,273.0
numer,19027.965079365076,272.0,274.0
sethu,18920.366666666665,273.0,275.0
tree,18920.366666666665,273.0,275.0
germani,18920.366666666665,273.0,275.0
backfit,18920.366666666665,273.0,275.0
evangelo,18920.366666666665,273.0,275.0
zoubin,18920.366666666665,273.0,275.0
juli,18920.366666666665,273.0,275.0
dubeau,18920.366666666665,273.0,275.0
twenti,18920.366666666665,273.0,275.0
similarli,18920.366666666665,273.0,275.0
sumio,18920.366666666665,273.0,275.0
machin-learn,18920.366666666665,273.0,275.0
regular,18920.366666666665,273.0,275.0
choudrey,18920.366666666665,273.0,275.0
ksantini,18920.366666666665,273.0,275.0
letter,18920.366666666665,273.0,275.0
vetrov,18920.366666666665,273.0,275.0
vision,18920.366666666665,273.0,275.0
schaal,18920.366666666665,273.0,275.0
vijayakumar,18920.366666666665,273.0,275.0
state,18920.366666666665,273.0,275.0
wavelet,18920.366666666665,273.0,275.0
spars,18920.366666666665,273.0,275.0
august,18920.366666666665,273.0,275.0
snelson,18920.366666666665,273.0,275.0
research,18920.366666666665,273.0,275.0
april,18920.366666666665,273.0,275.0
rizwan,18920.366666666665,273.0,275.0
field,18920.366666666665,273.0,275.0
nakajima,18920.366666666665,273.0,275.0
compact,18920.366666666665,273.0,275.0
robert,18920.366666666665,273.0,275.0
ghahramani,18920.366666666665,273.0,275.0
alberta,18920.366666666665,273.0,275.0
wang,18920.366666666665,273.0,275.0
dmitri,18920.366666666665,273.0,275.0
januari,18920.366666666665,273.0,275.0
dsouza,18920.366666666665,273.0,275.0
confer,18920.366666666665,273.0,275.0
stefan,18920.366666666665,273.0,275.0
journal,18920.366666666665,273.0,275.0
oregon,18920.366666666665,273.0,275.0
edward,18920.366666666665,273.0,275.0
induct,18920.366666666665,273.0,275.0
intern,18920.366666666665,273.0,275.0
shinichi,18920.366666666665,273.0,275.0
jeffrey,18920.366666666665,273.0,275.0
februari,18920.366666666665,273.0,275.0
signal,18920.366666666665,273.0,275.0
colin,18920.366666666665,273.0,275.0
cbir,18920.366666666665,273.0,275.0
space,18920.366666666665,273.0,275.0
titterington,18920.366666666665,273.0,275.0
fast,18920.366666666665,273.0,275.0
watanab,18920.366666666665,273.0,275.0
foster,18920.366666666665,273.0,275.0
banff,18920.366666666665,273.0,275.0
canada,18920.366666666665,273.0,275.0
simonoff,18920.366666666665,273.0,275.0
bonn,18920.366666666665,273.0,275.0
pseudo,18920.366666666665,273.0,275.0
june,18920.366666666665,273.0,275.0
stephen,18920.366666666665,273.0,275.0
rousso,18920.366666666665,273.0,275.0
corvali,18920.366666666665,273.0,275.0
hierarchi,18920.366666666665,273.0,275.0
aaron,18920.366666666665,273.0,275.0
ziou,18920.366666666665,273.0,275.0
provost,18920.366666666665,273.0,275.0
novemb,18920.366666666665,273.0,275.0
perlich,18920.366666666665,273.0,275.0
logist-regress-learn,18920.366666666665,273.0,275.0
kropotov,18920.366666666665,273.0,275.0
previous,18920.366666666665,273.0,275.0
logist-regress-case,18911.234126984124,274.0,349.0
unconstrain,18836.7546875,275.0,350.0
regress-problem,18795.530303030308,276.0,351.0
previou,18709.253703703704,277.0,352.0
constraint,18687.20745614035,278.0,353.0
describ,18685.025735294115,279.0,354.0
desir,18666.95955882353,280.0,355.0
complet-case,18666.787500000002,281.0,356.0
lower-bound-true,18468.853968253967,282.0,357.0
local-probabl,18412.69444444444,283.0,358.0
laplac-approxim,18401.16176470588,284.0,359.0
achiev,18378.25882352941,285.0,360.0
semant,18367.270833333332,286.0,361.0
lead,18324.016666666666,287.0,362.0
solvabl,18324.016666666666,287.0,362.0
assign,18232.010869565216,288.0,364.0
variat-techniqu,18221.097222222223,289.0,365.0
connect,18213.822727272727,290.0,366.0
origin,18005.0625,291.0,367.0
sens,17879.664015151513,292.0,368.0
paramet-vector,17799.161904761902,293.0,369.0
sequenc,17770.116145833334,294.0,370.0
correct,17746.066666666666,295.0,371.0
chang,17600.942857142858,296.0,372.0
method-develop,17577.238461538465,297.0,373.0
post,17479.95601851852,298.0,374.0
extra,17395.166250000002,299.0,375.0
object,17395.166250000002,299.0,375.0
freedom,17395.166250000002,299.0,375.0
degre,17395.166250000002,299.0,375.0
turn,17391.652777777774,300.0,379.0
recov,17376.4724137931,301.0,380.0
amount,17374.694117647057,302.0,381.0
illustr,17368.77741935484,303.0,382.0
contrast,17327.842105263157,304.0,383.0
expon,17327.618650793647,305.0,384.0
possibl,17274.07368421052,306.0,385.0
full,17274.07368421052,306.0,385.0
multivari,17228.22564102564,307.0,387.0
stochast,17216.972727272725,308.0,388.0
substitut,17128.1875,309.0,389.0
focus,17126.0265625,310.0,390.0
lower-bound-evid,17126.0265625,310.0,390.0
literatur,17110.216666666667,311.0,392.0
symmetri,17085.788235294116,312.0,393.0
prior-varianc,17027.646551724138,313.0,394.0
small,17027.646551724138,313.0,394.0
superior,17027.646551724138,313.0,394.0
larger,17027.646551724138,313.0,394.0
geometr-averag,17025.215384615385,314.0,398.0
give,17017.14259259259,315.0,399.0
line-variat,16970.381720430105,316.0,400.0
solid,16970.381720430105,316.0,400.0
directli,16885.983333333334,317.0,402.0
observ-data,16855.247499999998,318.0,403.0
predict-probabl,16849.17391304348,319.0,404.0
featur,16836.895833333332,320.0,405.0
character,16836.895833333332,320.0,405.0
tangent-line,16790.144444444442,321.0,407.0
accuraci-approxim,16705.396296296294,322.0,408.0
subscript,16674.026515151516,323.0,409.0
mixtur-distribut,16512.929710144927,324.0,410.0
mean,16475.735632183907,325.0,411.0
random,16452.209523809524,326.0,412.0
complic,16444.68,327.0,413.0
underestim,16381.333333333334,328.0,414.0
rene,16381.333333333334,328.0,414.0
increas,16302.304924242424,329.0,416.0
formal,16279.440942028987,330.0,417.0
distribut-paramet,16249.216666666667,331.0,418.0
respons,16199.22123655914,332.0,419.0
nalli,16063.272727272726,333.0,420.0
lower-bound-show,16002.976923076925,334.0,421.0
center,16002.438425925922,335.0,422.0
proxim,16002.438425925922,335.0,422.0
congur,15888.392028985509,336.0,424.0
infer,15795.760869565218,337.0,425.0
determinist,15753.978124999998,338.0,426.0
logist,15751.249999999998,339.0,427.0
meet,15750.149019607843,340.0,428.0
densiti,15626.069444444443,341.0,429.0
conjugaci,15586.321666666669,342.0,430.0
subsequ,15519.548245614033,343.0,431.0
dene,15496.595833333333,344.0,432.0
implement,15234.541666666666,345.0,433.0
spirit,15234.541666666666,345.0,433.0
proper,15129.817708333332,346.0,435.0
substanti,15122.61111111111,347.0,436.0
altern,15069.140625,348.0,437.0
tight,15055.304444444446,349.0,438.0
substructur,14914.039130434783,350.0,439.0
true,14900.987500000001,351.0,440.0
essenti,14876.714285714286,352.0,441.0
suppos,14855.272727272728,353.0,442.0
immedi,14846.823529411764,354.0,443.0
terminolog,14814.12777777778,355.0,444.0
unshad,14770.159027777776,356.0,445.0
arbitrari,14746.265624999998,357.0,446.0
posterior-distribut-latent,14716.487500000001,358.0,447.0
nish,14703.997549019608,359.0,448.0
choos,14637.142592592592,360.0,449.0
explanatori-variabl,14588.272727272726,361.0,450.0
algorithm,14549.192424242427,362.0,451.0
rel-error,14514.045402298852,363.0,452.0
regressionand,14458.962000000001,364.0,453.0
concern,14458.962000000001,364.0,453.0
modellogist,14458.962000000001,364.0,453.0
focu,14458.962000000001,364.0,453.0
accumul,14405.301086956519,365.0,457.0
realiz,14361.924731182793,366.0,458.0
error,14302.536206896551,367.0,459.0
posterior-distribut-paramet,14224.57142857143,368.0,460.0
jointli,14186.063157894738,369.0,461.0
time,14186.063157894738,369.0,461.0
error-posterior,14087.44252873563,370.0,463.0
interpret,14006.647311827957,371.0,464.0
extens,13940.131666666668,372.0,465.0
tradit,13921.845833333333,373.0,466.0
simplest,13921.845833333333,373.0,466.0
equival,13855.998563218393,374.0,468.0
attract,13837.541666666668,375.0,469.0
tangent,13833.925,376.0,470.0
lower-bound-dash,13679.265591397849,377.0,471.0
lower-bound-formul,13613.843749999998,378.0,472.0
hidden,13577.173333333336,379.0,473.0
shade,13555.075,380.0,474.0
feasibl,13505.577272727274,381.0,475.0
dash,13501.775,382.0,476.0
least,13481.628125000001,383.0,477.0
organ,13412.55,384.0,478.0
conjug,13351.216666666667,385.0,479.0
locat,13276.244444444443,386.0,480.0
stdv,13275.017241379308,387.0,481.0
retain,13179.594852941176,388.0,482.0
inequ,13158.540625,389.0,483.0
saul,13140.390476190476,390.0,484.0
argument,13132.472222222223,391.0,485.0
relat,13055.361403508772,392.0,486.0
latent,13041.460227272728,393.0,487.0
lower-bound-optim,13026.993333333332,394.0,488.0
