Name,IF,IFDenseRank,IFMinRank
time,51077.113783533765,1.0,1.0
process,50369.74196468991,2.0,2.0
case,47949.42127659574,3.0,3.0
condit,45956.77180851064,4.0,4.0
algorithm,43509.113173381615,5.0,5.0
independ,40618.361702127666,6.0,6.0
simul,40615.29185938946,7.0,7.0
correl-poisson-random,38755.44444444444,8.0,8.0
sampl,38404.20911854104,9.0,9.0
point,38095.31914893617,10.0,10.0
experi,37381.440729483285,11.0,11.0
construct,37046.49822695035,12.0,12.0
approxim,35997.40828062104,13.0,13.0
valu,35371.05882352941,14.0,14.0
distribut,35288.02015677492,15.0,15.0
show,34826.86329787235,16.0,16.0
base,34499.02127659574,17.0,17.0
variabl,34464.494089834516,18.0,18.0
perfect-simul,33935.20823902218,19.0,19.0
death,33579.404255319154,20.0,20.0
immigr-death-process,33457.74893617022,21.0,21.0
requir,32913.37884160757,22.0,22.0
condit-boolean-model,32645.560887279313,23.0,23.0
variabl-condit-posit,31883.95153664302,24.0,24.0
carri,31733.354192740924,25.0,25.0
markov-chain-mont,31612.195563603436,26.0,26.0
carlo,31612.195563603436,26.0,26.0
incid,31147.828062104665,27.0,28.0
result,31036.40018107741,28.0,29.0
posit,30877.399742101872,29.0,30.0
method,30407.729741964686,30.0,31.0
intens,29722.136713444997,31.0,32.0
past,29092.71489361702,32.0,33.0
lead,28609.231678486994,33.0,34.0
poisson-random-variabl,28542.71650373778,34.0,35.0
rate,28285.86052009456,35.0,36.0
perpetu,28079.625346901015,36.0,37.0
increas,27192.224680851064,37.0,38.0
larg,27140.804842259717,38.0,39.0
gener,27114.420931569868,39.0,40.0
obtain,27054.707878090856,40.0,41.0
time-interv,26805.412305922942,41.0,42.0
depend,26795.992635024548,42.0,43.0
collect-correl-poisson,26701.81727158949,43.0,44.0
occur,26477.090086011773,44.0,45.0
section,26443.057492077864,45.0,46.0
min-max,25786.33244680851,46.0,47.0
defin,25756.977818017196,47.0,48.0
extend,25486.846661775493,48.0,49.0
coupl,25483.376095118896,49.0,50.0
establish,25372.627068557915,50.0,51.0
context,25202.962047153538,51.0,52.0
empti,24681.38517975055,52.0,53.0
describ,24657.063829787232,53.0,54.0
appli,24541.127659574468,54.0,55.0
equat,24418.49361702128,55.0,56.0
initi,24387.15263644773,56.0,57.0
radiu,24369.194424064564,57.0,58.0
hold,24284.680851063826,58.0,59.0
realiz,24176.475328202803,59.0,60.0
cover-condit-point,24010.10175763182,60.0,61.0
equilibrium,23942.486170212767,61.0,62.0
aris,23830.595744680846,62.0,63.0
poisson-process,23577.682576193212,63.0,64.0
cover,23466.938020351525,64.0,65.0
small,23225.181476846057,65.0,66.0
coalesc,23179.045328399632,66.0,67.0
radiu-typic-grain,23112.201309328968,67.0,68.0
immigr,23057.784358826913,68.0,69.0
uncondit-boolean-model,22968.97545008183,69.0,70.0
random-variabl-condit,22916.89877498388,70.0,71.0
replac,22865.90926157697,71.0,72.0
uncondit,22809.405405405403,72.0,73.0
conclus,22716.753799392096,73.0,74.0
grain,22677.985198889917,74.0,75.0
stochast,22617.197872340425,75.0,76.0
