Name,IF,IFDenseRank,IFMinRank
node,33549.01609195402,1.0,1.0
home,30837.100529100524,2.0,2.0
case,30518.44444444444,3.0,3.0
refin,25870.625000000004,4.0,4.0
state,25661.792592592596,5.0,5.0
protocol,25204.672098765433,6.0,6.0
rendezv,24327.764444444445,7.0,7.0
figur,23611.064052287584,8.0,8.0
messag,23523.99111111111,9.0,9.0
asynchron,23214.95634920635,10.0,10.0
rule,22923.049572649576,11.0,11.0
buffer,22784.924444444445,12.0,12.0
descript,22546.525670498082,13.0,13.0
guard,22326.42222222222,14.0,14.0
remot,21917.300000000003,15.0,15.0
request,21746.788194444445,16.0,16.0
line,21580.533333333333,17.0,17.0
commun,21383.041975308643,18.0,18.0
forward-progress,21269.20966183575,19.0,19.0
hold,21058.8,20.0,20.0
process,20862.974814814817,21.0,21.0
design,20727.845925925925,22.0,22.0
acknowledg,20384.424305555556,23.0,23.0
write,20246.76262626263,24.0,24.0
effici-asynchron-protocol,19688.868376068378,25.0,25.0
effici,19668.871604938275,26.0,26.0
specif,19658.86814814815,27.0,27.0
distribut-share-memori,19612.792098765432,28.0,28.0
action,19306.05416666667,29.0,29.0
rendezv-protocol,19290.773333333338,30.0,30.0
scheme,19140.524183006535,31.0,31.0
restrict,19129.35172413793,32.0,32.0
implement,18910.62172839506,33.0,33.0
section,18820.157264957266,34.0,34.0
nack,18452.46111111111,35.0,35.0
desir,18441.894252873564,36.0,36.0
assum,18427.82375478927,37.0,37.0
verifi,18260.689655172413,38.0,38.0
invalid,18173.96049382716,39.0,39.0
system,18130.80888888889,40.0,40.0
gener,17791.652345679013,41.0,41.0
asynchron-protocol,17721.863703703704,42.0,42.0
atom,17580.18620689655,43.0,43.0
migratori-protocol,17557.098039215685,44.0,44.0
correct,17466.350957854407,45.0,45.0
discuss,17465.4,46.0,46.0
show,17344.82172839506,47.0,47.0
proof,17040.183333333334,48.0,48.0
remot-node-home,17036.44444444444,49.0,49.0
requir,17029.00888888889,50.0,50.0
continu,16892.166666666664,51.0,51.0
model,16655.67049808429,52.0,52.0
receiv,16595.595061728396,53.0,53.0
eventu,16536.605555555554,54.0,54.0
explain,16420.345679012345,55.0,55.0
develop,16407.402298850575,56.0,56.0
complex,16288.916475095784,57.0,57.0
take,16176.333333333332,58.0,58.0
shown,16132.724183006536,59.0,59.0
paper,16091.214646464647,60.0,60.0
send,16003.481481481482,61.0,61.0
assur,15946.58947368421,62.0,62.0
base,15932.898765432099,63.0,63.0
obtain,15910.102564102564,64.0,64.0
remot-node-commun,15891.940277777778,65.0,65.0
problem,15797.241379310344,66.0,66.0
check,15748.583333333332,67.0,67.0
progress,15697.322469135803,68.0,68.0
introduc,15677.511111111107,69.0,69.0
assumpt,15657.341176470587,70.0,70.0
make-progress,15500.015277777778,71.0,71.0
high-level,15486.528735632182,72.0,72.0
argument,15367.077192982457,73.0,73.0
step,15360.371241830064,74.0,74.0
guarante,15330.81975308642,75.0,75.0
handl-unexpect-messag,15264.579310344827,76.0,76.0
interact,15133.652873563216,77.0,77.0
nack-request,15094.066666666668,78.0,78.0
home-node-remot,15071.547826086955,79.0,79.0
detail,15064.07802469136,80.0,80.0
least,14865.729468599033,81.0,81.0
alloc,14852.311877394637,82.0,82.0
wait,14779.891358024692,83.0,83.0
request-acknowledg,14758.070617283951,84.0,84.0
variabl,14711.377777777776,85.0,85.0
note,14660.85333333333,86.0,86.0
requestrepli,14569.396491228066,87.0,87.0
work,14528.634920634919,88.0,88.0
enter-commun-state,14480.894444444444,89.0,89.0
intern-state,14462.879166666666,90.0,90.0
call,14432.475555555557,91.0,91.0
refin-process,14305.217391304346,92.0,92.0
enabl,14255.177777777777,93.0,93.0
chang,14138.980392156862,94.0,94.0
deadlock,13959.538011695908,95.0,95.0
order,13909.718518518519,96.0,96.0
remot-node-send,13883.377777777776,97.0,97.0
implicit-nack,13838.866666666667,98.0,98.0
rendezv-commun,13809.05641025641,99.0,99.0
output-guard,13720.865185185185,100.0,100.0
final,13671.353623188405,101.0,101.0
model-check,13634.444444444443,102.0,102.0
time,13621.360784313723,103.0,103.0
row-tabl,13575.466666666667,104.0,104.0
remot-node-receiv,13547.045925925926,105.0,105.0
coher,13531.011695906433,106.0,106.0
simpli,13465.507936507936,107.0,107.0
respons,13457.160784313726,108.0,108.0
incom,13441.78222222222,109.0,109.0
result,13391.205847953217,110.0,110.0
number,13298.251851851854,111.0,111.0
argu,13294.432748538013,112.0,112.0
reserv,13291.700653594771,113.0,113.0
syntact,13277.285416666668,114.0,114.0
arriv,13150.165079365077,115.0,115.0
acknowledg-messag,13061.866666666667,116.0,116.0
expect-acknack,13058.039215686274,117.0,117.0
guard-commun-state,12996.711111111112,118.0,118.0
cach,12994.166666666666,119.0,119.0
read,12958.044444444444,120.0,120.0
permiss,12938.950724637682,121.0,121.0
space,12934.144927536232,122.0,122.0
transient,12920.425,123.0,123.0
accept,12896.394074074075,124.0,124.0
refin-procedur,12876.443055555554,125.0,125.0
migratori,12854.877777777778,126.0,126.0
refin-rule-present,12841.576923076924,127.0,127.0
repl,12837.44,128.0,128.0
view,12830.214559386974,129.0,129.0
solut,12830.149019607843,130.0,130.0
share-line,12755.958518518519,131.0,131.0
contrast,12681.636363636364,132.0,132.0
progress-buffer,12620.901234567902,133.0,133.0
languag,12604.044444444444,134.0,134.0
situat,12577.039153439151,135.0,135.0
hand,12537.252345679013,136.0,136.0
network,12536.618390804599,137.0,137.0
lack,12481.515555555558,138.0,138.0
inform,12404.629239766082,139.0,139.0
make,12353.95238095238,140.0,140.0
procedur,12314.933333333334,141.0,141.0
point,12208.41379310345,142.0,142.0
shown-figur,12203.9375,143.0,143.0
locat,12162.713725490194,144.0,144.0
primit,12154.05982905983,145.0,145.0
req-home-node,12143.69333333333,146.0,146.0
section-present,12045.141520467834,147.0,147.0
avalanch,12008.475061728397,148.0,148.0
enter-buffer,11970.213071895423,149.0,149.0
transact,11946.552592592592,150.0,150.0
protocol-refin,11894.579310344827,151.0,151.0
protocol-implement,11865.138765432099,152.0,152.0
buffer-space,11860.655172413792,153.0,153.0
