Name,IF,IFDenseRank,IFMinRank
proof,73014.70281954887,1.0,1.0
node,70392.81176470588,2.0,2.0
prove,68306.10909090909,3.0,3.0
time,67345.75021645022,4.0,4.0
state,66518.07999999999,5.0,5.0
verif,64228.1418118467,6.0,6.0
number,63539.690624999996,7.0,7.0
process,63361.72576530612,8.0,8.0
gener,62623.46406926407,9.0,9.0
messag,61608.90969387755,10.0,10.0
standard,60943.40128205129,11.0,11.0
lemma,59843.45595238095,12.0,12.0
case,58959.20452961673,13.0,13.0
inform,58641.67244897959,14.0,14.0
stabil,58482.392857142855,15.0,15.0
tool,57884.96428571429,16.0,16.0
result,57113.74887218045,17.0,17.0
sequenc,56967.235238095236,18.0,18.0
prove-properti,56847.89605911331,19.0,19.0
show,56259.17875939849,20.0,20.0
link,55798.4551724138,21.0,21.0
environ,55621.24867724867,22.0,22.0
studi,55373.974330357145,23.0,23.0
effort,54374.48571428572,24.0,24.0
assum,53677.80459183673,25.0,25.0
case-studi,53477.8375,26.0,26.0
area,52168.03004926108,27.0,27.0
topolog,52108.18928571429,28.0,28.0
develop,51788.82053571429,29.0,29.0
part,51509.924999999996,30.0,30.0
invari,51392.59163763066,31.0,31.0
order,51186.49999999999,32.0,32.0
version,50883.17053571428,33.0,33.0
simul,50862.9969924812,34.0,34.0
event,50857.52457142857,35.0,35.0
complex,50659.360714285714,36.0,36.0
possibl,50479.2,37.0,37.0
interest,50111.631746031744,38.0,38.0
formal-method,49778.56157635468,39.0,39.0
make,49750.10285714286,40.0,40.0
guarante,49659.3637755102,41.0,41.0
correct,49558.48759398495,42.0,42.0
connect,49536.45523809524,43.0,43.0
find,49377.18673469387,44.0,44.0
theorem,49294.76324041811,45.0,45.0
provid,49194.22330827067,46.0,46.0
consist,48239.5947204969,47.0,47.0
broadcast,48151.316770186335,48.0,48.0
approach,48063.44064039409,49.0,49.0
instanc,47871.54906832298,50.0,50.0
defin,47838.9387755102,51.0,51.0
carri,47789.84920634921,52.0,52.0
applic,47439.5835978836,53.0,53.0
conclus,47391.43852813853,54.0,54.0
initi,47309.78214285714,55.0,55.0
program,46960.03771428572,56.0,56.0
assist,46935.80687830688,57.0,57.0
promela,46890.92685714286,58.0,58.0
updat,46825.75028571429,59.0,59.0
final,46601.49791666666,60.0,60.0
wide,46422.99153439153,61.0,61.0
code,46363.74615384616,62.0,62.0
check,46324.03991596639,63.0,63.0
theorem-prove,46174.43199999999,64.0,64.0
point,46084.31142857143,65.0,65.0
main,45963.127040816325,66.0,66.0
hold,45566.75663265306,67.0,67.0
autom-support,45461.904761904756,68.0,68.0
success,44919.2746031746,69.0,69.0
support,44749.814010989016,70.0,70.0
mathemat,44663.529411764706,71.0,71.0
essenti,44655.22285714286,72.0,72.0
maintain,44582.44999999999,73.0,73.0
mean,44582.200000000004,74.0,74.0
involv,44535.36153846155,75.0,75.0
consid,44383.47619047618,76.0,76.0
preserv,43750.90476190476,77.0,77.0
assur,43543.55977443608,78.0,78.0
offer,43446.21118012422,79.0,79.0
