Name,IF,IFDenseRank,IFMinRank
state,77571.66502463054,1.0,1.0
result,76708.51805555556,2.0,2.0
written,71093.97206959708,3.0,3.0
correct,69597.67741935483,4.0,4.0
variabl,66834.76923076923,5.0,5.0
complet,66512.76036155202,6.0,6.0
true,66263.40000000001,7.0,7.0
requir,60599.38636363637,8.0,8.0
tool,60078.83156966491,9.0,9.0
deriv,59920.119047619046,10.0,10.0
interfac,59303.98412698413,11.0,11.0
signal,59233.295386904756,12.0,12.0
rule,57387.28125,13.0,13.0
exploit,56590.40773809524,14.0,14.0
automat,55774.550264550264,15.0,15.0
small,55303.77717391304,16.0,16.0
figur,55128.54924242424,17.0,17.0
modul,54891.609375,18.0,18.0
output,54857.11363636364,19.0,19.0
guarante,54389.432857142856,20.0,20.0
structur-specif,54209.89211309523,21.0,21.0
larg,53856.83982683984,22.0,22.0
violat,53629.64772727273,23.0,23.0
approach,53521.01379870129,24.0,24.0
complex,53429.735119047626,25.0,25.0
develop,53274.16424851191,26.0,26.0
order,53109.52380952381,27.0,27.0
determin,52931.25396825398,28.0,28.0
effect,52770.70785714285,29.0,29.0
anteced,52623.5183982684,30.0,30.0
method,52276.0873015873,31.0,31.0
process,51954.79315476191,32.0,32.0
write,51862.79497354497,33.0,33.0
effort,51524.51895943562,34.0,34.0
input,50678.292910447766,35.0,35.0
problem,50569.736979166664,36.0,36.0
time,50088.45264550264,37.0,37.0
interest,49679.16159611993,38.0,38.0
debug,48643.40624999999,39.0,39.0
intel,48627.021604938265,40.0,40.0
anteced-constraint,48247.46726190476,41.0,41.0
progress,48187.96666666667,42.0,42.0
coverag-metric,47736.7294973545,43.0,43.0
structur,47470.504800307215,44.0,44.0
satisfi,47459.419913419915,45.0,45.0
allow,47161.238095238084,46.0,46.0
style-rule,47113.63636363637,47.0,47.0
goal,47028.930555555555,48.0,48.0
evalu,46733.186403508764,49.0,49.0
previou,46704.02353896104,50.0,50.0
verif-aid,46530.96671075838,51.0,51.0
motiv,46310.03881987578,52.0,52.0
need,45926.820987654326,53.0,53.0
prove,45887.13146997929,54.0,54.0
verif-engin,45839.50198412698,55.0,55.0
creat,45459.29280045352,56.0,56.0
methodolog,45280.558013503905,57.0,57.0
implement,45190.38961038961,58.0,58.0
specif,45134.81717687075,59.0,59.0
bias-input,45078.060041407865,60.0,60.0
gener-input,45021.85175736961,61.0,61.0
design,44911.61111111111,62.0,62.0
assign,44843.438095238096,63.0,63.0
simul,44800.368055555555,64.0,64.0
exist,44741.414930555555,65.0,65.0
constraint-true,44701.64351851851,66.0,66.0
constraint,44613.944444444445,67.0,67.0
oper,44489.295,68.0,68.0
paper,44455.42658730159,69.0,69.0
coverag,44368.02486772487,70.0,70.0
metric,44175.56525573192,71.0,71.0
current,43965.161210317456,72.0,72.0
input-gener,43941.654939587774,73.0,73.0
reach,43566.525,74.0,74.0
gener,43493.79783163264,75.0,75.0
basic,43308.943452380954,76.0,76.0
form,43272.125,77.0,77.0
express,43182.805194805194,78.0,78.0
manual,42990.80654761905,79.0,79.0
logic,42622.529974489786,80.0,80.0
easier,42472.45647321429,81.0,81.0
singl,42167.1130952381,82.0,82.0
style,41945.488095238084,83.0,83.0
itanium,41914.75765306122,84.0,84.0
advantag,41732.52092352093,85.0,85.0
check,41649.536210317456,86.0,86.0
compon,41313.043710021324,87.0,87.0
base,41208.08106575964,88.0,88.0
issu,41197.10833333333,89.0,89.0
bias,41086.49043367347,90.0,90.0
reli,40940.45098039216,91.0,91.0
properti,40846.290532879815,92.0,92.0
sequenc,40804.07227891156,93.0,93.0
travers,40747.93142857143,94.0,94.0
verif,40744.06125992063,95.0,95.0
protocol,40705.59863945578,96.0,96.0
behavior,40445.39455782313,97.0,97.0
state-variabl,40180.596371882086,98.0,98.0
fals,40111.904761904756,99.0,99.0
solv,40088.037500000006,100.0,100.0
setup,39964.0376984127,101.0,101.0
boolean,39879.970982142855,102.0,102.0
univers,39869.65873015872,103.0,103.0
purpos,39784.497767857145,104.0,104.0
verilog-modul,39695.35317460317,105.0,105.0
environ,39575.688598356006,106.0,106.0
corner-case,39542.5238095238,107.0,107.0
automat-gener,39531.36734693877,108.0,108.0
smaller,39528.848639455784,109.0,109.0
find,39444.46897546898,110.0,110.0
function-coverag-metric,39427.78911564626,111.0,111.0
vector,39399.625,112.0,112.0
constrain,39365.30782312925,113.0,113.0
control,39152.317640692636,114.0,114.0
flexibl,38956.88888888889,115.0,115.0
test,38842.59580498866,116.0,116.0
free,38790.997354497355,117.0,117.0
focus,38717.20833333333,118.0,118.0
verilog,38703.13449546485,119.0,119.0
augment,38700.880952380954,120.0,120.0
rang,38698.26136363636,121.0,121.0
explor,38682.64484126984,122.0,122.0
solver,38660.44444444444,123.0,123.0
mechan,38594.700000000004,124.0,124.0
close,38587.02255639098,125.0,125.0
