Name,IF,IFDenseRank,IFMinRank
behavior,50295.469879518074,1.0,1.0
action,49322.82771084337,2.0,2.0
equilibrium,46954.79400528945,3.0,3.0
simpl,46773.24497991968,4.0,4.0
conjectur,46547.47305009511,5.0,5.0
conjectur-equilibrium,46523.88871274572,6.0,6.0
price,46232.125593282224,7.0,7.0
case,44586.33190827828,8.0,8.0
dynam,44120.955823293174,9.0,9.0
function,43998.840361445786,10.0,10.0
form,43967.39370384765,11.0,11.0
multiag,43865.40200803213,12.0,12.0
initi,43151.66345381526,13.0,13.0
defin,42298.351807228915,14.0,14.0
equilibria,41060.678196657595,15.0,15.0
optim,40981.87951807229,16.0,16.0
depend,40343.74096385542,17.0,17.0
effect,39543.843373493975,18.0,18.0
expect,39491.48795180723,19.0,19.0
competit,39306.85160152806,20.0,20.0
process,39045.2064257028,21.0,21.0
result,38684.39700264473,22.0,22.0
problem,37672.92624155158,23.0,23.0
condit,36952.79047898913,24.0,24.0
observ,36615.357037907736,25.0,25.0
strateg,36387.672289156624,26.0,26.0
reach,36324.65808059825,27.0,27.0
converg,35981.91164658635,28.0,28.0
perform,35277.58691910499,29.0,29.0
polici,35121.5292280232,30.0,30.0
learn-agent,34978.72289156626,31.0,31.0
good,34797.64618473896,32.0,32.0
respect,34669.992226972405,33.0,33.0
framework,34624.41044176706,34.0,34.0
investig,34467.94848358953,35.0,35.0
repres,34327.23293172691,36.0,36.0
time,33890.74698795181,37.0,37.0
point,33682.00682730923,38.0,38.0
work,33660.03657487091,39.0,39.0
note,33637.96907630522,40.0,40.0
assum,33247.13413654618,41.0,41.0
solut,33003.14457831325,42.0,42.0
situat,32824.387203988364,43.0,43.0
agent,32816.04064450574,44.0,44.0
appli,32504.484939759033,45.0,45.0
space,32345.69018932874,46.0,46.0
environ,32258.708766098876,47.0,47.0
exchang,32127.644176706825,48.0,48.0
demand,32072.06827309237,49.0,49.0
find,31870.83534136546,50.0,50.0
express,31867.264257028113,51.0,51.0
reinforc-learn,31746.475903614457,52.0,52.0
belief,31489.73895582329,53.0,53.0
individu,31429.06179556937,54.0,54.0
standard,31202.685025817555,55.0,55.0
sophist,31095.231325301203,56.0,56.0
agent-behav,31073.533827618165,57.0,57.0
wors,31004.97634984382,58.0,58.0
iter,30997.448795180724,59.0,59.0
determin,30301.339759036146,60.0,60.0
exist,30259.734108849192,61.0,61.0
studi,30228.54663096831,62.0,62.0
definit,30192.853012048192,63.0,63.0
agent-observ,29979.090361445782,64.0,64.0
configur,29844.586170770035,65.0,65.0
context,29713.87148594377,66.0,66.0
setup,29631.85078776645,67.0,67.0
linear,29591.053012048196,68.0,68.0
specif,29173.65461847389,69.0,69.0
trade,29133.17771084337,70.0,70.0
util,29082.959153687923,71.0,71.0
chang,29080.057563587678,72.0,72.0
achiev,29071.09236947791,73.0,73.0
distinguish,29057.036144578313,74.0,74.0
walra,29056.32013769363,75.0,75.0
interest,29036.51549053356,76.0,76.0
altern,29004.96907630522,77.0,77.0
consist,28613.374324885746,78.0,78.0
start,28542.612048192772,79.0,79.0
competit-agent,28541.59348505132,80.0,80.0
outcom,28280.808567603744,81.0,81.0
multiag-learn,28128.56001784917,82.0,82.0
fulfil-bia,28120.4578313253,83.0,83.0
multiag-system,28015.679432013767,84.0,84.0
method,28012.24771084337,85.0,85.0
includ,27998.179759036142,86.0,86.0
account,27988.585980284774,87.0,87.0
consid,27948.987951807227,88.0,88.0
section,27915.627796901892,89.0,89.0
excess-demand,27893.419923596826,90.0,90.0
figur,27800.341983317885,91.0,91.0
multiag-environ,27749.71619812584,92.0,92.0
continu,27660.491566265056,93.0,93.0
prefer,27618.911776136803,94.0,94.0
optim-problem,27506.263297090805,95.0,95.0
learn,27323.906082159963,96.0,96.0
concept,27156.464318813716,97.0,97.0
explor,27121.55287817938,98.0,98.0
repeat,27090.20689655173,99.0,99.0
make,27079.16530120482,100.0,100.0
singl-agent,26669.21479019526,101.0,101.0
highli,26618.79562695225,102.0,102.0
least,26497.997108433734,103.0,103.0
character,26377.811049074346,104.0,104.0
model,26335.124546378287,105.0,105.0
agent-learn,26262.248297537975,106.0,106.0
higher,26226.476165531687,107.0,107.0
strateg-learn-agent,26207.855421686745,108.0,108.0
distribut,25886.654854712968,109.0,109.0
term,25880.213047311197,110.0,110.0
revis,25861.485213581604,111.0,111.0
constant,25774.240160642566,112.0,112.0
simpli,25749.099254159497,113.0,113.0
agent-strateg,25630.181649675626,114.0,114.0
system,25536.74989113079,115.0,115.0
interact,25519.933734939757,116.0,116.0
order,25498.40631491483,117.0,117.0
model-agent,25381.59552495697,118.0,118.0
action-agent,25373.55134825014,119.0,119.0
clear,25340.05443998215,120.0,120.0
strateg-agent,25328.980984177677,121.0,121.0
case-agent,25292.37469879518,122.0,122.0
competit-equilibrium,25290.509280364702,123.0,123.0
exchang-economi,25280.435289545276,124.0,124.0
adjust,25223.2578313253,125.0,125.0
market,25213.759616780375,126.0,126.0
select,25156.07585899152,127.0,127.0
suffici,25149.72690763052,128.0,128.0
form-expect,25148.56686746988,129.0,129.0
competit-behavior,25095.828182294397,130.0,130.0
agent-util,24994.64578313253,131.0,131.0
influenc,24964.006884681585,132.0,132.0
directli,24839.347826086956,133.0,133.0
rang,24809.05590361446,134.0,134.0
face,24795.04991394148,135.0,135.0
agent-conjectur,24759.4562248996,136.0,136.0
behav-strateg,24725.24096385542,137.0,137.0
excess,24705.877710843375,138.0,138.0
economi,24649.533734939756,139.0,139.0
basic,24626.12547751984,140.0,140.0
conjectur-function,24571.44628514056,141.0,141.0
result-state,24437.911646586344,142.0,142.0
fact,24433.455536431436,143.0,143.0
joint,24428.9156626506,144.0,144.0
game,24425.780229351138,145.0,145.0
limit,24391.519925857272,146.0,146.0
gener,24370.83814777181,147.0,147.0
budget-constraint,24366.356156332648,148.0,148.0
analysi,24348.385126713754,149.0,149.0
