Name,IF,IFDenseRank,IFMinRank
support,56887.64951400801,1.0,1.0
activ,56757.10543840178,2.0,2.0
specif,52521.7291539866,3.0,3.0
product,51572.004869141805,4.0,4.0
process,49464.4019223923,5.0,5.0
section,49240.59198113207,6.0,6.0
meta-activ,48855.580036518564,7.0,7.0
softwar-product-process,48366.98056032018,8.0,8.0
meta,46519.58612294584,9.0,9.0
oper,46485.86001217285,10.0,10.0
softwar-process-support,45175.07547169811,11.0,11.0
method,45136.32704402516,12.0,12.0
system,44726.852099817406,13.0,13.0
discuss,43615.14008004574,14.0,14.0
gener,43051.85248713551,15.0,15.0
order,42948.326232501524,16.0,16.0
describ,42713.596340766155,17.0,17.0
model,42446.30046279814,18.0,18.0
provid,42027.18490566038,19.0,19.0
evolv,41736.05112598904,20.0,20.0
produc,41264.22032866707,21.0,21.0
tool,40078.55547169811,22.0,22.0
natur,39502.687157638466,23.0,23.0
technolog,39174.58113207547,24.0,24.0
softwar,38967.09433962264,25.0,25.0
artifact,38766.78490566038,26.0,26.0
implement,38614.46256847231,27.0,27.0
character,38273.889227023734,28.0,28.0
chang,37381.3456746173,29.0,29.0
aspect,36612.25441265977,30.0,30.0
enact,36397.08176100629,31.0,31.0
modifi,36392.93913572733,32.0,32.0
work,35891.03773584905,33.0,33.0
develop,35538.030188679244,34.0,34.0
softwar-process-model,35263.171698113205,35.0,35.0
part,35061.63522012578,36.0,36.0
organ,34772.89105295192,37.0,37.0
variat,34347.49326145553,38.0,38.0
accomplish,34316.527044025155,39.0,39.0
evolut,34267.894339622646,40.0,40.0
step,33902.72452830189,41.0,41.0
relat,33805.24954351795,42.0,42.0
creat,33725.82320055904,43.0,43.0
framework,33574.188679245286,44.0,44.0
agent,33363.59245283019,45.0,45.0
inform,33300.9534591195,46.0,46.0
requir,33152.65290138839,47.0,47.0
product-process-meta,32418.950943396227,48.0,48.0
technic,32022.782714546564,49.0,49.0
applic,31868.8932986337,50.0,50.0
introduc,31774.257289879934,51.0,51.0
custom,31675.28788800974,52.0,52.0
modif,31591.005204944697,53.0,53.0
structur,31556.454966180136,54.0,54.0
assess,31437.349433962263,55.0,55.0
goal,31367.766037735844,56.0,56.0
procedur,31333.041509433966,57.0,57.0
manag,31326.410822356705,58.0,58.0
formal,31310.224589166155,59.0,59.0
entiti,31286.40880503145,60.0,60.0
time,31140.368972746335,61.0,61.0
maintain,30913.35849056604,62.0,62.0
research,30598.440251572323,63.0,63.0
high,30507.577358490566,64.0,64.0
softwar-meta-process,30483.104631217837,65.0,65.0
issu,30326.249285305894,66.0,66.0
involv,30211.216352201256,67.0,67.0
execut,30066.952420016405,68.0,68.0
templat,29964.02031930334,69.0,69.0
carri,29603.190394511148,70.0,70.0
offer,29534.364779874213,71.0,71.0
appli,29475.48991541965,72.0,72.0
