Name,IF,IFDenseRank,IFMinRank
process,66169.61972274732,1.0,1.0
case,66119.20163831128,2.0,2.0
execut,63141.46691871456,3.0,3.0
action,63009.384057971016,4.0,4.0
section,57432.24196597353,5.0,5.0
step,56760.05797101449,6.0,6.0
method,56355.75700483092,7.0,7.0
corrector,54119.3455615942,8.0,8.0
interfer,53918.563938618936,9.0,9.0
detector,52826.692847124825,10.0,10.0
exist,50309.91980676329,11.0,11.0
formal,49854.58152173913,12.0,12.0
fault,49617.67660936974,13.0,13.0
reason,49434.67149758453,14.0,14.0
corrupt,48002.488801054016,15.0,15.0
class,47948.01739130435,16.0,16.0
type-toler,46798.150197628456,17.0,17.0
final,46327.336956521736,18.0,18.0
satisfi,46039.05292050944,19.0,19.0
provid,45417.67391304348,20.0,20.0
stabil,45360.746666666666,21.0,21.0
true,45208.7654589372,22.0,22.0
multipl,45180.391304347824,23.0,23.0
variabl,45139.89520624304,24.0,24.0
complex,44533.84090909092,25.0,25.0
start,44478.5265700483,26.0,26.0
converg,43510.853864734294,27.0,27.0
theorem,43471.57372400756,28.0,28.0
techniqu,43430.04134697357,29.0,29.0
token,42857.799077733864,30.0,30.0
wit-predic,42415.828502415454,31.0,31.0
discuss,42259.77391304347,32.0,32.0
definit,41786.92893875643,33.0,33.0
ensur,41410.44565217391,34.0,34.0
multitoler,41333.99730367374,35.0,35.0
detect,41311.899056285816,36.0,36.0
problem,41181.039855072464,37.0,37.0
illustr,40011.551261406334,38.0,38.0
show,39840.18972332015,39.0,39.0
finit,39569.901960784315,40.0,40.0
calcul,39529.541666666664,41.0,41.0
compos,39338.219202898545,42.0,42.0
interfer-freedom,39204.08902691511,43.0,43.0
paper,39003.066889632115,44.0,44.0
fail-safe-toler,38777.063642092,45.0,45.0
continu,38653.86059351276,46.0,46.0
defin,38613.1052631579,47.0,47.0
order,38601.97826086956,48.0,48.0
result-program,38568.208695652174,49.0,49.0
method-design-multitoler,38269.520531400965,50.0,50.0
intoler-program,38145.83850931677,51.0,51.0
type,37898.770750988144,52.0,52.0
observ,37492.07046476761,53.0,53.0
result,37458.44532279315,54.0,54.0
reachabl,37265.04710144927,55.0,55.0
program-design,37150.467391304344,56.0,56.0
word,36852.63310450038,57.0,57.0
span,36827.243012422354,58.0,58.0
gamma,36650.18719806763,59.0,59.0
proof,36625.8410188845,60.0,60.0
addit,36487.80115942029,61.0,61.0
enabl,36287.0503875969,62.0,62.0
obtain,36094.78346121057,63.0,63.0
remain,36023.08608695652,64.0,64.0
program,35912.455629069525,65.0,65.0
formal-method-design,35890.7720685112,66.0,66.0
block,35818.927083333336,67.0,67.0
manner,35772.587382779195,68.0,68.0
properti,35683.07246376811,69.0,69.0
problem-specif,35589.69257795345,70.0,70.0
design-fault-toler,35524.85265700483,71.0,71.0
close,35492.78524374177,72.0,72.0
introduc,35444.849802371544,73.0,73.0
progress,35380.29907773386,74.0,74.0
standard,35049.298007246376,75.0,75.0
simpl,35044.371980676326,76.0,76.0
nonmask-toler,34847.011387163555,77.0,77.0
design-mask-toler,34716.8352236925,78.0,78.0
sens,34697.95,79.0,79.0
role,34640.06049149338,80.0,80.0
figur,34596.69642857143,81.0,81.0
mask,34170.71304347827,82.0,82.0
toler,34076.54694391935,83.0,83.0
suffic,33996.01863354037,84.0,84.0
design-method,33970.23963599595,85.0,85.0
eventu,33866.59610983982,86.0,86.0
hierarch,33856.881422924904,87.0,87.0
omit,33694.418478260865,88.0,88.0
respect,33500.05006587615,89.0,89.0
violat,33490.7729468599,90.0,90.0
formul,33232.71135265701,91.0,91.0
state,33229.41020793951,92.0,92.0
correct,33194.99348876287,93.0,93.0
design,33113.44360428481,94.0,94.0
desir,33088.86274509804,95.0,95.0
readi,33039.605978260865,96.0,96.0
safe,33022.05652173913,97.0,97.0
address,32810.71837944664,98.0,98.0
denot,32771.8347826087,99.0,99.0
remark,32725.498188405796,100.0,100.0
comput,32636.33685150179,101.0,101.0
degrad,32600.964194373402,102.0,102.0
present,32578.73913043478,103.0,103.0
note,32485.921325051753,104.0,104.0
occur,32313.80124223602,105.0,105.0
term,32251.04219948849,106.0,106.0
theta,32228.24718196457,107.0,107.0
invari,32206.70064062172,108.0,108.0
ensur-start-state,32096.36429512516,109.0,109.0
stepwis,32022.34108527132,110.0,110.0
state-corrupt,31939.58550724638,111.0,111.0
compon,31916.98666246587,112.0,112.0
time,31792.787229573623,113.0,113.0
likewis,31606.58506616257,114.0,114.0
compar,31525.255025712948,115.0,115.0
atom,31519.054820415877,116.0,116.0
specif,31487.523787019534,117.0,117.0
section-defin,31318.325705568266,118.0,118.0
system,31266.308391094306,119.0,119.0
corrupt-state-process,31242.454106280187,120.0,120.0
introduct,31236.106990622335,121.0,121.0
presenc,31151.338448422848,122.0,122.0
composit,31095.567737870195,123.0,123.0
foundat,31065.171125975474,124.0,124.0
character,31058.293148880104,125.0,125.0
concept-multitoler,30973.24808184143,126.0,126.0
intoler,30931.07246376812,127.0,127.0
analog,30930.551839464886,128.0,128.0
suffic-corrector,30846.75708884688,129.0,129.0
requir,30818.31611006091,130.0,130.0
differ,30763.704408212558,131.0,131.0
clear,30677.364130434784,132.0,132.0
context,30677.364130434784,132.0,132.0
gener,30462.924681598593,133.0,134.0
instanc,30450.13103864734,134.0,135.0
live,30370.201372997704,135.0,136.0
toler-program,30360.255652173917,136.0,137.0
specif-compon,30318.881500426254,137.0,138.0
distribut,30228.903100775195,138.0,139.0
theori,30096.047273982058,139.0,140.0
predic,30065.838541666668,140.0,141.0
practic,30002.662959218065,141.0,142.0
consist,29944.086021505376,142.0,143.0
consid,29868.019323671495,143.0,144.0
correct-predic,29837.559782608696,144.0,145.0
toler-fault-class,29820.098814229248,145.0,146.0
execut-concurr,29720.620553359684,146.0,147.0
critic,29662.87185354691,147.0,148.0
safeti,29662.188090737236,148.0,149.0
fault-class-fault,29636.708472686736,149.0,150.0
nonmask,29544.043478260868,150.0,151.0
preserv,29529.937828187354,151.0,152.0
special,29451.982608695656,152.0,153.0
base,29425.39792060491,153.0,154.0
state-space,29388.381642512075,154.0,155.0
fault-toler,29384.22180214241,155.0,156.0
subject,29356.73663168416,156.0,157.0
previou,29337.70289855072,157.0,158.0
effici,29101.918564527263,158.0,159.0
state-true-newli,29065.65670289855,159.0,160.0
byzantin,29020.792060491494,160.0,161.0
exhibit,28984.507246376812,161.0,162.0
made,28939.277882797727,162.0,163.0
access,28865.075614366724,163.0,164.0
concurr,28842.369250157528,164.0,165.0
repres,28777.571214392807,165.0,166.0
approach,28758.0020478891,166.0,167.0
grace,28680.74126172208,167.0,168.0
trivial,28624.97186700767,168.0,169.0
shown,28610.175983436857,169.0,170.0
facilit,28536.750805152977,170.0,171.0
purpos,28344.89945652174,171.0,172.0
correct-state,28334.946054750402,172.0,173.0
fault-class-time,28227.876152832672,173.0,174.0
prove,28025.288537549404,174.0,175.0
refer,27917.4179305696,175.0,176.0
sequenti,27908.132992327366,176.0,177.0
structur,27883.98424700693,177.0,178.0
violat-safeti-specif,27853.33069828722,178.0,179.0
corrector-detector,27847.946105072464,179.0,180.0
subsequ,27834.956521739132,180.0,181.0
process-detect,27748.44444444444,181.0,182.0
domain,27657.40579710145,182.0,183.0
abbrevi,27538.69224211424,183.0,184.0
fals,27460.316205533592,184.0,185.0
recoveri,27452.348278985508,185.0,186.0
standard-specif,27355.40579710145,186.0,187.0
free,27216.375362318842,187.0,188.0
eventu-reach-state,27191.478260869564,188.0,189.0
start-state-true,27181.129629629628,189.0,190.0
handl,27177.038752362947,190.0,191.0
closur-converg,27098.279143037176,191.0,192.0
environ,27079.25404326822,192.0,193.0
mean,27050.415760869564,193.0,194.0
failur,27038.33543373241,194.0,195.0
issu,27035.286231884056,195.0,196.0
intoler-system,27013.885763000853,196.0,197.0
achiev,26826.571611253195,197.0,198.0
parallel-composit,26748.956521739132,198.0,199.0
mutual,26734.911318150447,199.0,200.0
agreement,26642.831442974166,200.0,201.0
condit,26632.67227676484,201.0,202.0
abstract,26632.306238185254,202.0,203.0
basi,26583.734015345264,203.0,204.0
action-preserv,26521.478260869568,204.0,205.0
truthifi,26489.630434782608,205.0,206.0
network,26473.233931947074,206.0,207.0
parallel,26432.549621928167,207.0,208.0
protect,26383.652173913044,208.0,209.0
proceed,26382.103969754255,209.0,210.0
presenc-fault,26375.004262574595,210.0,211.0
chosen,26327.598398169335,211.0,212.0
except,26325.747282608696,212.0,213.0
suffic-detector,26264.951795841207,213.0,214.0
memori,26253.44861660079,214.0,215.0
principl,26208.31190926276,215.0,216.0
ring,26087.34299516908,216.0,217.0
build,26058.78260869565,217.0,218.0
data,25921.06175173283,218.0,219.0
schneider,25838.72463768116,219.0,220.0
experi,25815.86200378072,220.0,221.0
method-design-fault,25800.516218081437,221.0,222.0
organ,25777.492753623184,222.0,223.0
unit,25750.425330812854,223.0,224.0
simpler,25744.177323103155,224.0,225.0
softwar-engin,25731.632010081918,225.0,226.0
corrector-correct,25579.812356979404,226.0,227.0
prefix,25553.243206521736,227.0,228.0
exampl,25514.272665992583,228.0,229.0
engin,25403.51423020374,229.0,230.0
systemat,25305.047476261872,230.0,231.0
true-execut,25231.559617918316,231.0,232.0
model,25229.856437723167,232.0,233.0
assum,25118.54545454546,233.0,234.0
ffl-correct-applic,25103.796296296296,234.0,235.0
classifi,25096.276972624797,235.0,236.0
synthesi,25051.696072253726,236.0,237.0
add-detector,25036.107660455484,237.0,238.0
deal,24999.270247229328,238.0,239.0
variabl-mutual-exclus,24998.988491048593,239.0,240.0
futur,24941.12686410418,240.0,241.0
work,24919.388888888883,241.0,242.0
satisfi-safeti-specif,24892.101449275364,242.0,243.0
commun,24784.439455996642,243.0,244.0
discuss-section,24620.232919254657,244.0,245.0
languag,24619.659735349716,245.0,246.0
scienc,24612.69927536232,246.0,247.0
yield,24592.942659105232,247.0,248.0
toler-nonmask,24513.625708884687,248.0,249.0
design-mask-fault,24513.625708884687,248.0,249.0
survey,24513.625708884687,248.0,249.0
compon-interfer,24455.21391304348,249.0,252.0
program-action,24395.17028985507,250.0,253.0
design-multitoler-repetit,24389.557078344882,251.0,254.0
comput-problem-specif,24361.542715484364,252.0,255.0
augment,24357.44334650856,253.0,256.0
protocol,24356.270006301198,254.0,257.0
case-studi,24331.23745819398,255.0,258.0
perturb-state,24317.886615515774,256.0,259.0
sequenc,24266.530961791832,257.0,260.0
procedur,24252.48913043478,258.0,261.0
initi-state,24190.772397891964,259.0,262.0
detector-corrector-compon,24185.816511387162,260.0,263.0
falsifi,24155.9806763285,261.0,264.0
corrupt-process,24097.936913895992,262.0,265.0
proof-interfer,24060.67663043478,263.0,266.0
multitoler-program,24056.549651100377,264.0,267.0
recal,24050.543478260868,265.0,268.0
axiomat,23986.265328874026,266.0,269.0
constraint,23962.751811594204,267.0,270.0
restrict-execut,23874.60185185185,268.0,271.0
point,23787.983277591975,269.0,272.0
failsaf,23669.758022774327,270.0,273.0
mask-toler-program,23669.758022774327,270.0,273.0
state-perturb,23639.17874396135,271.0,275.0
program-state,23624.125,272.0,276.0
multi,23590.717391304348,273.0,277.0
coalit,23590.717391304348,273.0,277.0
emmanuel,23590.717391304348,273.0,277.0
novemb,23590.717391304348,273.0,277.0
farokh,23590.717391304348,273.0,277.0
kulkarni,23590.717391304348,273.0,277.0
emerson,23590.717391304348,273.0,277.0
mexico,23590.717391304348,273.0,277.0
annual,23590.717391304348,273.0,277.0
vallarta,23590.717391304348,273.0,277.0
share,23590.717391304348,273.0,277.0
high,23590.717391304348,273.0,277.0
goal,23590.717391304348,273.0,277.0
demirba,23590.717391304348,273.0,277.0
symposium,23590.717391304348,273.0,277.0
robust,23590.717391304348,273.0,277.0
sandeep,23590.717391304348,273.0,277.0
oguchi,23590.717391304348,273.0,277.0
april,23590.717391304348,273.0,277.0
resourc,23590.717391304348,273.0,277.0
hanumantharaya,23590.717391304348,273.0,277.0
ichi,23590.717391304348,273.0,277.0
kentaro,23590.717391304348,273.0,277.0
intern,23590.717391304348,273.0,277.0
clock,23590.717391304348,273.0,277.0
verif,23590.717391304348,273.0,277.0
vector,23590.717391304348,273.0,277.0
octob,23590.717391304348,273.0,277.0
februari,23590.717391304348,273.0,277.0
multimedia,23590.717391304348,273.0,277.0
ling,23590.717391304348,273.0,277.0
mizutani,23590.717391304348,273.0,277.0
paul,23590.717391304348,273.0,277.0
axel,23590.717391304348,273.0,277.0
grtner,23590.717391304348,273.0,277.0
confer,23590.717391304348,273.0,277.0
oregon,23590.717391304348,273.0,277.0
ermagan,23590.717391304348,273.0,277.0
letier,23590.717391304348,273.0,277.0
distribut-comput,23590.717391304348,273.0,277.0
marvin,23590.717391304348,273.0,277.0
orient,23590.717391304348,273.0,277.0
purnendu,23590.717391304348,273.0,277.0
lamsweerd,23590.717391304348,273.0,277.0
resett,23590.717391304348,273.0,277.0
ieee,23590.717391304348,273.0,277.0
workshop,23590.717391304348,273.0,277.0
transact,23590.717391304348,273.0,277.0
nineteenth,23590.717391304348,273.0,277.0
decemb,23590.717391304348,273.0,277.0
shaw,23590.717391304348,273.0,277.0
puerto,23590.717391304348,273.0,277.0
roadmap,23590.717391304348,273.0,277.0
obstacl,23590.717391304348,273.0,277.0
anil,23590.717391304348,273.0,277.0
automot,23590.717391304348,273.0,277.0
ireland,23590.717391304348,273.0,277.0
vina,23590.717391304348,273.0,277.0
multiprocessor,23590.717391304348,273.0,277.0
lutz,23590.717391304348,273.0,277.0
suffici,23590.717391304348,273.0,277.0
juli,23590.717391304348,273.0,277.0
robyn,23590.717391304348,273.0,277.0
orna,23590.717391304348,273.0,277.0
david,23590.717391304348,273.0,277.0
asynchron,23590.717391304348,273.0,277.0
fundament,23590.717391304348,273.0,277.0
atti,23590.717391304348,273.0,277.0
taylor,23590.717391304348,273.0,277.0
januari,23590.717391304348,273.0,277.0
felix,23590.717391304348,273.0,277.0
allen,23590.717391304348,273.0,277.0
imag,23590.717391304348,273.0,277.0
incorrect,23590.717391304348,273.0,277.0
anish-arora,23590.717391304348,273.0,277.0
softwar,23590.717391304348,273.0,277.0
limerick,23590.717391304348,273.0,277.0
anjali,23590.717391304348,273.0,277.0
murat,23590.717391304348,273.0,277.0
mari,23590.717391304348,273.0,277.0
march,23590.717391304348,273.0,277.0
theimer,23590.717391304348,273.0,277.0
portland,23590.717391304348,273.0,277.0
bastani,23590.717391304348,273.0,277.0
open,23590.717391304348,273.0,277.0
seventeenth,23590.717391304348,273.0,277.0
speed,23590.717391304348,273.0,277.0
sinha,23590.717391304348,273.0,277.0
real,23590.717391304348,273.0,277.0
june,23590.717391304348,273.0,277.0
journal,23590.717391304348,273.0,277.0
agarw,23590.717391304348,273.0,277.0
weir,23590.717391304348,273.0,277.0
manag,23590.717391304348,273.0,277.0
suffix,23499.281663516063,274.0,371.0
intersect,23411.141583054632,275.0,372.0
program-ptr,23403.50682011935,276.0,373.0
correctli,23399.678194993412,277.0,374.0
trade,23352.342391304348,278.0,375.0
corrector-interfer,23267.289855072464,279.0,376.0
rule,23165.825483091783,280.0,377.0
memori-access,23115.97463768116,281.0,378.0
interfer-compon,23075.190217391304,282.0,379.0
henceforth,23062.35163996949,283.0,380.0
account,23041.818181818184,284.0,381.0
mutual-exclus,22990.21031344793,285.0,382.0
reset,22953.24317492417,286.0,383.0
give,22934.314699792958,287.0,384.0
expect,22920.48897290485,288.0,385.0
union,22859.85166240409,289.0,386.0
reduc,22824.21630434783,290.0,387.0
design-nonmask-toler,22728.645242596092,291.0,388.0
fault-stop-occur,22707.08695652174,292.0,389.0
fault-occur,22694.126620900075,293.0,390.0
behavior,22685.54987212276,294.0,391.0
mode,22685.54987212276,294.0,391.0
detect-state,22666.977559607294,295.0,393.0
applic,22626.07608695652,296.0,394.0
knowledg,22618.951992753624,297.0,395.0
reader,22616.265588136168,298.0,396.0
interest,22616.265588136168,298.0,396.0
program-ftr,22397.96376811594,299.0,398.0
exemplifi,22393.217391304348,300.0,399.0
analogu,22390.058423913044,301.0,400.0
program-detector,22380.10838059231,302.0,401.0
detector-corrector-design,22279.516304347828,303.0,402.0
detector-andor-corrector,22230.77043478261,304.0,403.0
inadvert,22121.458333333336,305.0,404.0
measur,22016.7922705314,306.0,405.0
program-corrector,21919.976370510394,307.0,406.0
warrant,21886.418478260868,308.0,407.0
program-satisfi-safeti,21880.70853462158,309.0,408.0
