Name,IF,IFDenseRank,IFMinRank
vertic,53166.59414853713,1.0,1.0
microtre,52907.82757475083,2.0,2.0
idom,50443.100775193794,3.0,3.0
result,49350.77906976744,4.0,4.0
tabl,44927.23421926911,5.0,5.0
process,44245.206312292365,6.0,6.0
perform,42122.62126245847,7.0,7.0
show,41759.7488372093,8.0,8.0
special,38776.334803528465,9.0,9.0
initi,38544.7315614618,10.0,10.0
restrict,38020.40406976744,11.0,11.0
pxdom,37901.09786821705,12.0,12.0
figur,37149.7359496124,13.0,13.0
memoiz,36592.28571428572,14.0,14.0
weight,36579.827098078866,15.0,15.0
appli,35864.79069767442,16.0,16.0
root,35783.649169435215,17.0,17.0
comput,35603.158734451055,18.0,18.0
domin,35520.55651703624,19.0,19.0
algorithm,35441.07409410492,20.0,20.0
approach,35230.11627906977,21.0,21.0
graph,35171.06138453218,22.0,22.0
gener,35167.48333333334,23.0,23.0
link,35158.39534883721,24.0,24.0
number,35148.25581395349,25.0,25.0
union,34722.957364341084,26.0,26.0
size,34533.16611295681,27.0,27.0
present,34315.67151162791,28.0,28.0
owgraph,33828.86201550388,29.0,29.0
combin,33736.751627906975,30.0,30.0
label,33494.21362126246,31.0,31.0
section,33395.1976744186,32.0,32.0
theorem,33248.63023255814,33.0,33.0
eval,32917.50207641196,34.0,34.0
recal,32684.843507751935,35.0,35.0
path,32672.392509464575,36.0,36.0
previou,32584.662790697676,37.0,37.0
microtre-root,32542.785852713176,38.0,38.0
lemma,32289.383720930233,39.0,39.0
leav,32276.91705426357,40.0,40.0
detail,32109.423588039866,41.0,41.0
tree,32079.84045429962,42.0,42.0
intern,31976.18425760287,43.0,43.0
comput-domin,31964.85949612403,44.0,44.0
push,31898.940199335546,45.0,45.0
linear-time-algorithm,31648.16457960644,46.0,46.0
call,31617.39119601329,47.0,47.0
standard,31617.112403100775,48.0,48.0
special-vertic,31570.360465116282,49.0,49.0
compress,31504.668351870572,50.0,50.0
vertex,31234.913466738777,51.0,51.0
run-time,31173.397009966775,52.0,52.0
